Time (s),Temperature (K),1/kT (1/eV),Rate (K/min),Current (A),Current Std Dev/Mean,Conductivity (Ohm-cm)^-1,Ea (eV),Reduced Ea
5.60E+00,4.79420E+02,2.42E+01,NaN,3.81580E-04,NaN,3.81580E-03,NaN,NaN
8.55E+00,4.78380E+02,2.42E+01,-7.56E+00,3.77540E-04,NaN,3.77540E-03,NaN,NaN
1.16E+01,4.77440E+02,2.43E+01,-1.31E+01,3.68610E-04,NaN,3.68610E-03,NaN,NaN
1.45E+01,4.75740E+02,2.44E+01,-1.98E+01,3.56600E-04,NaN,3.56600E-03,NaN,NaN
1.75E+01,4.72980E+02,2.45E+01,-2.67E+01,3.41360E-04,NaN,3.41360E-03,NaN,NaN
2.07E+01,4.70850E+02,2.46E+01,-4.53E+01,3.23570E-04,NaN,3.23570E-03,NaN,NaN
2.38E+01,4.68640E+02,2.47E+01,-4.67E+01,3.06530E-04,NaN,3.06530E-03,NaN,NaN
2.69E+01,4.66390E+02,2.49E+01,-4.14E+01,2.88410E-04,NaN,2.88410E-03,3.82E-01,9.32E+00
3.00E+01,4.64130E+02,2.50E+01,-4.32E+01,2.71510E-04,NaN,2.71510E-03,4.01E-01,9.83E+00
3.32E+01,4.61870E+02,2.51E+01,-4.34E+01,2.54410E-04,NaN,2.54410E-03,4.17E-01,1.02E+01
3.62E+01,4.59640E+02,2.52E+01,-4.34E+01,2.39110E-04,NaN,2.39110E-03,4.32E-01,1.06E+01
3.93E+01,4.57400E+02,2.53E+01,-4.36E+01,2.24330E-04,NaN,2.24330E-03,4.43E-01,1.09E+01
4.24E+01,4.55020E+02,2.55E+01,-4.42E+01,2.10000E-04,NaN,2.10000E-03,4.52E-01,1.12E+01
4.54E+01,4.52830E+02,2.56E+01,-4.48E+01,1.97404E-04,NaN,1.97404E-03,4.59E-01,1.14E+01
4.86E+01,4.50650E+02,2.57E+01,-4.50E+01,1.84403E-04,NaN,1.84403E-03,4.65E-01,1.15E+01
5.17E+01,4.48500E+02,2.59E+01,-4.22E+01,1.72470E-04,NaN,1.72470E-03,4.77E-01,1.19E+01
5.49E+01,4.46370E+02,2.60E+01,-4.07E+01,1.61193E-04,NaN,1.61193E-03,4.88E-01,1.22E+01
5.78E+01,4.44280E+02,2.61E+01,-4.07E+01,1.51638E-04,NaN,1.51638E-03,4.97E-01,1.25E+01
6.08E+01,4.42200E+02,2.62E+01,-4.16E+01,1.42503E-04,NaN,1.42503E-03,5.07E-01,1.28E+01
6.37E+01,4.40160E+02,2.63E+01,-4.24E+01,1.33908E-04,NaN,1.33908E-03,5.15E-01,1.31E+01
6.67E+01,4.38010E+02,2.65E+01,-4.20E+01,1.25861E-04,NaN,1.25861E-03,5.18E-01,1.32E+01
6.96E+01,4.36030E+02,2.66E+01,-4.27E+01,1.18520E-04,NaN,1.18520E-03,5.18E-01,1.33E+01
7.27E+01,4.34070E+02,2.67E+01,-4.22E+01,1.10975E-04,NaN,1.10975E-03,5.17E-01,1.33E+01
7.56E+01,4.32130E+02,2.68E+01,-3.92E+01,1.04522E-04,NaN,1.04522E-03,5.17E-01,1.34E+01
7.86E+01,4.30230E+02,2.69E+01,-3.87E+01,9.83530E-05,NaN,9.83530E-04,5.16E-01,1.34E+01
8.14E+01,4.28350E+02,2.71E+01,-3.93E+01,9.27380E-05,NaN,9.27380E-04,5.16E-01,1.35E+01
8.44E+01,4.26520E+02,2.72E+01,-3.93E+01,8.73620E-05,NaN,8.73620E-04,5.15E-01,1.35E+01
8.76E+01,4.24570E+02,2.73E+01,-3.85E+01,8.17560E-05,NaN,8.17560E-04,5.14E-01,1.35E+01
9.05E+01,4.22770E+02,2.74E+01,-3.65E+01,7.71320E-05,NaN,7.71320E-04,5.13E-01,1.36E+01
9.35E+01,4.21000E+02,2.75E+01,-3.64E+01,7.26110E-05,NaN,7.26110E-04,5.11E-01,1.36E+01
9.66E+01,4.19270E+02,2.77E+01,-3.62E+01,6.82860E-05,NaN,6.82860E-04,5.10E-01,1.36E+01
9.95E+01,4.17550E+02,2.78E+01,-3.49E+01,6.43930E-05,NaN,6.43930E-04,5.11E-01,1.37E+01
1.03E+02,4.15850E+02,2.79E+01,-3.46E+01,6.05840E-05,NaN,6.05840E-04,5.12E-01,1.38E+01
1.05E+02,4.14190E+02,2.80E+01,-3.41E+01,5.72690E-05,NaN,5.72690E-04,5.14E-01,1.39E+01
1.09E+02,4.12550E+02,2.81E+01,-3.37E+01,5.37680E-05,NaN,5.37680E-04,5.16E-01,1.40E+01
1.12E+02,4.10830E+02,2.82E+01,-3.23E+01,5.06410E-05,NaN,5.06410E-04,5.19E-01,1.42E+01
1.15E+02,4.09240E+02,2.83E+01,-3.21E+01,4.77280E-05,NaN,4.77280E-04,5.20E-01,1.43E+01
1.18E+02,4.07660E+02,2.84E+01,-3.25E+01,4.49930E-05,NaN,4.49930E-04,5.21E-01,1.43E+01
1.21E+02,4.06120E+02,2.85E+01,-3.12E+01,4.25010E-05,NaN,4.25010E-04,5.24E-01,1.45E+01
1.24E+02,4.04590E+02,2.87E+01,-3.07E+01,3.99980E-05,NaN,3.99980E-04,5.26E-01,1.46E+01
1.27E+02,4.03110E+02,2.88E+01,-2.96E+01,3.78070E-05,NaN,3.78070E-04,5.28E-01,1.47E+01
1.30E+02,4.01620E+02,2.89E+01,-2.93E+01,3.57350E-05,NaN,3.57350E-04,5.30E-01,1.48E+01
1.33E+02,4.00170E+02,2.90E+01,-2.96E+01,3.37490E-05,NaN,3.37490E-04,5.32E-01,1.49E+01
1.36E+02,3.98730E+02,2.91E+01,-2.90E+01,3.20780E-05,NaN,3.20780E-04,5.34E-01,1.50E+01
1.39E+02,3.97220E+02,2.92E+01,-2.98E+01,3.03620E-05,NaN,3.03620E-04,5.34E-01,1.51E+01
1.42E+02,3.95830E+02,2.93E+01,-3.06E+01,2.86770E-05,NaN,2.86770E-04,5.32E-01,1.51E+01
1.45E+02,3.94450E+02,2.94E+01,-2.82E+01,2.70640E-05,NaN,2.70640E-04,5.32E-01,1.52E+01
1.48E+02,3.93110E+02,2.95E+01,-2.63E+01,2.57190E-05,NaN,2.57190E-04,5.32E-01,1.52E+01
1.51E+02,3.91780E+02,2.96E+01,-2.72E+01,2.43230E-05,NaN,2.43230E-04,5.32E-01,1.53E+01
1.54E+02,3.90460E+02,2.97E+01,-2.68E+01,2.30960E-05,NaN,2.30960E-04,5.32E-01,1.53E+01
1.57E+02,3.89170E+02,2.98E+01,-2.62E+01,2.18860E-05,NaN,2.18860E-04,5.32E-01,1.54E+01
1.60E+02,3.87900E+02,2.99E+01,-2.61E+01,2.07380E-05,NaN,2.07380E-04,5.32E-01,1.55E+01
1.63E+02,3.86560E+02,3.00E+01,-2.49E+01,1.97138E-05,NaN,1.97138E-04,5.32E-01,1.55E+01
1.66E+02,3.85320E+02,3.01E+01,-2.58E+01,1.87604E-05,NaN,1.87604E-04,5.31E-01,1.56E+01
1.69E+02,3.84500E+02,3.02E+01,-2.67E+01,1.78609E-05,NaN,1.78609E-04,5.30E-01,1.56E+01
1.72E+02,3.82910E+02,3.03E+01,-2.13E+01,1.69939E-05,NaN,1.69939E-04,5.34E-01,1.57E+01
