Time (s),Temperature (K),1/kT (1/eV),Rate (K/min),Current (A),Current Std Dev/Mean,Conductivity (Ohm-cm)^-1,Ea (eV),Reduced Ea
1.71E+00,2.9648000E+02,3.9105500E+01,NaN,1.6642600E-07,NaN,1.6642600E-06,NaN,NaN
5.56E+00,2.9649000E+02,3.9104190E+01,NaN,1.6649300E-07,NaN,1.6649300E-06,NaN,NaN
8.56E+00,2.9649000E+02,3.9104190E+01,NaN,1.6655100E-07,NaN,1.6655100E-06,NaN,NaN
3.25E+01,2.9669000E+02,3.9077830E+01,2.8235530E-01,1.6792700E-07,NaN,1.6792700E-06,NaN,NaN
4.14E+01,2.9701000E+02,3.9035720E+01,6.3593180E-01,1.7019000E-07,NaN,1.7019000E-06,NaN,NaN
4.45E+01,2.9716000E+02,3.9016020E+01,8.6629100E-01,1.7139800E-07,NaN,1.7139800E-06,NaN,NaN
5.07E+01,2.9752000E+02,3.8968810E+01,1.4472400E+00,1.7458900E-07,NaN,1.7458900E-06,NaN,NaN
5.36E+01,2.9773000E+02,3.8941320E+01,1.7939180E+00,1.7648400E-07,NaN,1.7648400E-06,NaN,NaN
5.67E+01,2.9796000E+02,3.8911260E+01,2.1652860E+00,1.7870800E-07,NaN,1.7870800E-06,NaN,NaN
5.97E+01,2.9821000E+02,3.8878640E+01,2.5504990E+00,1.8116900E-07,NaN,1.8116900E-06,NaN,NaN
6.26E+01,2.9848000E+02,3.8843470E+01,2.9476330E+00,1.8381200E-07,NaN,1.8381200E-06,NaN,NaN
6.57E+01,2.9877000E+02,3.8805770E+01,3.3538770E+00,1.8680200E-07,NaN,1.8680200E-06,NaN,NaN
6.87E+01,2.9905000E+02,3.8769440E+01,3.7675990E+00,1.8993800E-07,NaN,1.8993800E-06,NaN,NaN
7.17E+01,2.9934000E+02,3.8731880E+01,4.1526140E+00,1.9324600E-07,NaN,1.9324600E-06,NaN,NaN
7.47E+01,2.9964000E+02,3.8693100E+01,4.5047700E+00,1.9671200E-07,NaN,1.9671200E-06,NaN,NaN
7.79E+01,2.9992000E+02,3.8656980E+01,4.8171810E+00,2.0051100E-07,NaN,2.0051100E-06,NaN,NaN
8.08E+01,3.0022000E+02,3.8618350E+01,5.0816720E+00,2.0401900E-07,NaN,2.0401900E-06,NaN,NaN
8.37E+01,3.0050000E+02,3.8582360E+01,5.3111220E+00,2.0760600E-07,NaN,2.0760600E-06,NaN,NaN
8.68E+01,3.0078000E+02,3.8546450E+01,5.4842120E+00,2.1162000E-07,NaN,2.1162000E-06,NaN,NaN
9.06E+01,3.0117000E+02,3.8496530E+01,5.6006320E+00,2.1639000E-07,NaN,2.1639000E-06,NaN,NaN
9.36E+01,3.0144000E+02,3.8462050E+01,5.6978970E+00,2.2024000E-07,NaN,2.2024000E-06,4.22E-01,1.64E+01
9.66E+01,3.0170000E+02,3.8428900E+01,5.7384160E+00,2.2403000E-07,NaN,2.2403000E-06,4.26E-01,1.66E+01
9.95E+01,3.0196000E+02,3.8395810E+01,5.7313510E+00,2.2767000E-07,NaN,2.2767000E-06,4.30E-01,1.67E+01
1.03E+02,3.0221000E+02,3.8364050E+01,5.7094820E+00,2.3162000E-07,NaN,2.3162000E-06,4.34E-01,1.68E+01
