Time (s),Temperature (K),1/kT (1/eV),Rate (K/min),Current (A),Current Std Dev/Mean,Conductivity (Ohm-cm)^-1,Ea (eV),Reduced Ea
4.23E+01,2.9620000E+02,3.9142470E+01,4.5776980E-01,2.2772000E-07,NaN,2.2772000E-06,NaN,NaN
4.52E+01,2.9635000E+02,3.9122660E+01,6.9134950E-01,2.2930000E-07,NaN,2.2930000E-06,NaN,NaN
5.15E+01,2.9672000E+02,3.9073870E+01,1.2847170E+00,2.3387000E-07,NaN,2.3387000E-06,NaN,NaN
5.46E+01,2.9702000E+02,3.9034410E+01,1.6434310E+00,2.3678000E-07,NaN,2.3678000E-06,NaN,NaN
5.78E+01,2.9727000E+02,3.9001580E+01,2.0945200E+00,2.4023000E-07,NaN,2.4023000E-06,NaN,NaN
6.08E+01,2.9755000E+02,3.8964880E+01,2.5667760E+00,2.4396000E-07,NaN,2.4396000E-06,NaN,NaN
6.39E+01,2.9784000E+02,3.8926940E+01,3.0553170E+00,2.4806000E-07,NaN,2.4806000E-06,NaN,NaN
6.69E+01,2.9814000E+02,3.8887770E+01,3.5513480E+00,2.5254000E-07,NaN,2.5254000E-06,NaN,NaN
7.00E+01,2.9843000E+02,3.8849980E+01,4.0286280E+00,2.5743000E-07,NaN,2.5743000E-06,NaN,NaN
7.30E+01,2.9874000E+02,3.8809670E+01,4.4695770E+00,2.6244000E-07,NaN,2.6244000E-06,NaN,NaN
7.61E+01,2.9904000E+02,3.8770730E+01,4.8476440E+00,2.6794000E-07,NaN,2.6794000E-06,NaN,NaN
7.91E+01,2.9934000E+02,3.8731880E+01,5.1635420E+00,2.7339000E-07,NaN,2.7339000E-06,NaN,NaN
8.24E+01,2.9964000E+02,3.8693100E+01,5.4212200E+00,2.7959000E-07,NaN,2.7959000E-06,NaN,NaN
8.55E+01,2.9996000E+02,3.8651820E+01,5.6047180E+00,2.8528000E-07,NaN,2.8528000E-06,NaN,NaN
8.84E+01,3.0025000E+02,3.8614490E+01,5.7314720E+00,2.9087000E-07,NaN,2.9087000E-06,NaN,NaN
9.14E+01,3.0053000E+02,3.8578510E+01,5.7893880E+00,2.9675000E-07,NaN,2.9675000E-06,NaN,NaN
9.44E+01,3.0081000E+02,3.8542600E+01,5.8440560E+00,3.0232000E-07,NaN,3.0232000E-06,4.40E-01,1.72E+01
9.75E+01,3.0107000E+02,3.8509320E+01,5.8494340E+00,3.0834000E-07,NaN,3.0834000E-06,4.46E-01,1.73E+01
1.00E+02,3.0134000E+02,3.8474810E+01,5.8099620E+00,3.1383000E-07,NaN,3.1383000E-06,4.51E-01,1.75E+01
1.03E+02,3.0160000E+02,3.8441640E+01,5.7650930E+00,3.1964000E-07,NaN,3.1964000E-06,4.56E-01,1.77E+01
