Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Unnamed: 5,Unnamed: 6
30080.44,0.0001266866,6.239658e-09,430.0,430.0,,
30099.61,0.0001266751,2.685351e-09,430.0,430.0,,
30118.53,0.0001266962,1.348909e-08,429.99,429.99,,
30137.32,0.0001267049,1.131813e-08,430.01,430.01,,
30156.22,0.0001266887,5.982382e-09,430.0,430.0,,
30175.05,0.0001266993,6.6675e-09,430.01,430.01,,
30194.27,0.0001266702,6.373556e-09,430.0,430.0,,
30213.12,0.000126664,6.182412e-09,430.0,430.0,,
30232.16,0.0001266663,4.715224e-09,430.0,430.0,,
30251.09,0.000126661,2.981424e-09,430.0,430.0,,
30270.39,0.0001266385,2.00125e-08,430.0,430.0,,
30289.58,0.0001266232,1.154508e-08,430.0,430.0,,
30308.8,0.0001266377,1.092449e-08,430.01,430.01,,
30327.62,0.0001266198,4.391912e-09,430.0,430.0,,
30347.0,0.000126636,8.75595e-09,430.0,430.0,,
30366.5,0.000126671,5.849976e-09,430.01,430.01,,
30385.43,0.0001266483,8.692909e-09,430.0,430.0,,
30404.5,0.0001266184,6.785606e-09,430.0,430.0,,
30423.85,0.0001266206,5.966574e-09,430.0,430.0,,
30442.89,0.0001266234,4.880801e-09,430.01,430.01,,
30461.59,0.0001266169,4.748099e-09,430.0,430.0,,
30480.43,0.0001266299,4.954235e-09,430.01,430.01,,
30498.82,0.0001266253,7.04036e-09,430.0,430.0,,
30517.3,0.0001266328,4.54117e-09,430.0,430.0,,
30535.94,0.0001266482,6.596295e-09,430.0,430.0,,
30554.74,0.0001266465,5.681354e-09,430.01,430.01,,
30573.24,0.0001266241,2.558211e-09,430.0,430.0,,
30591.91,0.0001266321,6.488451e-09,430.0,430.0,,
30610.53,0.0001266268,6.124632e-09,430.0,430.0,,
30629.41,0.0001266371,1.139639e-08,429.99,429.99,,
30648.27,0.0001266608,3.852849e-09,430.01,430.01,,
30667.75,0.0001266434,7.336363e-09,430.0,430.0,,
30686.67,0.0001266388,6.033241e-09,430.0,430.0,,
30705.44,0.0001266491,3.871549e-09,430.0,430.0,,
30724.58,0.0001266416,7.026932e-09,430.0,430.0,,
30743.38,0.0001266335,4.57651e-09,430.0,430.0,,
30761.94,0.0001266483,1.636392e-09,430.0,430.0,,
30780.98,0.0001266472,8.430105e-09,430.0,430.0,,
30800.09,0.0001266136,5.601587e-09,430.0,430.0,,
30819.1,0.0001266221,9.480389e-09,429.99,429.99,,
30838.45,0.0001266511,4.254409e-09,430.0,430.0,,
30857.31,0.0001266638,5.006662e-09,430.0,430.0,,
30876.37,0.0001266532,9.953224e-09,430.0,430.0,,
30895.24,0.0001266433,3.560587e-09,430.0,430.0,,
30914.27,0.0001266324,4.526465e-09,430.0,430.0,,
30933.22,0.0001266546,9.605554e-09,430.0,430.0,,
30952.62,0.0001266642,6.663332e-09,430.0,430.0,,
30971.5,0.0001266516,7.61869e-09,430.01,430.01,,
30990.91,0.0001266409,4.45845e-09,430.0,430.0,,
31010.15,0.0001266358,4.613988e-09,430.01,430.01,,
31029.3,0.0001266405,9.582971e-09,429.99,429.99,,
31047.96,0.0001266437,3.560587e-09,430.01,430.01,,
31066.52,0.0001266288,4.962078e-09,430.0,430.0,,
31085.24,0.0001266382,6.941021e-09,430.0,430.0,,
31103.96,0.0001266325,1.045891e-08,430.01,430.01,,
31122.73,0.0001266183,6.566751e-09,429.99,429.99,,
31141.53,0.0001266558,1.662528e-08,430.0,430.0,,
31160.66,0.0001266384,2.153137e-08,430.01,430.01,,
31179.4,0.0001265578,4.093572e-08,429.99,429.99,,
31198.25,0.000126616,4.15505e-08,430.0,430.0,,
31217.32,0.0001266228,1.092195e-08,430.01,430.01,,
31235.95,0.0001266315,8.263037e-09,429.99,429.99,,
31254.84,0.0001266627,5.618422e-09,430.01,430.01,,
31273.67,0.000126643,7.557189e-09,429.99,429.99,,
31292.15,0.0001266426,9.59398e-09,429.99,429.99,,
31310.9,0.0001266562,2.22051e-08,430.01,430.01,,
31329.85,0.0001265999,1.580752e-08,430.0,430.0,,
31348.89,0.0001266175,3.836955e-09,430.0,430.0,,
31367.84,0.0001266309,5.42525e-09,430.0,430.0,,
31386.98,0.0001266342,8.727988e-09,430.0,430.0,,
31405.77,0.0001266361,1.086738e-08,430.0,430.0,,
31424.34,0.000126644,4.807402e-09,430.0,430.0,,
31443.31,0.0001266615,5.317685e-09,430.0,430.0,,
31462.07,0.0001266557,5.437524e-09,430.0,430.0,,
31480.6,0.0001266351,1.318627e-08,430.0,430.0,,
31499.59,0.0001266212,9.600926e-09,430.0,430.0,,
31518.65,0.0001266386,6.203941e-09,430.0,430.0,,
31537.51,0.000126638,1.161417e-08,430.0,430.0,,
31556.71,0.0001266485,4.672615e-09,430.0,430.0,,
31575.6,0.0001266233,1.438402e-08,430.0,430.0,,
31594.7,0.000126614,5.270463e-09,430.0,430.0,,
31613.7,0.000126624,5.142416e-09,430.0,430.0,,
31632.9,0.0001266239,5.762908e-09,430.0,430.0,,
31651.77,0.0001266082,1.970787e-08,430.0,430.0,,
31670.63,0.000126639,1.845114e-08,430.0,430.0,,
31689.73,0.000126657,7.318166e-09,430.01,430.01,,
31708.96,0.0001266274,2.322929e-08,430.01,430.01,,
31727.69,0.0001265962,8.416914e-09,429.99,429.99,,
31746.64,0.0001266593,1.340025e-08,430.0,430.0,,
31765.48,0.0001266366,1.412799e-08,430.01,430.01,,
31784.78,0.0001266272,1.189584e-08,430.0,430.0,,
31803.83,0.0001266471,5.065131e-09,430.0,430.0,,
31822.97,0.0001266475,7.245688e-09,430.0,430.0,,
31842.49,0.0001266594,4.903513e-09,430.0,430.0,,
31861.83,0.0001266293,1.745502e-08,430.01,430.01,,
31881.09,0.0001266254,1.255388e-08,430.0,430.0,,
31899.87,0.0001266152,1.481591e-08,430.0,430.0,,
31919.4,0.0001266102,8.363944e-09,430.0,430.0,,
31939.46,0.0001266095,5.254628e-09,430.0,430.0,,
31958.61,0.0001266332,3.111556e-08,430.0,430.0,,
31977.77,0.0001266879,1.025725e-08,430.0,430.0,,
31997.34,0.0001266704,1.14329e-08,430.01,430.01,,
32016.66,0.000126634,1.367073e-08,430.0,430.0,,
32036.19,0.0001266339,8.319322e-09,430.0,430.0,,
32056.1,0.0001266337,2.320465e-08,430.01,430.01,,
32076.0,0.0001266124,9.935347e-09,430.0,430.0,,
32096.04,0.0001266356,1.433876e-08,430.0,430.0,,
32115.86,0.0001266367,2.041813e-08,430.01,430.01,,
32134.99,0.0001266148,4.289522e-09,430.0,430.0,,
32154.44,0.0001266131,3.381321e-09,430.0,430.0,,
32173.93,0.0001266175,5.542763e-09,430.0,430.0,,
32193.19,0.00012662,3.126944e-09,430.0,430.0,,
32212.85,0.0001266113,3.591657e-09,430.0,430.0,,
32232.23,0.0001266305,8.657046e-09,430.0,430.0,,
32251.39,0.000126632,5.416026e-09,430.0,430.0,,
32270.37,0.0001266226,4.477102e-09,430.0,430.0,,
32289.54,0.0001266127,5.186521e-09,430.0,430.0,,
32308.58,0.0001266042,6.196773e-09,430.0,430.0,,
32327.3,0.0001266318,9.964381e-09,430.0,430.0,,
32345.98,0.0001266321,1.436392e-08,430.01,430.01,,
32365.01,0.0001266043,7.071853e-09,430.0,430.0,,
32383.73,0.0001266266,4.812022e-09,430.0,430.0,,
32402.61,0.0001266187,6.79951e-09,430.0,430.0,,
32421.44,0.0001266185,7.321961e-09,429.99,429.99,,
32440.68,0.0001266281,3.446415e-09,430.01,430.01,,
32459.91,0.0001266237,4.001389e-09,430.0,430.0,,
32479.05,0.0001266198,5.846176e-09,430.01,430.01,,
32497.99,0.0001265917,1.462912e-08,430.01,430.01,,
32516.95,0.0001265713,6.464433e-09,430.0,430.0,,
32536.03,0.000126595,9.404491e-09,430.0,430.0,,
32555.08,0.0001266103,4.967673e-09,430.0,430.0,,
32574.12,0.0001266172,4.366539e-09,430.0,430.0,,
32593.31,0.0001266143,3.917199e-09,430.0,430.0,,
32612.1,0.0001266116,6.328068e-09,430.0,430.0,,
32631.1,0.0001266212,1.136075e-08,429.99,429.99,,
32649.83,0.0001266387,8.982081e-09,430.01,430.01,,
32668.64,0.0001266032,7.714345e-09,430.0,430.0,,
32687.54,0.0001266059,1.117984e-08,429.99,429.99,,
32706.23,0.0001266436,8.617811e-09,430.0,430.0,,
32725.08,0.0001266437,9.62693e-09,430.01,430.01,,
32744.18,0.0001266133,7.660142e-09,430.0,430.0,,
32763.35,0.0001266203,3.497618e-09,430.0,430.0,,
32782.36,0.0001266219,5.237684e-09,430.0,430.0,,
32801.62,0.0001266227,7.631077e-09,429.99,429.99,,
32820.7,0.0001266462,5.452828e-09,430.01,430.01,,
32840.04,0.0001266355,7.706419e-09,430.0,430.0,,
32862.33,0.0001266235,7.382412e-09,430.0,430.0,,
32881.18,0.000126661,8.563488e-09,430.0,430.0,,
32900.1,0.0001266383,1.969236e-08,430.01,430.01,,
32919.29,0.0001266069,1.134754e-08,429.99,429.99,,
32938.11,0.0001266438,9.138441e-09,430.0,430.0,,
32957.26,0.000126646,1.41028e-08,430.01,430.01,,
32976.38,0.0001266197,3.591657e-09,430.0,430.0,,
32995.29,0.0001266236,7.748835e-09,430.0,430.0,,
33014.67,0.0001266314,2.54733e-09,430.0,430.0,,
33033.8,0.0001266213,2.668749e-09,430.0,430.0,,
33052.95,0.0001266105,6.948221e-09,430.0,430.0,,
33071.96,0.000126593,5.09902e-09,430.0,430.0,,
33091.44,0.0001266,1.140175e-08,429.99,429.99,,
33110.92,0.0001266242,4.391912e-09,430.0,430.0,,
33130.14,0.0001265995,1.375379e-08,430.0,430.0,,
33149.23,0.0001265901,8.569325e-09,429.99,429.99,,
33168.2,0.0001266209,5.195083e-09,430.01,430.01,,
33187.58,0.0001266002,8.954204e-09,430.01,430.01,,
33206.78,0.0001266,1.073934e-08,430.0,430.0,,
33225.71,0.0001266292,8.134973e-09,430.01,430.01,,
33244.84,0.0001266099,1.326189e-08,430.0,430.0,,
33264.08,0.0001266071,1.129848e-08,429.99,429.99,,
33283.56,0.0001266225,5.502525e-09,430.0,430.0,,
33302.68,0.0001266155,3.472111e-09,430.0,430.0,,
33322.69,0.0001266176,5.015531e-09,430.0,430.0,,
33342.97,0.0001266231,6.773314e-09,430.0,430.0,,
33362.66,0.0001265919,1.106998e-08,430.0,430.0,,
33382.61,0.0001266029,1.034354e-08,429.99,429.99,,
33402.25,0.0001266373,5.774465e-09,430.01,430.01,,
33421.99,0.0001265996,2.10037e-08,430.01,430.01,,
33441.24,0.000126597,1.523884e-08,429.99,429.99,,
33460.39,0.0001266127,1.058353e-08,430.01,430.01,,
33479.41,0.0001265731,1.103983e-08,430.0,430.0,,
33498.47,0.0001266019,1.621008e-08,430.0,430.0,,
33518.05,0.0001266351,8.047774e-09,430.0,430.0,,
33536.91,0.0001266142,1.821355e-08,430.0,430.0,,
33555.93,0.000126596,1.006645e-08,430.0,430.0,,
33574.76,0.0001265922,8.093893e-09,430.0,430.0,,
33594.11,0.000126563,1.660656e-08,430.01,430.01,,
33612.94,0.0001265612,1.111356e-08,430.0,430.0,,
33632.17,0.0001265729,5.321863e-09,430.0,430.0,,
33651.06,0.0001265476,2.216704e-08,430.0,430.0,,
33670.04,0.0001265394,3.458388e-08,429.99,429.99,,
33689.11,0.0001266075,9.478045e-09,430.01,430.01,,
33708.11,0.0001265393,2.84724e-08,430.0,430.0,,
33727.33,0.0001265154,1.171134e-08,429.99,429.99,,
33746.45,0.0001265699,1.573708e-08,430.0,430.0,,
33765.39,0.0001265729,1.361739e-08,430.01,430.01,,
33784.13,0.000126536,5.981453e-09,430.0,430.0,,
33803.14,0.0001265746,1.529851e-08,430.0,430.0,,
33822.16,0.0001266002,1.695615e-08,430.01,430.01,,
33841.24,0.0001265688,1.955505e-08,430.0,430.0,,
33860.07,0.0001265676,9.094565e-09,430.0,430.0,,
33879.27,0.0001265489,7.06242e-09,430.01,430.01,,
33898.21,0.0001265414,9.547542e-09,430.0,430.0,,
33916.97,0.0001265475,6.964194e-09,430.01,430.01,,
33936.39,0.0001265341,9.666092e-09,430.01,430.01,,
33955.79,0.0001265317,4.620005e-09,430.0,430.0,,
33975.09,0.0001265396,8.262364e-09,430.0,430.0,,
33994.45,0.0001265294,1.25273e-08,430.01,430.01,,
34013.84,0.0001265451,1.79966e-08,430.0,430.0,,
34032.87,0.000126567,1.076001e-08,430.01,430.01,,
34051.96,0.0001265459,9.060905e-09,430.0,430.0,,
34071.19,0.000126554,7.18022e-09,430.01,430.01,,
34090.07,0.0001265269,1.132794e-08,430.0,430.0,,
34109.37,0.0001265342,8.560893e-09,430.0,430.0,,
34128.2,0.0001265445,5.29675e-09,430.0,430.0,,
34147.14,0.0001265249,8.089087e-09,430.01,430.01,,
34166.32,0.0001265109,5.445691e-09,430.0,430.0,,
34185.32,0.0001265193,1.077085e-08,430.01,430.01,,
34204.57,0.0001265337,9.06826e-09,429.99,429.99,,
34223.36,0.0001265783,1.512944e-08,430.0,430.0,,
34242.79,0.0001265755,6.786424e-09,430.0,430.0,,
34262.06,0.0001265568,7.161626e-09,430.0,430.0,,
34281.19,0.0001265587,3.591657e-09,430.0,430.0,,
34300.65,0.0001265258,1.269996e-08,430.0,430.0,,
34319.79,0.0001265398,1.911834e-08,429.99,429.99,,
34339.01,0.0001265745,7.106335e-09,430.01,430.01,,
34357.96,0.0001265505,6.311365e-09,430.0,430.0,,
34377.41,0.0001265636,1.816101e-08,429.99,429.99,,
34396.65,0.0001265856,1.770875e-08,430.01,430.01,,
34415.92,0.0001265383,8.083591e-09,430.0,430.0,,
34435.32,0.0001265452,7.899367e-09,430.0,430.0,,
34454.28,0.0001265669,1.22061e-08,430.0,430.0,,
34473.22,0.0001265953,9.569047e-09,430.0,430.0,,
34492.42,0.0001265918,3.852849e-09,430.0,430.0,,
34511.37,0.0001266074,7.574812e-09,430.0,430.0,,
34530.2,0.0001265519,5.846262e-08,430.0,430.0,,
34549.06,0.0001264661,1.624432e-08,430.0,430.0,,
34568.15,0.0001264302,3.518775e-08,430.0,430.0,,
34587.47,0.0001265618,1.834121e-08,430.0,430.0,,
34606.66,0.0001265568,1.208121e-08,430.01,430.01,,
34625.71,0.0001265437,7.242621e-09,430.0,430.0,,
34645.1,0.0001265396,1.429219e-08,430.0,430.0,,
34664.09,0.0001265058,1.714513e-08,430.0,430.0,,
34683.11,0.0001265085,8.449195e-09,430.0,430.0,,
34701.98,0.0001265796,5.917244e-08,429.99,429.99,,
34721.02,0.0001266247,1.100555e-08,430.01,430.01,,
34740.03,0.0001265841,1.019204e-08,430.0,430.0,,
34758.9,0.0001265865,1.949501e-08,429.99,429.99,,
34778.26,0.0001265956,1.52403e-08,430.0,430.0,,
34797.43,0.000126589,3.771236e-09,430.0,430.0,,
34816.89,0.0001265817,6.395311e-09,430.0,430.0,,
34836.17,0.0001265837,8.969702e-09,430.0,430.0,,
34856.24,0.00012661,3.158058e-08,430.01,430.01,,
34875.7,0.000126642,8.856887e-09,430.0,430.0,,
34894.9,0.0001266287,1.95962e-08,430.0,430.0,,
34914.22,0.0001266612,7.00476e-09,430.01,430.01,,
34933.43,0.0001266486,1.190891e-08,430.0,430.0,,
34952.79,0.0001266473,6.464433e-09,430.0,430.0,,
34972.02,0.0001266346,7.919035e-09,430.0,430.0,,
34991.35,0.0001266533,1.178558e-08,430.0,430.0,,
35010.47,0.0001266319,6.349978e-09,430.0,430.0,,
35029.57,0.0001266385,7.457286e-09,430.0,430.0,,
35048.51,0.000126651,6.716481e-09,430.0,430.0,,
35067.54,0.0001266672,7.983316e-09,430.0,430.0,,
35086.75,0.0001266422,1.109354e-08,430.01,430.01,,
35105.76,0.0001266004,2.561336e-08,430.0,430.0,,
35125.39,0.000126571,9.333333e-09,430.0,430.0,,
35145.23,0.0001265482,7.583608e-09,430.0,430.0,,
35164.76,0.0001265439,7.125073e-09,430.0,430.0,,
35183.95,0.0001265055,1.952918e-08,430.0,430.0,,
35203.21,0.0001265118,2.865038e-08,429.99,429.99,,
35222.32,0.0001265848,3.142823e-08,430.0,430.0,,
35241.64,0.0001265178,1.810954e-08,430.0,430.0,,
35261.11,0.0001264956,9.605554e-09,429.99,429.99,,
35280.0,0.0001265048,7.177124e-09,430.01,430.01,,
35299.46,0.0001265055,5.930149e-09,429.99,429.99,,
35318.6,0.0001265245,9.395625e-09,430.0,430.0,,
35337.9,0.0001265299,3.695342e-09,430.0,430.0,,
35357.15,0.000126511,5.557777e-09,430.0,430.0,,
35376.05,0.0001265171,1.133774e-08,430.0,430.0,,
35395.2,0.0001265173,6.019413e-09,430.0,430.0,,
35414.15,0.0001265675,2.081799e-08,430.0,430.0,,
35433.63,0.0001265302,2.545934e-08,430.01,430.01,,
35453.39,0.0001265044,1.776513e-08,429.99,429.99,,
35472.31,0.0001265733,1.698398e-08,430.01,430.01,,
35491.64,0.000126533,1.984383e-08,430.0,430.0,,
35510.48,0.0001265426,1.968756e-08,429.99,429.99,,
35529.91,0.0001265365,2.975175e-08,430.01,430.01,,
35548.95,0.0001264934,1.216735e-08,430.0,430.0,,
35567.81,0.0001265269,2.742849e-08,430.0,430.0,,
35586.84,0.0001265451,1.513238e-08,430.01,430.01,,
35605.84,0.0001265248,8.547904e-09,429.99,429.99,,
35624.68,0.0001265567,1.484775e-08,430.0,430.0,,
35643.52,0.0001265582,5.6921e-09,430.01,430.01,,
35662.11,0.0001265565,6.222718e-09,430.0,430.0,,
35680.84,0.0001265386,6.345602e-09,430.0,430.0,,
35700.05,0.0001265445,9.698224e-09,430.0,430.0,,
35718.82,0.0001265659,5.877452e-09,430.0,430.0,,
35737.82,0.0001265766,9.323805e-09,430.01,430.01,,
35757.21,0.00012656,5.395471e-09,430.0,430.0,,
35776.64,0.0001265732,6.646637e-09,430.0,430.0,,
35795.48,0.0001265816,4.599517e-09,430.0,430.0,,
35814.49,0.0001265665,6.932211e-09,430.0,430.0,,
35833.5,0.0001265566,4.926121e-09,430.0,430.0,,
35852.48,0.0001265727,1.257908e-08,430.0,430.0,,
35871.39,0.0001266023,1.034999e-08,430.01,430.01,,
35890.45,0.0001265617,1.786399e-08,430.0,430.0,,
35909.23,0.0001265625,1.281709e-08,430.0,430.0,,
35928.1,0.0001265897,5.45792e-09,430.01,430.01,,
35946.95,0.0001265534,1.170185e-08,430.0,430.0,,
35966.02,0.0001265534,6.484169e-09,430.0,430.0,,
35985.19,0.0001265782,5.223877e-09,430.0,430.0,,
36004.21,0.0001265722,8.866917e-09,430.0,430.0,,
36023.28,0.0001265438,4.417138e-09,430.0,430.0,,
36042.77,0.0001265663,5.143496e-09,430.0,430.0,,
36062.2,0.0001265493,7.394442e-09,430.01,430.01,,
36081.12,0.000126536,9.921917e-09,430.0,430.0,,
36100.22,0.0001265513,3.591657e-09,430.01,430.01,,
36119.76,0.0001265258,1.01083e-08,429.99,429.99,,
36138.95,0.0001265355,8.475455e-09,430.0,430.0,,
36157.92,0.0001265296,1.050079e-08,430.01,430.01,,
36177.08,0.0001264794,1.674117e-08,429.99,429.99,,
36196.41,0.0001264287,1.946535e-08,430.01,430.01,,
36215.28,0.0001263702,2.528856e-08,430.01,430.01,,
36234.72,0.0001264029,1.8788e-08,430.0,430.0,,
36253.53,0.000126517,8.640988e-09,430.01,430.01,,
36272.65,0.0001265009,8.974656e-09,430.0,430.0,,
36291.76,0.0001265206,7.501111e-09,430.0,430.0,,
36310.97,0.000126499,1.00222e-08,430.01,430.01,,
36330.34,0.000126502,7.086764e-09,429.99,429.99,,
36349.73,0.0001265192,9.566144e-09,430.0,430.0,,
36368.84,0.0001265063,1.344164e-08,430.01,430.01,,
36388.16,0.0001264711,7.534366e-09,430.0,430.0,,
36407.08,0.0001264677,4.620005e-09,430.01,430.01,,
36426.29,0.0001264479,1.572295e-08,430.0,430.0,,
36445.35,0.0001264606,8.071899e-09,430.0,430.0,,
36469.54,0.0001264355,1.767138e-08,430.0,430.0,,
36489.47,0.0001264791,1.786648e-08,430.0,430.0,,
36509.49,0.0001264871,4.998889e-09,430.01,430.01,,
36528.64,0.0001264685,8.972179e-09,430.0,430.0,,
36548.01,0.0001264621,7.680422e-09,430.0,430.0,,
36567.23,0.0001264573,7.986795e-09,430.0,430.0,,
36586.21,0.0001264271,8.530338e-09,429.99,429.99,,
36605.75,0.0001264797,1.843939e-08,430.0,430.0,,
36625.33,0.0001265072,3.560524e-08,430.0,430.0,,
36645.31,0.000126534,9.201449e-09,430.0,430.0,,
36664.6,0.0001265562,1.554063e-08,430.0,430.0,,
36684.51,0.0001265999,1.676935e-08,430.01,430.01,,
36704.08,0.0001264975,1.484176e-08,430.0,430.0,,
36723.73,0.0001265029,6.52261e-09,430.0,430.0,,
36743.0,0.0001264738,1.623987e-08,430.01,430.01,,
36762.45,0.0001264484,6.275172e-09,430.0,430.0,,
36781.95,0.0001264542,4.779586e-09,430.0,430.0,,
36801.5,0.0001264718,9.342852e-09,430.0,430.0,,
36820.59,0.0001264822,9.150592e-09,430.01,430.01,,
36839.56,0.0001263723,6.253719e-08,430.0,430.0,,
36858.55,0.000126306,2.415689e-08,429.99,429.99,,
36877.9,0.0001263663,9.522488e-09,430.01,430.01,,
36896.93,0.0001263341,2.45332e-08,430.01,430.01,,
36915.81,0.0001263013,7.660142e-09,429.99,429.99,,
36934.74,0.0001263998,3.257061e-08,430.0,430.0,,
36953.95,0.0001264425,9.478045e-09,430.0,430.0,,
36973.14,0.0001264261,1.736823e-08,430.01,430.01,,
36992.17,0.0001263982,8.390471e-09,429.99,429.99,,
37011.36,0.0001263911,1.608623e-08,430.0,430.0,,
37030.45,0.0001264228,1.356302e-08,430.0,430.0,,
37049.46,0.000126441,8.02773e-09,430.0,430.0,,
37068.41,0.0001264939,1.22152e-08,430.0,430.0,,
37087.01,0.0001265251,1.036501e-08,430.0,430.0,,
37105.84,0.0001265317,6.074537e-09,430.0,430.0,,
37124.91,0.0001265209,8.332667e-09,430.0,430.0,,
37143.92,0.0001265023,1.490749e-08,430.0,430.0,,
37162.69,0.0001264837,1.650623e-08,430.0,430.0,,
37181.45,0.0001264692,1.27349e-08,430.0,430.0,,
37200.58,0.0001264529,9.433392e-09,430.0,430.0,,
37219.37,0.0001264682,1.500222e-08,430.0,430.0,,
37238.28,0.0001264674,1.826472e-08,430.0,430.0,,
37257.36,0.0001264882,3.583915e-09,430.0,430.0,,
37276.18,0.0001264834,5.274677e-09,430.0,430.0,,
37295.54,0.0001264783,9.510813e-09,430.0,430.0,,
37314.55,0.0001264981,7.549099e-09,430.01,430.01,,
37333.8,0.0001264816,9.570789e-09,430.0,430.0,,
37353.34,0.000126473,2.538591e-09,430.0,430.0,,
37372.31,0.0001264414,1.572118e-08,430.0,430.0,,
37391.48,0.0001264347,1.301324e-08,430.0,430.0,,
37410.46,0.000126456,9.333333e-09,430.0,430.0,,
37429.88,0.0001264726,7.904991e-09,430.0,430.0,,
37448.73,0.0001264674,4.64758e-09,430.0,430.0,,
37467.73,0.0001264651,5.087021e-09,430.0,430.0,,
37486.51,0.0001264736,9.287985e-09,430.0,430.0,,
37505.61,0.0001264787,1.284999e-08,430.01,430.01,,
37524.47,0.000126427,1.278888e-08,430.0,430.0,,
37543.85,0.0001264153,8.327331e-09,430.0,430.0,,
37563.06,0.0001264268,8.456424e-09,430.01,430.01,,
37582.3,0.0001264357,5.850926e-09,430.0,430.0,,
37601.45,0.0001264102,1.166e-08,430.0,430.0,,
37620.92,0.0001264141,1.665633e-08,429.99,429.99,,
37640.28,0.0001264526,7.515909e-09,430.0,430.0,,
37659.19,0.0001264288,1.685757e-08,430.0,430.0,,
37678.57,0.0001264071,4.175324e-09,430.0,430.0,,
37697.51,0.0001263985,1.600174e-08,430.0,430.0,,
37716.56,0.0001264212,9.052931e-09,430.0,430.0,,
37735.49,0.0001264334,1.161608e-08,430.01,430.01,,
37754.77,0.0001264002,5.006662e-09,430.0,430.0,,
37773.99,0.0001264144,1.411225e-08,430.0,430.0,,
37792.97,0.0001264305,1.504992e-08,430.0,430.0,,
37811.71,0.0001263762,1.719044e-08,430.0,430.0,,
37830.99,0.0001263731,2.140846e-08,430.0,430.0,,
37850.23,0.0001264104,3.238655e-09,430.0,430.0,,
37869.3,0.0001263873,1.0688e-08,430.0,430.0,,
37888.5,0.0001263945,5.986095e-09,430.0,430.0,,
37907.53,0.000126396,9.189366e-09,430.0,430.0,,
37927.1,0.0001264011,1.235988e-08,430.0,430.0,,
37946.45,0.0001264069,3.573047e-09,430.0,430.0,,
37965.76,0.0001264291,7.415449e-09,430.0,430.0,,
37985.54,0.0001264241,9.097619e-09,430.0,430.0,,
38004.59,0.0001264033,6.056218e-09,430.0,430.0,,
38023.77,0.0001264028,8.954204e-09,430.0,430.0,,
38043.03,0.0001263905,7.427427e-09,430.0,430.0,,
38062.25,0.0001263618,7.885289e-09,430.0,430.0,,
38081.15,0.0001263816,1.861421e-08,429.99,429.99,,
38100.3,0.0001264083,1.066719e-08,430.0,430.0,,
38119.38,0.0001264027,9.84378e-09,430.0,430.0,,
38138.51,0.0001264022,1.813407e-08,430.01,430.01,,
38157.75,0.0001263658,1.084025e-08,429.99,429.99,,
38176.93,0.0001263939,1.865744e-08,430.0,430.0,,
38195.95,0.0001263872,1.144844e-08,430.0,430.0,,
38214.77,0.0001263531,9.326783e-09,430.0,430.0,,
38233.73,0.0001263545,1.378606e-08,429.99,429.99,,
38252.59,0.0001263561,1.446413e-08,430.01,430.01,,
38271.5,0.000126318,8.419554e-09,430.0,430.0,,
38290.51,0.0001263333,1.019858e-08,429.99,429.99,,
38309.65,0.000126304,2.053723e-08,430.01,430.01,,
38328.64,0.0001262833,1.180442e-08,429.99,429.99,,
38347.68,0.0001262994,1.091584e-08,430.0,430.0,,
38366.52,0.0001263107,6.58365e-09,430.0,430.0,,
38385.6,0.0001263143,1.222975e-08,430.0,430.0,,
38404.55,0.0001262981,9.218942e-09,430.0,430.0,,
38423.9,0.0001263114,9.347608e-09,430.0,430.0,,
38443.03,0.0001263064,6.168018e-09,430.0,430.0,,
38462.51,0.0001262957,1.088373e-08,430.0,430.0,,
38481.59,0.0001262775,5.700877e-09,430.0,430.0,,
38501.19,0.000126309,1.132353e-08,430.0,430.0,,
38520.36,0.0001262907,1.931062e-08,430.01,430.01,,
38539.29,0.0001262294,1.786493e-08,430.0,430.0,,
38558.9,0.0001262407,2.249963e-08,429.99,429.99,,
38578.07,0.0001262627,1.187013e-08,430.0,430.0,,
38597.51,0.0001262137,2.10082e-08,430.01,430.01,,
38616.42,0.0001262182,1.334e-08,429.99,429.99,,
38635.76,0.0001261989,1.021383e-08,430.0,430.0,,
38654.77,0.0001261793,1.187013e-08,430.0,430.0,,
38673.57,0.0001261909,5.384133e-09,430.0,430.0,,
38692.67,0.0001261794,5.621388e-09,430.0,430.0,,
38711.55,0.0001261598,2.740965e-08,430.0,430.0,,
38730.88,0.0001261273,1.349115e-08,430.0,430.0,,
38750.33,0.0001261301,6.190495e-09,430.0,430.0,,
38769.8,0.0001261249,4.794673e-09,429.99,429.99,,
38788.87,0.0001261181,1.143533e-08,430.0,430.0,,
38808.27,0.0001260807,2.029806e-08,430.0,430.0,,
38827.57,0.0001260981,1.604473e-08,430.0,430.0,,
38846.77,0.0001261191,7.936554e-09,430.0,430.0,,
38866.11,0.0001260969,8.608136e-09,430.0,430.0,,
38885.15,0.0001260907,7.165504e-09,430.0,430.0,,
38904.23,0.0001261059,1.173267e-08,430.0,430.0,,
38923.5,0.0001261057,1.601423e-08,430.0,430.0,,
38942.92,0.0001260682,2.349373e-08,430.0,430.0,,
38962.22,0.0001260138,9.693067e-09,430.0,430.0,,
38981.99,0.0001260169,1.87347e-08,429.99,429.99,,
