Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Unnamed: 5,Unnamed: 6
17.921,0.0001198372,1.200741e-08,430.0,430.0,,
36.585,0.0001199074,2.088168e-08,430.01,430.01,,
55.218,0.0001199268,1.133137e-08,430.0,430.0,,
73.55,0.000120053,2.059126e-08,430.0,430.0,,
92.359,0.0001201107,1.267587e-08,430.01,430.01,,
110.656,0.0001201476,1.335165e-08,430.0,430.0,,
128.73,0.000120198,1.988858e-08,430.0,430.0,,
147.262,0.0001202489,1.219699e-08,430.0,430.0,,
165.464,0.0001202952,1.736408e-08,429.99,429.99,,
183.502,0.0001203608,1.985391e-08,430.0,430.0,,
201.859,0.0001203995,1.021165e-08,430.0,430.0,,
220.2,0.0001204372,1.334832e-08,429.99,429.99,,
238.171,0.0001204934,1.981133e-08,430.0,430.0,,
256.657,0.0001205386,1.201111e-08,430.0,430.0,,
275.119,0.0001205778,1.553348e-08,429.99,429.99,,
293.79,0.0001206445,1.785279e-08,429.99,429.99,,
312.15,0.0001207194,2.406565e-08,430.0,430.0,,
330.1,0.0001207736,1.274711e-08,430.0,430.0,,
348.164,0.0001208196,8.30261e-09,430.0,430.0,,
366.051,0.0001208565,9.594559e-09,429.99,429.99,,
384.17,0.0001209165,2.288255e-08,429.99,429.99,,
402.559,0.0001209525,7.199537e-09,430.0,430.0,,
421.071,0.0001209806,1.485635e-08,429.99,429.99,,
439.448,0.0001210592,3.262514e-08,430.0,430.0,,
461.571,0.000121123,1.171893e-08,430.0,430.0,,
479.877,0.000121139,6.200358e-09,430.0,430.0,,
497.969,0.0001211738,1.944108e-08,429.99,429.99,,
516.158,0.0001212558,2.79873e-08,430.0,430.0,,
534.893,0.0001212899,5.237684e-09,430.01,430.01,,
552.823,0.0001213031,9.048634e-09,429.99,429.99,,
571.265,0.0001213579,2.066371e-08,430.0,430.0,,
589.627,0.0001213996,1.182464e-08,430.0,430.0,,
607.667,0.0001214066,5.910443e-09,430.01,430.01,,
625.669,0.0001214419,2.86529e-08,429.99,429.99,,
644.002,0.000121504,1.429841e-08,430.0,430.0,,
662.082,0.0001215273,4.164666e-09,430.0,430.0,,
680.405,0.0001215455,2.124591e-08,430.0,430.0,,
698.953,0.0001216009,8.157478e-09,430.0,430.0,,
717.571,0.0001216298,1.41327e-08,430.0,430.0,,
735.969,0.0001216691,1.664298e-08,430.0,430.0,,
754.438,0.0001216962,6.876692e-09,430.0,430.0,,
772.823,0.0001216608,1.590108e-08,430.0,430.0,,
791.231,0.0001217083,2.219134e-08,430.0,430.0,,
809.197,0.0001217083,1.014396e-08,430.01,430.01,,
827.493,0.0001217486,2.234676e-08,430.01,430.01,,
845.806,0.0001217919,1.849595e-08,430.0,430.0,,
864.243,0.0001218764,6.319669e-08,430.01,430.01,,
882.129,0.0001219614,1.390603e-08,430.0,430.0,,
900.547,0.0001219934,2.761722e-08,430.01,430.01,,
919.294,0.0001220309,7.093816e-09,430.0,430.0,,
937.596,0.0001220593,9.21412e-09,430.01,430.01,,
955.98,0.0001221031,2.572267e-08,430.0,430.0,,
975.018,0.0001221454,1.291167e-08,430.0,430.0,,
993.256,0.0001221553,1.485523e-08,430.01,430.01,,
1011.903,0.0001221318,8.560893e-09,430.0,430.0,,
1030.447,0.0001221586,6.328068e-09,430.0,430.0,,
1048.781,0.0001222169,2.701625e-08,430.02,430.02,,
1067.775,0.0001222642,1.514962e-08,430.0,430.0,,
1086.615,0.0001223321,1.730414e-08,430.0,430.0,,
1104.751,0.0001223464,1.042646e-08,430.01,430.01,,
1122.777,0.0001223357,7.528465e-09,430.0,430.0,,
1140.906,0.0001223879,1.965508e-08,430.0,430.0,,
1159.16,0.0001224117,5.355164e-09,430.02,430.02,,
1177.435,0.0001224496,1.172083e-08,430.0,430.0,,
1195.419,0.0001225112,2.343217e-08,430.0,430.0,,
1214.174,0.0001225365,2.034836e-08,430.01,430.01,,
1232.396,0.0001225607,2.302197e-08,430.0,430.0,,
1250.683,0.0001226117,1.405584e-08,430.0,430.0,,
1269.112,0.0001226249,4.280446e-09,430.01,430.01,,
1287.599,0.0001226331,6.314885e-09,430.01,430.01,,
1306.789,0.0001226675,1.124722e-08,430.0,430.0,,
1325.145,0.0001226785,1.668166e-08,430.0,430.0,,
1343.126,0.0001226944,1.875692e-08,430.0,430.0,,
1361.317,0.000122729,6.463573e-09,430.01,430.01,,
1379.434,0.0001227136,7.396696e-09,430.01,430.01,,
1397.53,0.0001227778,3.217245e-08,430.0,430.0,,
1415.639,0.0001228071,1.377155e-08,430.01,430.01,,
1433.711,0.000122798,1.505545e-08,430.0,430.0,,
1451.778,0.0001228047,1.828205e-08,430.0,430.0,,
1469.743,0.0001228303,1.966977e-08,430.01,430.01,,
1488.056,0.0001228428,2.128536e-08,430.01,430.01,,
1506.068,0.0001228679,1.114002e-08,429.99,429.99,,
1524.145,0.000122923,2.059126e-08,430.01,430.01,,
1542.244,0.0001229383,7.273239e-09,430.01,430.01,,
1560.601,0.0001229743,2.033634e-08,430.0,430.0,,
1578.885,0.0001230303,1.45224e-08,430.0,430.0,,
1597.186,0.0001230346,1.099697e-08,430.01,430.01,,
1616.066,0.0001229936,1.198332e-08,430.01,430.01,,
1635.162,0.0001230165,9.834746e-09,430.0,430.0,,
1653.975,0.000123064,1.431394e-08,430.0,430.0,,
1671.995,0.0001230767,6.236986e-09,430.01,430.01,,
1689.833,0.0001230958,1.126252e-08,430.0,430.0,,
1707.917,0.0001231278,1.084025e-08,430.01,430.01,,
1726.222,0.0001231486,5.103376e-09,430.0,430.0,,
1744.063,0.0001231324,1.848843e-08,430.0,430.0,,
1762.276,0.0001231612,2.40961e-08,430.0,430.0,,
1780.508,0.0001231507,1.043552e-08,430.0,430.0,,
1799.189,0.0001231663,9.31009e-09,430.01,430.01,,
1817.576,0.0001231804,5.966574e-09,430.0,430.0,,
1836.233,0.0001232062,3.858843e-08,430.01,430.01,,
1854.614,0.0001232614,8.044322e-09,430.0,430.0,,
1872.611,0.0001232987,1.235628e-08,430.0,430.0,,
1890.742,0.0001233069,6.640783e-09,430.01,430.01,,
1909.072,0.000123306,1.132353e-08,430.0,430.0,,
1927.378,0.0001233498,1.182089e-08,430.0,430.0,,
1945.69,0.0001233741,5.820462e-09,430.01,430.01,,
1963.744,0.0001233687,5.735852e-09,430.0,430.0,,
1981.879,0.0001233787,9.956014e-09,430.0,430.0,,
2000.036,0.0001234113,1.512944e-08,430.0,430.0,,
2018.289,0.0001234312,1.045413e-08,430.0,430.0,,
2036.464,0.0001234593,1.091431e-08,430.0,430.0,,
2054.824,0.0001234786,9.924157e-09,430.01,430.01,,
2073.415,0.0001234776,1.183404e-08,430.0,430.0,,
2091.828,0.0001234937,4.967673e-09,430.01,430.01,,
2110.12,0.0001234817,5.313505e-09,430.01,430.01,,
2128.686,0.0001235046,1.203883e-08,430.0,430.0,,
2146.859,0.000123526,4.396969e-09,430.01,430.01,,
2165.187,0.0001235212,6.679987e-09,430.01,430.01,,
2183.612,0.0001235485,1.245659e-08,430.01,430.01,,
2201.897,0.0001235631,4.677369e-09,430.01,430.01,,
2220.286,0.0001235823,6.201254e-09,430.0,430.0,,
2238.483,0.0001235976,4.857983e-09,430.0,430.0,,
2256.91,0.0001235854,1.128618e-08,430.01,430.01,,
2275.303,0.0001235877,2.168999e-08,429.99,429.99,,
2293.461,0.0001236373,6.000926e-09,430.01,430.01,,
2311.606,0.0001236161,1.244945e-08,430.01,430.01,,
2329.963,0.0001236046,7.560129e-09,430.0,430.0,,
2348.017,0.0001236431,1.543049e-08,430.0,430.0,,
2366.488,0.0001236904,1.096662e-08,430.01,430.01,,
2384.722,0.0001236783,8.459708e-09,430.0,430.0,,
2403.008,0.0001236745,5.642104e-09,430.0,430.0,,
2421.375,0.0001237023,1.083256e-08,430.0,430.0,,
2439.886,0.0001236915,1.503514e-08,430.01,430.01,,
2458.579,0.0001236799,1.372305e-08,429.99,429.99,,
2476.993,0.0001237347,1.473507e-08,430.0,430.0,,
2495.55,0.0001237411,8.646772e-09,430.01,430.01,,
2514.078,0.0001237294,1.242041e-08,430.0,430.0,,
2532.679,0.0001237446,1.526943e-08,430.0,430.0,,
2552.078,0.0001237553,4.945256e-09,430.0,430.0,,
2570.246,0.0001237583,6.412661e-09,430.0,430.0,,
2588.292,0.0001237767,1.135341e-08,430.0,430.0,,
2606.196,0.0001237863,7.180993e-09,430.0,430.0,,
2624.12,0.0001237799,8.34599e-09,430.0,430.0,,
2641.964,0.0001237997,8.920015e-09,430.0,430.0,,
2659.993,0.0001238284,5.059644e-09,430.01,430.01,,
2677.923,0.0001238033,2.109792e-08,430.01,430.01,,
2696.074,0.000123798,1.163329e-08,430.0,430.0,,
2714.01,0.000123817,5.637178e-09,430.01,430.01,,
2731.944,0.0001238032,1.261216e-08,430.0,430.0,,
2750.421,0.0001238432,2.294825e-08,430.0,430.0,,
2768.302,0.0001238941,9.097619e-09,430.0,430.0,,
2786.657,0.0001238894,7.30601e-09,430.0,430.0,,
2805.276,0.0001238965,1.033064e-08,430.0,430.0,,
2823.73,0.000123918,8.793937e-09,430.0,430.0,,
2842.573,0.0001240407,4.01134e-07,430.0,430.0,,
2860.829,0.0001241719,2.557327e-07,430.0,430.0,,
2879.185,0.000123958,7.468452e-09,430.0,430.0,,
2897.283,0.0001239407,3.743142e-09,430.0,430.0,,
2915.327,0.0001239429,7.430418e-09,430.0,430.0,,
2933.023,0.0001239704,7.545418e-09,430.0,430.0,,
2950.836,0.0001239662,2.009312e-08,430.01,430.01,,
2968.961,0.0001239522,6.214678e-09,430.0,430.0,,
2986.85,0.000123977,9.055385e-09,430.0,430.0,,
3004.81,0.0001239909,6.838616e-09,430.0,430.0,,
3022.851,0.0001239946,5.581716e-09,430.0,430.0,,
3041.03,0.0001239993,6.634087e-09,430.0,430.0,,
3059.553,0.000124009,4.242641e-09,430.0,430.0,,
3077.758,0.0001240102,7.800285e-09,430.0,430.0,,
3096.112,0.0001240393,1.007803e-08,430.0,430.0,,
3114.547,0.0001240546,5.521674e-09,430.0,430.0,,
3132.853,0.0001240596,8.329332e-09,430.0,430.0,,
3151.182,0.0001240577,4.595892e-09,430.01,430.01,,
3169.403,0.0001240764,1.359902e-08,430.0,430.0,,
3187.612,0.0001240856,9.686187e-09,430.01,430.01,,
3205.724,0.000124076,5.033223e-09,430.0,430.0,,
3224.035,0.0001241048,1.030426e-08,430.0,430.0,,
3242.358,0.000124117,7.378648e-09,430.01,430.01,,
3260.569,0.0001241259,9.837005e-09,430.0,430.0,,
3278.646,0.0001241487,7.19645e-09,430.01,430.01,,
3297.031,0.0001241671,1.132794e-08,430.0,430.0,,
3315.219,0.0001242049,9.492102e-09,430.0,430.0,,
3333.336,0.0001242003,5.598611e-09,430.0,430.0,,
3351.855,0.0001242187,1.075019e-08,430.0,430.0,,
3370.163,0.0001242276,5.541761e-09,430.01,430.01,,
3388.803,0.0001242325,7.891627e-09,430.0,430.0,,
3407.582,0.0001242465,1.232207e-08,430.0,430.0,,
3425.936,0.0001242738,5.49343e-09,430.01,430.01,,
3444.288,0.0001242593,1.223883e-08,430.01,430.01,,
3462.528,0.0001242655,1.522607e-08,430.0,430.0,,
3480.772,0.0001243236,1.366423e-08,430.0,430.0,,
3499.042,0.0001243277,1.386482e-08,430.01,430.01,,
3517.326,0.0001242974,7.604092e-09,430.0,430.0,,
3535.675,0.0001243261,1.626482e-08,430.0,430.0,,
3553.745,0.0001243474,5.853774e-09,430.01,430.01,,
3571.996,0.0001243355,9.478045e-09,430.0,430.0,,
3590.205,0.000124332,1.067708e-08,430.0,430.0,,
3608.224,0.0001243374,9.465728e-09,430.01,430.01,,
3626.669,0.0001243337,1.223883e-08,430.0,430.0,,
3645.53,0.0001243573,1.292758e-08,430.0,430.0,,
3663.637,0.0001243951,1.239579e-08,430.01,430.01,,
3681.663,0.0001243724,1.088526e-08,430.01,430.01,,
3700.022,0.000124364,1.42595e-08,430.0,430.0,,
3718.633,0.0001243752,8.456424e-09,430.01,430.01,,
3737.059,0.0001243581,1.034354e-08,430.0,430.0,,
3755.111,0.0001243908,2.654891e-08,429.99,429.99,,
3773.862,0.0001244506,1.281666e-08,430.01,430.01,,
3791.846,0.0001244589,9.146341e-09,430.01,430.01,,
3810.391,0.0001244709,8.685237e-09,430.0,430.0,,
3828.602,0.0001244741,4.201851e-09,430.0,430.0,,
3846.365,0.0001244674,8.996296e-09,430.01,430.01,,
3864.189,0.0001244489,1.021383e-08,430.0,430.0,,
3882.152,0.0001244774,1.098686e-08,430.0,430.0,,
3900.27,0.0001244945,1.110806e-08,430.0,430.0,,
3917.886,0.0001245457,1.967542e-08,429.99,429.99,,
3936.068,0.0001245548,7.671013e-09,430.0,430.0,,
3954.18,0.0001245357,1.76827e-08,430.01,430.01,,
3972.503,0.0001245083,1.623474e-08,429.99,429.99,,
3990.722,0.000124541,1.413428e-08,430.01,430.01,,
4009.282,0.0001245465,6.603871e-09,430.0,430.0,,
4027.561,0.0001245372,7.177124e-09,430.0,430.0,,
4045.849,0.0001245448,1.214542e-08,430.0,430.0,,
4063.674,0.0001245349,1.21605e-08,430.0,430.0,,
4081.768,0.0001245308,9.89725e-09,430.0,430.0,,
4099.48,0.0001245485,1.247442e-08,430.0,430.0,,
4117.366,0.0001245541,1.268814e-08,430.01,430.01,,
4135.367,0.000124547,5.754226e-09,430.0,430.0,,
4153.532,0.0001245759,1.327864e-08,430.0,430.0,,
4171.3,0.0001246121,1.184577e-08,430.0,430.0,,
4189.34,0.0001246341,4.998889e-09,430.0,430.0,,
4207.151,0.0001246257,1.101565e-08,430.0,430.0,,
4225.025,0.0001245956,1.587591e-08,430.0,430.0,,
4243.415,0.0001246202,9.693067e-09,430.01,430.01,,
4261.894,0.0001246127,1.91952e-08,430.01,430.01,,
4280.332,0.0001246111,1.031127e-08,430.0,430.0,,
4298.408,0.0001246401,8.184674e-09,430.0,430.0,,
4316.718,0.000124663,8.969083e-09,430.0,430.0,,
4334.861,0.0001246899,1.437165e-08,430.0,430.0,,
4352.742,0.0001247131,1.056672e-08,430.0,430.0,,
4371.193,0.0001247484,6.449806e-09,430.0,430.0,,
4389.212,0.0001247572,6.795423e-09,430.0,430.0,,
4407.409,0.0001247276,7.167829e-09,430.0,430.0,,
4425.386,0.000124741,6.63325e-09,430.0,430.0,,
4443.459,0.0001247354,5.621388e-09,430.0,430.0,,
4461.733,0.000124758,1.169995e-08,429.99,429.99,,
4480.132,0.000124799,8.993825e-09,430.0,430.0,,
4498.72,0.0001247846,1.432325e-08,430.01,430.01,,
4516.858,0.0001247068,2.063331e-08,429.99,429.99,,
4534.947,0.0001247471,2.508408e-08,430.0,430.0,,
4553.345,0.0001248196,1.336829e-08,430.0,430.0,,
4571.752,0.0001247227,2.275498e-08,430.0,430.0,,
4589.989,0.0001247772,4.713762e-08,430.0,430.0,,
4608.496,0.0001247899,1.485822e-08,430.0,430.0,,
4627.066,0.0001247943,1.392081e-08,430.0,430.0,,
4645.471,0.0001248327,1.493728e-08,430.0,430.0,,
4664.053,0.000124853,6.480741e-09,430.01,430.01,,
4682.021,0.000124854,3.912658e-08,430.0,430.0,,
4700.179,0.0001250164,2.045157e-08,430.01,430.01,,
4718.626,0.0001249912,1.329829e-08,430.0,430.0,,
4736.749,0.0001249519,3.805391e-08,430.0,430.0,,
4754.845,0.0001250162,1.271744e-08,430.0,430.0,,
4773.196,0.0001250342,3.282546e-08,430.0,430.0,,
4791.52,0.0001250574,7.152311e-09,430.0,430.0,,
4809.81,0.0001250559,8.332667e-09,430.0,430.0,,
4827.948,0.0001250162,1.183028e-08,430.0,430.0,,
4846.563,0.0001250427,1.823336e-08,430.0,430.0,,
4865.008,0.000125024,1.480991e-08,430.0,430.0,,
4883.321,0.0001250127,1.576952e-08,430.0,430.0,,
4901.644,0.0001249789,1.522024e-08,430.0,430.0,,
4920.124,0.0001249693,7.874713e-09,430.0,430.0,,
4938.612,0.0001249549,4.072796e-08,430.0,430.0,,
4957.041,0.0001249315,3.24037e-09,430.0,430.0,,
4975.424,0.0001249237,6.056218e-09,430.0,430.0,,
4993.625,0.0001249171,7.309811e-09,430.0,430.0,,
5011.509,0.000124909,2.357023e-09,430.0,430.0,,
5029.447,0.0001249083,2.750757e-09,430.0,430.0,,
5047.503,0.0001249238,5.676227e-08,430.0,430.0,,
5065.404,0.0001249706,5.669058e-08,430.0,430.0,,
5083.532,0.0001250115,5.948856e-09,430.0,430.0,,
5101.89,0.0001250322,9.863513e-09,430.0,430.0,,
5119.934,0.0001250514,1.097674e-08,430.0,430.0,,
5138.099,0.0001250496,4.221637e-09,430.01,430.01,,
5156.071,0.0001250432,1.016311e-08,430.0,430.0,,
5174.312,0.0001250672,5.846176e-09,430.0,430.0,,
5192.403,0.0001250785,1.071085e-08,430.0,430.0,,
5210.838,0.0001250852,6.89283e-09,430.0,430.0,,
5234.816,0.0001250958,5.573748e-09,430.01,430.0,,
5252.666,0.0001250885,8.618456e-09,430.0,430.0,,
5270.895,0.000125123,5.734884e-09,430.0,430.0,,
5289.035,0.0001250997,1.610417e-08,430.01,430.01,,
5306.927,0.0001250714,1.517454e-08,430.0,430.0,,
5324.917,0.0001251083,1.005595e-08,430.0,430.0,,
5343.018,0.0001251455,5.892557e-09,430.0,430.0,,
5361.119,0.0001251306,1.04158e-08,430.01,430.01,,
5379.292,0.0001251121,3.3483e-09,430.0,430.0,,
5397.34,0.0001251255,1.097725e-08,430.0,430.0,,
5415.29,0.0001251407,5.078276e-09,430.01,430.01,,
5433.758,0.0001251441,6.332456e-09,430.0,430.0,,
5452.542,0.0001251644,9.203864e-09,430.0,430.0,,
5470.565,0.0001251763,5.47824e-09,430.0,430.0,,
5488.779,0.0001251611,6.136412e-09,430.0,430.0,,
5507.216,0.0001251776,8.514041e-09,430.0,430.0,,
5525.533,0.0001251914,5.059644e-09,430.01,430.01,,
5543.701,0.0001251772,1.028267e-08,430.01,430.01,,
5561.678,0.0001251758,4.2374e-09,430.0,430.0,,
5579.875,0.0001252068,9.750214e-09,430.0,430.0,,
5597.899,0.0001252207,6.129165e-09,430.0,430.0,,
5616.264,0.0001252045,5.380004e-09,430.0,430.0,,
5634.695,0.0001252154,7.604092e-09,430.0,430.0,,
5652.671,0.0001252127,4.321779e-09,430.0,430.0,,
5670.702,0.0001252188,7.254118e-09,430.0,430.0,,
5689.112,0.0001252306,6.203941e-09,430.0,430.0,,
5707.423,0.0001252162,1.17549e-08,430.01,430.01,,
5725.133,0.0001252373,1.431433e-08,430.0,430.0,,
5743.389,0.0001252361,1.409058e-08,430.01,430.01,,
5761.754,0.0001252222,5.116422e-09,430.0,430.0,,
5779.875,0.0001252529,1.243159e-08,430.0,430.0,,
5798.109,0.0001252634,6.979335e-09,430.01,430.01,,
5816.709,0.0001252682,5.202563e-09,430.0,430.0,,
5835.644,0.0001252906,1.082384e-08,430.0,430.0,,
5853.975,0.000125283,7.149204e-09,430.0,430.0,,
5872.099,0.0001252911,4.557046e-09,430.0,430.0,,
5890.427,0.0001252667,7.211873e-09,430.01,430.01,,
5908.731,0.0001252519,5.279941e-09,430.0,430.0,,
5926.92,0.0001253032,1.531738e-08,430.0,430.0,,
5945.019,0.0001253345,6.802777e-09,430.0,430.0,,
5962.995,0.0001253124,1.674117e-08,430.01,430.01,,
5981.025,0.0001253173,3.177718e-08,429.99,429.99,,
5999.224,0.0001253871,9.243015e-09,430.02,430.02,,
6017.353,0.0001253311,1.985195e-08,430.0,430.0,,
6035.935,0.0001253384,1.55077e-08,429.99,429.99,,
6054.452,0.0001253662,1.255919e-08,430.01,430.01,,
6072.749,0.0001253477,2.142714e-08,430.01,430.01,,
6091.164,0.0001253463,1.718559e-08,429.99,429.99,,
6109.821,0.0001254349,3.155753e-08,430.01,430.01,,
6128.268,0.0001254499,1.600312e-08,430.01,430.01,,
6146.521,0.000125441,7.688375e-09,430.0,430.0,,
6164.803,0.0001254442,7.20802e-09,430.0,430.0,,
6183.319,0.000125414,8.894443e-09,430.01,430.01,,
6201.443,0.00012541,9.177267e-09,430.0,430.0,,
6220.09,0.0001254205,5.29675e-09,430.01,430.01,,
6238.125,0.0001254137,9.129318e-09,430.0,430.0,,
6256.117,0.0001253955,1.062753e-08,430.0,430.0,,
6273.94,0.0001253901,8.646772e-09,430.0,430.0,,
6292.106,0.0001254048,7.161626e-09,430.0,430.0,,
6310.053,0.0001253897,4.164666e-09,430.0,430.0,,
6328.057,0.000125406,1.072898e-08,430.0,430.0,,
6346.233,0.00012541,2.201515e-08,430.0,430.0,,
6364.355,0.0001253936,1.244722e-08,430.01,430.01,,
6382.532,0.0001253734,9.489175e-09,430.01,430.01,,
6400.946,0.0001253661,4.701064e-09,430.0,430.0,,
6419.314,0.0001254034,1.409649e-08,430.0,430.0,,
6437.555,0.0001253945,1.589025e-08,430.0,430.0,,
6455.77,0.0001254601,4.234895e-08,430.01,430.01,,
6474.277,0.0001254506,3.724454e-08,430.0,430.0,,
6492.741,0.0001254409,1.054567e-08,430.0,430.0,,
6510.735,0.0001254576,1.007968e-08,430.01,430.01,,
6528.919,0.0001254218,2.898199e-08,430.0,430.0,,
6546.976,0.000125448,3.766224e-08,430.0,430.0,,
6565.307,0.0001254714,1.343462e-08,430.01,430.01,,
6583.577,0.0001254383,4.44847e-09,430.0,430.0,,
6601.966,0.0001254793,1.585385e-08,430.0,430.0,,
6620.034,0.0001255114,8.934328e-09,430.01,430.01,,
6638.291,0.0001254927,1.301324e-08,430.0,430.0,,
6656.941,0.0001254737,9.333929e-09,430.01,430.01,,
6675.304,0.0001254457,8.969702e-09,430.0,430.0,,
6693.87,0.0001254568,1.463481e-08,429.99,429.99,,
6712.494,0.0001254857,1.457586e-08,430.01,430.02,,
6730.946,0.0001254671,6.349978e-09,430.0,430.0,,
6749.45,0.000125488,1.371941e-08,430.0,430.0,,
6767.957,0.0001254887,5.271517e-09,430.01,430.01,,
6786.189,0.0001254753,1.170992e-08,430.0,430.0,,
6804.628,0.0001254884,1.792081e-08,429.99,429.99,,
6822.964,0.0001255205,9.264628e-09,430.01,430.01,,
6841.292,0.0001254893,5.657836e-09,430.0,430.0,,
6859.459,0.0001254888,5.672546e-09,430.0,430.0,,
6877.735,0.0001255149,8.748968e-09,430.0,430.0,,
6896.108,0.0001255985,9.488033e-08,430.01,430.01,,
6914.33,0.0001255948,2.020846e-07,430.0,430.0,,
6932.288,0.0001255243,1.29876e-08,429.99,429.99,,
6950.933,0.0001255476,7.121173e-09,430.0,430.0,,
6969.774,0.0001255378,1.301964e-08,430.01,430.01,,
6988.483,0.0001255193,6.201254e-09,429.99,429.99,,
7007.159,0.0001255339,6.590397e-09,430.0,430.0,,
7026.076,0.0001255261,2.117887e-08,430.01,430.01,,
7044.482,0.0001255376,1.119722e-08,430.0,430.0,,
7062.948,0.000125548,8.666667e-09,430.01,430.01,,
7081.015,0.0001255363,7.273239e-09,430.0,430.0,,
7098.818,0.0001255342,1.671859e-08,430.0,430.0,,
7116.995,0.0001255612,4.732864e-09,430.0,430.0,,
7134.943,0.0001255724,4.273952e-09,430.0,430.0,,
7152.906,0.0001255778,4.613988e-09,430.0,430.0,,
7171.236,0.0001255781,3.212822e-09,430.0,430.0,,
7189.552,0.0001255738,7.420692e-09,430.0,430.0,,
7208.056,0.0001255845,5.29675e-09,430.0,430.0,,
7226.303,0.0001255588,1.645735e-08,430.01,430.01,,
7244.781,0.0001255318,1.208121e-08,429.99,429.99,,
7263.657,0.0001255996,1.696532e-08,430.0,430.0,,
7282.23,0.0001256005,1.010225e-08,430.01,430.01,,
7300.897,0.000125583,5.456902e-09,430.0,430.0,,
7319.733,0.0001255808,4.2374e-09,430.01,430.01,,
7338.384,0.0001255607,9.117139e-09,430.0,430.0,,
7356.527,0.0001255379,1.78727e-08,430.0,430.0,,
7374.987,0.0001255096,2.16292e-08,430.0,430.0,,
7393.027,0.0001255569,9.949316e-09,430.0,430.0,,
7411.178,0.0001255829,7.823753e-09,430.0,430.0,,
7429.482,0.0001255573,3.476924e-08,430.0,430.0,,
7447.997,0.0001255845,8.222598e-09,429.99,429.99,,
7466.202,0.0001256076,8.126773e-09,430.01,430.01,,
7484.608,0.0001255948,7.330302e-09,430.0,430.0,,
7502.993,0.0001255977,5.165054e-09,430.0,430.0,,
7521.305,0.0001256117,8.459708e-09,430.01,430.01,,
7539.781,0.0001256241,5.665686e-09,430.0,430.0,,
7558.335,0.0001256173,7.58727e-09,430.0,430.0,,
7576.93,0.0001256305,7.560864e-09,430.0,430.0,,
7595.286,0.0001256422,5.266245e-09,430.0,430.0,,
7613.634,0.0001256415,5.661763e-09,430.0,430.0,,
7631.797,0.0001256708,1.134117e-08,429.99,429.99,,
7650.251,0.0001257002,7.598245e-09,430.0,430.0,,
7668.474,0.0001256803,1.147025e-08,430.01,430.01,,
7686.825,0.0001256865,8.657046e-09,430.0,430.0,,
7705.257,0.0001257004,1.25273e-08,430.01,430.01,,
7723.32,0.0001256931,1.519101e-08,429.99,429.99,,
7741.723,0.0001257706,2.036991e-08,430.0,430.0,,
7760.132,0.0001257847,1.779544e-08,430.01,430.01,,
7778.422,0.0001257382,1.278715e-08,430.0,430.0,,
7796.865,0.0001257153,4.522782e-09,430.0,430.0,,
7815.145,0.0001257358,6.972964e-09,430.0,430.0,,
7833.442,0.0001257458,5.82714e-09,430.0,430.0,,
7851.948,0.0001257762,1.628087e-08,429.99,429.99,,
7870.608,0.0001258041,6.136412e-09,430.0,430.0,,
7889.026,0.0001257868,7.161626e-09,430.0,430.0,,
7907.446,0.0001257925,4.249183e-09,430.0,430.0,,
7926.135,0.0001258078,7.743097e-09,430.01,430.01,,
7944.86,0.0001257907,6.832114e-09,430.0,430.0,,
7963.305,0.0001258033,6.600505e-09,429.99,429.99,,
7981.909,0.0001258231,4.228212e-09,430.01,430.01,,
8000.032,0.0001257988,6.250333e-09,430.01,430.01,,
8018.252,0.0001257968,6.663332e-09,430.0,430.0,,
8036.598,0.0001258207,5.716448e-09,430.0,430.0,,
8054.835,0.0001258111,9.182713e-09,430.0,430.0,,
8073.198,0.0001258084,7.834397e-09,430.0,430.0,,
8091.652,0.0001258281,7.766738e-09,430.0,430.0,,
8109.927,0.0001258111,9.825703e-09,430.01,430.01,,
8128.363,0.0001258131,1.038642e-08,429.99,429.99,,
8146.986,0.0001258529,1.343668e-08,430.0,430.0,,
8165.661,0.0001258401,1.258262e-08,430.01,430.01,,
8184.116,0.000125832,9.140873e-09,430.0,430.0,,
8202.894,0.0001258581,8.157478e-09,430.0,430.0,,
8221.688,0.0001258545,6.553201e-09,430.0,430.0,,
8240.224,0.0001258354,6.65332e-09,430.0,430.0,,
8258.725,0.0001258318,6.373556e-09,430.0,430.0,,
8277.185,0.0001258377,3.12872e-09,430.01,430.01,,
8295.465,0.0001258088,1.427352e-08,430.01,430.01,,
8313.864,0.0001258003,9.080504e-09,429.99,429.99,,
8332.141,0.0001258189,7.415449e-09,430.01,430.01,,
8350.696,0.0001258006,1.042646e-08,430.0,430.0,,
8369.043,0.0001258109,1.9919e-08,430.0,430.0,,
8387.397,0.0001258525,5.147815e-09,430.0,430.0,,
8405.708,0.0001258326,9.020963e-09,430.0,430.0,,
8424.158,0.0001258214,1.194618e-08,430.0,430.0,,
8442.818,0.0001258783,2.079022e-08,429.99,429.99,,
8461.668,0.0001258992,6.696599e-09,430.01,430.01,,
8480.328,0.0001258948,6.762642e-09,430.0,430.0,,
8499.068,0.0001259131,7.549099e-09,430.0,430.0,,
8517.978,0.0001259391,7.489993e-09,430.0,430.0,,
8536.738,0.0001259106,1.70828e-08,430.01,430.01,,
8555.258,0.000125875,5.270463e-09,430.0,430.0,,
