Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K)
1.002,4.75e-05,,410,410
4.236,4.75e-05,,410,410
8.079,4.76e-05,,410,410
11.213,4.76e-05,,410,410
14.283,4.76e-05,,410,410
18.48,4.77e-05,,410,410
22.28,4.77e-05,,410,410
25.523,4.77e-05,,410,410
28.973,4.77e-05,,410,410
32.339,4.78e-05,,410,410
36.075,4.78e-05,,410,410
40.099,4.78e-05,,410,410
43.389,4.78e-05,,410,410
46.65,4.78e-05,,410,410
49.579,4.79e-05,,410,410
52.244,4.79e-05,,410,410
54.907,4.79e-05,,410,410
57.563,4.79e-05,,410,410
60.252,4.79e-05,,410,410
62.93,4.79e-05,,410,410
65.567,4.79e-05,,410,410
68.443,4.79e-05,,410,410
71.097,4.79e-05,,410,410
73.765,4.8e-05,,410,410
76.437,4.8e-05,,410,410
79.181,4.8e-05,,410,410
81.839,4.8e-05,,410,410
84.661,4.8e-05,,410,410
87.529,4.8e-05,,410,410
90.27,4.8e-05,,410,410
92.98,4.8e-05,,410,410
95.665,4.8e-05,,410,410
98.525,4.81e-05,,410,410
101.619,4.81e-05,,410,410
104.548,4.81e-05,,410,410
107.799,4.81e-05,,410,410
111.107,4.81e-05,,410,410
113.771,4.81e-05,,410,410
116.519,4.81e-05,,410,410
119.246,4.81e-05,,410,410
121.898,4.82e-05,,410,410
124.567,4.82e-05,,410,410
127.262,4.82e-05,,410,410
130.021,4.82e-05,,410,410
132.697,4.82e-05,,410,410
135.383,4.82e-05,,410,410
138.067,4.82e-05,,410,410
140.742,4.83e-05,,410,410
143.401,4.83e-05,,410,410
146.055,4.83e-05,,410,410
148.916,4.83e-05,,410,410
152.445,4.83e-05,,410,410
155.4,4.83e-05,,410,410
158.043,4.83e-05,,410,410
161.758,4.83e-05,,410,410
165.128,4.84e-05,,410,410
167.809,4.84e-05,,410,410
170.485,4.84e-05,,410,410
173.179,4.84e-05,,410,410
175.857,4.84e-05,,410,410
178.584,4.84e-05,,410,410
181.27,4.84e-05,,410,410
184.149,4.84e-05,,410,410
186.843,4.85e-05,,410,410
189.785,4.85e-05,,410,410
192.45,4.85e-05,,410,410
195.82,4.85e-05,,410,410
198.534,4.85e-05,,410,410
201.234,4.85e-05,,410,410
203.969,4.85e-05,,410,410
206.681,4.85e-05,,410,410
209.969,4.85e-05,,410,410
212.642,4.86e-05,,410,410
215.301,4.86e-05,,410,410
217.96,4.86e-05,,410,410
220.632,4.86e-05,,410,410
223.316,4.86e-05,,410,410
225.969,4.86e-05,,410,410
228.631,4.86e-05,,410,410
231.296,4.86e-05,,410,410
234.213,4.86e-05,,410,410
236.859,4.87e-05,,410,410
239.563,4.87e-05,,410,410
242.221,4.87e-05,,410,410
244.942,4.87e-05,,410,410
247.653,4.87e-05,,410,410
250.809,4.87e-05,,410,410
253.469,4.87e-05,,410,410
256.129,4.87e-05,,410,410
258.807,4.87e-05,,410,410
261.704,4.88e-05,,410,410
264.441,4.88e-05,,410,410
267.315,4.88e-05,,410,410
270.001,4.88e-05,,410,410
272.666,4.88e-05,,410,410
275.334,4.88e-05,,410,410
277.981,4.88e-05,,410,410
281.362,4.88e-05,,410,410
284.032,4.88e-05,,410,410
286.702,4.88e-05,,410,410
289.385,4.89e-05,,410,410
292.769,4.89e-05,,410,410
295.448,4.89e-05,,410,410
298.16,4.89e-05,,410,410
300.89,4.89e-05,,410,410
303.541,4.89e-05,,410,410
306.223,4.89e-05,,410,410
308.92,4.9e-05,,410,410
312.941,4.9e-05,,410,410
316.167,4.9e-05,,410,410
318.844,4.9e-05,,410,410
321.498,4.9e-05,,410,410
324.17,4.9e-05,,410,410
326.831,4.9e-05,,410,410
329.779,4.9e-05,,410,410
332.479,4.91e-05,,410,410
335.167,4.91e-05,,410,410
337.852,4.91e-05,,410,410
340.526,4.91e-05,,410,410
343.49,4.91e-05,,410,410
346.296,4.91e-05,,410,410
349.03,4.91e-05,,410,410
351.678,4.91e-05,,410,410
354.331,4.91e-05,,410,410
356.992,4.91e-05,,410,410
359.693,4.91e-05,,410,410
362.372,4.92e-05,,410,410
365.048,4.92e-05,,410,410
367.709,4.92e-05,,410,410
370.405,4.92e-05,,410,410
373.074,4.92e-05,,410,410
375.776,4.92e-05,,410,410
378.61,4.92e-05,,410,410
381.28,4.92e-05,,410,410
384.589,4.92e-05,,410,410
387.439,4.93e-05,,410,410
390.377,4.93e-05,,410,410
393.882,4.93e-05,,410,410
396.563,4.93e-05,,410,410
399.236,4.93e-05,,410,410
401.907,4.93e-05,,410,410
