Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K)
1.003,0.000103688,,430,430
2.895,0.000103672,,430,430
4.745,0.000103671,,430,430
6.552,0.000103705,,430,430
8.375,0.000103719,,430,430
10.224,0.000103727,,430,430
12.084,0.00010373,,430,430
14.175,0.000103743,,430,430
16.006,0.000103759,,430,430
17.827,0.000103781,,430,430
19.694,0.000103777,,430,430
21.535,0.000103778,,430,430
23.376,0.000103811,,430,430
25.417,0.000103822,,430,430
27.265,0.000103832,,430,430
29.104,0.000103847,,430,430
31.13,0.000103875,,430,430
33.042,0.000103878,,430,430
34.88,0.000103882,,430,430
36.73,0.0001039,,430,430
39.195,0.000103923,,430,430
41.023,0.000103927,,430,430
43.299,0.000103952,,430,430
45.385,0.000103941,,430,430
47.682,0.000103986,,430,430
49.59,0.000103991,,430,430
51.499,0.00010401,,430,430
53.886,0.000104025,,430,430
56.097,0.000104053,,430,430
57.961,0.000104055,,430,430
59.855,0.000104074,,430,430
62.19,0.000104087,,430,430
64.349,0.000104094,,430,430
66.199,0.000104126,,430,430
68.275,0.000104141,,430,430
70.136,0.000104177,,430,430
72.518,0.00010419,,430,430
74.835,0.000104214,,430,430
76.665,0.000104238,,430,430
78.474,0.000104246,,430,430
80.337,0.000104261,,430,430
82.195,0.000104287,,430,430
84.201,0.00010428,,430,430
86.049,0.000104302,,430,430
87.93,0.000104299,,430,430
90.452,0.000104317,,430,430
92.349,0.000104337,,430,430
94.325,0.000104333,,430,430
96.667,0.000104342,,430,430
98.484,0.000104357,,430,430
100.359,0.000104356,,430,430
102.643,0.000104387,,430,430
104.519,0.000104398,,430,430
106.459,0.000104403,,430,430
108.399,0.000104419,,430,430
110.264,0.000104431,,430,430
112.231,0.000104459,,430,430
114.155,0.000104475,,430,430
116.052,0.000104472,,430,430
117.938,0.000104511,,430,430
119.869,0.000104505,,430,430
121.738,0.000104521,,430,430
123.63,0.000104563,,430,430
125.483,0.000104576,,430,430
127.33,0.000104574,,430,430
129.175,0.000104593,,430,430
130.993,0.000104611,,430,430
132.954,0.000104609,,430,430
134.96,0.000104624,,430,430
136.809,0.000104636,,430,430
138.681,0.000104656,,430,430
140.514,0.000104672,,430,430
142.554,0.000104693,,430,430
144.451,0.00010471,,430,430
146.364,0.000104706,,430,430
148.496,0.000104723,,430,430
150.635,0.000104744,,430,430
152.515,0.00010475,,430,430
154.543,0.000104771,,430,430
156.45,0.00010479,,430,430
158.29,0.000104804,,430,430
160.263,0.000104807,,430,430
162.152,0.000104817,,430,430
164.276,0.000104829,,430,430
166.171,0.000104841,,430,430
168.004,0.00010485,,430,430
170.02,0.000104858,,430,430
172.326,0.000104887,,430,430
174.523,0.000104892,,430,430
176.383,0.000104891,,430,430
178.232,0.000104886,,430,430
180.078,0.000104922,,430,430
182.001,0.000104922,,430,430
184.081,0.000104944,,430,430
186.298,0.000104973,,430,430
188.495,0.000105007,,430,430
190.378,0.00010502,,430,430
192.224,0.000105033,,430,430
194.512,0.000105048,,430,430
196.97,0.000105068,,430,430
198.827,0.000105083,,430,430
200.808,0.000105084,,430,430
202.729,0.000105109,,430,430
204.609,0.000105112,,430,430
206.467,0.000105132,,430,430
208.74,0.000105168,,430,430
210.596,0.000105186,,430,430
212.635,0.000105208,,430,430
214.589,0.000105233,,430,430
216.437,0.000105244,,430,430
218.307,0.000105246,,430,430
220.49,0.000105259,,430,430
222.392,0.000105278,,430,430
224.221,0.000105288,,430,430
226.044,0.000105309,,430,430
227.941,0.000105314,,430,430
229.822,0.000105335,,430,430
231.666,0.000105341,,430,430
233.501,0.000105356,,430,430
235.348,0.000105367,,430,430
237.184,0.000105367,,430,430
239.02,0.000105388,,430,430
240.949,0.000105402,,430,430
242.827,0.000105414,,430,430
244.719,0.000105417,,430,430
246.654,0.000105437,,430,430
248.679,0.000105442,,430,430
251.152,0.000105479,,430,430
253.364,0.000105496,,430,430
255.322,0.000105511,,430,430
257.128,0.000105532,,430,430
258.987,0.000105541,,430,430
260.975,0.000105562,,430,430
263.071,0.000105572,,430,430
265.173,0.000105579,,430,430
267.0,0.000105592,,430,430
269.219,0.000105612,,430,430
271.056,0.000105641,,430,430
272.959,0.000105644,,430,430
274.998,0.000105657,,430,430
276.853,0.000105653,,430,430
278.66,0.000105694,,430,430
280.574,0.000105715,,430,430
282.441,0.000105719,,430,430
284.485,0.000105755,,430,430
286.374,0.000105751,,430,430
288.479,0.000105796,,430,430
290.348,0.0001058,,430,430
292.355,0.000105816,,430,430
294.194,0.000105837,,430,430
296.044,0.000105849,,430,430
297.995,0.000105851,,430,430
299.902,0.000105843,,430,430
301.807,0.000105861,,430,430
303.679,0.000105892,,430,430
305.706,0.000105909,,430,430
307.586,0.000105926,,430,430
309.521,0.000105933,,430,430
311.454,0.000105942,,430,430
313.62,0.000105957,,430,430
315.564,0.000105957,,430,430
317.419,0.000105973,,430,430
319.351,0.000105987,,430,430
321.215,0.000105986,,430,430
323.108,0.000105995,,430,430
325.664,0.000106008,,430,430
327.978,0.00010603,,430,430
329.809,0.000106029,,430,430
331.694,0.000106037,,430,430
333.56,0.000106043,,430,430
335.769,0.000106073,,430,430
337.629,0.000106073,,430,430
339.539,0.00010609,,430,430
341.389,0.000106108,,430,430
343.265,0.000106113,,430,430
345.185,0.000106125,,430,430
347.176,0.000106147,,430,430
349.588,0.000106158,,430,430
351.6,0.000106172,,430,430
