Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K)
2638.895,7.17e-05,,405,405
2659.513,7.17e-05,,405,405
2758.715,7.19e-05,,405,405
2774.329,7.19e-05,,405,405
2799.688,7.2e-05,,405,405
2820.422,7.2e-05,,405,405
2841.683,7.2e-05,,405,405
2867.809,7.21e-05,,405,405
2883.811,7.22e-05,,405,405
2910.042,7.23e-05,,405,405
2926.031,7.23e-05,,405,405
2952.649,7.23e-05,,405,405
2979.471,7.23e-05,,405,405
3000.232,7.24e-05,,405,405
3021.811,7.24e-05,,405,405
3042.312,7.24e-05,,405,405
3132.22,7.25e-05,,405,405
3151.1,7.25e-05,,405,405
3167.811,7.25e-05,,405,405
3192.2,7.25e-05,,405,405
3222.721,7.25e-05,,405,405
3244.523,7.26e-05,,405,405
3261.362,7.26e-05,,405,405
3288.792,7.27e-05,,405,405
3309.564,7.27e-05,,405,405
3331.019,7.26e-05,,405,405
3346.769,7.26e-05,,405,405
3373.654,7.27e-05,,405,405
3400.148,7.29e-05,,405,405
3546.543,7.3e-05,,405,405
3572.901,7.3e-05,,405,405
3594.119,7.3e-05,,405,405
3615.449,7.31e-05,,405,405
3636.748,7.31e-05,,405,405
3667.458,7.31e-05,,405,405
3694.512,7.31e-05,,405,405
3714.918,7.32e-05,,405,405
3735.743,7.32e-05,,405,405
3757.152,7.32e-05,,405,405
3774.014,7.33e-05,,405,405
3794.463,7.33e-05,,405,405
3816.054,7.33e-05,,405,405
3837.151,7.34e-05,,405,405
3853.418,7.34e-05,,405,405
3884.834,7.33e-05,,405,405
3910.688,7.34e-05,,405,405
3989.898,7.35e-05,,405,405
4011.315,7.35e-05,,405,405
4027.265,7.36e-05,,405,405
4052.758,7.37e-05,,405,405
4078.819,7.37e-05,,405,405
4094.897,7.37e-05,,405,405
4120.694,7.37e-05,,405,405
4146.225,7.37e-05,,405,405
4162.523,7.37e-05,,405,405
4178.509,7.37e-05,,405,405
4195.523,7.38e-05,,405,405
4211.403,7.39e-05,,405,405
4233.242,7.39e-05,,405,405
4249.492,7.39e-05,,405,405
4337.583,7.4e-05,,405,405
4353.238,7.41e-05,,405,405
4380.179,7.41e-05,,405,405
4401.638,7.41e-05,,405,405
4419.234,7.41e-05,,405,405
4435.263,7.42e-05,,405,405
4455.809,7.41e-05,,405,405
4482.61,7.42e-05,,405,405
4503.915,7.42e-05,,405,405
4525.985,7.42e-05,,405,405
4547.835,7.42e-05,,405,405
4574.27,7.42e-05,,405,405
4667.814,7.45e-05,,405,405
4688.857,7.46e-05,,405,405
4705.368,7.46e-05,,405,405
4731.855,7.46e-05,,405,405
4747.715,7.46e-05,,405,405
4769.175,7.46e-05,,405,405
4795.111,7.46e-05,,405,405
4815.642,7.47e-05,,405,405
4836.986,7.47e-05,,405,405
4857.724,7.47e-05,,405,405
4874.802,7.47e-05,,405,405
4896.085,7.47e-05,,405,405
4917.144,7.48e-05,,405,405
4944.344,7.48e-05,,405,405
4964.656,7.48e-05,,405,405
5043.107,7.47e-05,,405,405
5064.582,7.48e-05,,405,405
5090.413,7.48e-05,,405,405
5111.995,7.48e-05,,405,405
5134.437,7.48e-05,,405,405
5159.845,7.49e-05,,405,405
5181.921,7.49e-05,,405,405
5204.664,7.49e-05,,405,405
5225.701,7.49e-05,,405,405
5242.325,7.5e-05,,405,405
5258.705,7.5e-05,,405,405
5279.447,7.5e-05,,405,405
5370.518,7.52e-05,,405,405
5391.109,7.52e-05,,405,405
5422.451,7.52e-05,,405,405
5443.091,7.52e-05,,405,405
5463.867,7.52e-05,,405,405
5489.884,7.52e-05,,405,405
5510.256,7.52e-05,,405,405
5536.187,7.53e-05,,405,405
5557.12,7.53e-05,,405,405
5572.745,7.53e-05,,405,405
5594.836,7.53e-05,,405,405
5610.89,7.53e-05,,405,405
5724.43,7.53e-05,,405,405
5741.098,7.53e-05,,405,405
5761.902,7.54e-05,,405,405
5782.451,7.54e-05,,405,405
5803.909,7.54e-05,,405,405
5824.563,7.54e-05,,405,405
5850.269,7.54e-05,,405,405
5865.996,7.55e-05,,405,405
5891.894,7.55e-05,,405,405
5908.508,7.55e-05,,405,405
5929.314,7.55e-05,,405,405
5949.914,7.55e-05,,405,405
5971.444,7.55e-05,,405,405
5997.008,7.55e-05,,405,405
6023.582,7.56e-05,,405,405
6115.505,7.55e-05,,405,405
6141.821,7.55e-05,,405,405
6162.642,7.55e-05,,405,405
6183.289,7.55e-05,,405,405
6204.354,7.55e-05,,405,405
6225.924,7.55e-05,,405,405
6247.355,7.55e-05,,405,405
6263.306,7.55e-05,,405,405
6283.876,7.56e-05,,405,405
6299.439,7.55e-05,,405,405
6320.398,7.55e-05,,405,405
6345.702,7.55e-05,,405,405
6366.543,7.55e-05,,405,405
6382.51,7.55e-05,,405,405
6398.375,7.55e-05,,405,405
6419.646,7.55e-05,,405,405
6521.196,7.55e-05,,405,405
6541.84,7.55e-05,,405,405
6557.708,7.56e-05,,405,405
6579.01,7.56e-05,,405,405
6594.665,7.55e-05,,405,405
6621.457,7.56e-05,,405,405
6641.856,7.56e-05,,405,405
6667.844,7.57e-05,,405,405
6688.729,7.57e-05,,405,405
6709.367,7.57e-05,,405,405
6730.594,7.58e-05,,405,405
6751.101,7.58e-05,,405,405
6771.851,7.58e-05,,405,405
6798.183,7.58e-05,,405,405
6819.49,7.58e-05,,405,405
6840.427,7.58e-05,,405,405
6928.313,7.59e-05,,405,405
6949.315,7.58e-05,,405,405
6965.085,7.59e-05,,405,405
6991.607,7.59e-05,,405,405
7007.639,7.58e-05,,405,405
7033.152,7.58e-05,,405,405
7048.838,7.58e-05,,405,405
7069.722,7.58e-05,,405,405
7085.747,7.58e-05,,405,405
7107.334,7.59e-05,,405,405
7124.211,7.59e-05,,405,405
7144.91,7.59e-05,,405,405
7165.725,7.59e-05,,405,405
7186.969,7.6e-05,,405,405
7208.292,7.6e-05,,405,405
7308.412,7.6e-05,,405,405
7324.029,7.6e-05,,405,405
7340.568,7.6e-05,,405,405
7357.836,7.6e-05,,405,405
7384.426,7.61e-05,,405,405
7406.23,7.61e-05,,405,405
7427.578,7.61e-05,,405,405
7447.967,7.61e-05,,405,405
7468.878,7.61e-05,,405,405
7494.4,7.61e-05,,405,405
7520.845,7.61e-05,,405,405
7541.949,7.61e-05,,405,405
7562.232,7.62e-05,,405,405
7577.933,7.61e-05,,405,405
7594.006,7.61e-05,,405,405
7621.752,7.6e-05,,405,405
7642.387,7.6e-05,,405,405
7663.384,7.6e-05,,405,405
7796.174,7.59e-05,,405,405
7816.883,7.6e-05,,405,405
7847.648,7.59e-05,,405,405
7874.836,7.6e-05,,405,405
7890.471,7.6e-05,,405,405
7910.959,7.6e-05,,405,405
7931.877,7.6e-05,,405,405
7954.608,7.6e-05,,405,405
7980.407,7.6e-05,,405,405
8006.233,7.59e-05,,405,405
8027.188,7.6e-05,,405,405
8048.236,7.6e-05,,405,405
8069.209,7.6e-05,,405,405
8090.352,7.61e-05,,405,405
8111.603,7.61e-05,,405,405
8132.589,7.61e-05,,405,405
8158.743,7.61e-05,,405,405
8266.411,7.61e-05,,405,405
8283.421,7.61e-05,,405,405
8304.003,7.61e-05,,405,405
8325.631,7.61e-05,,405,405
8346.204,7.61e-05,,405,405
8372.13,7.62e-05,,405,405
8393.939,7.61e-05,,405,405
8424.638,7.61e-05,,405,405
8445.304,7.61e-05,,405,405
8471.273,7.61e-05,,405,405
8486.983,7.61e-05,,405,405
8507.581,7.61e-05,,405,405
8533.836,7.61e-05,,405,405
8549.675,7.61e-05,,405,405
8565.339,7.61e-05,,405,405
8656.586,7.62e-05,,405,405
8682.52,7.62e-05,,405,405
8703.145,7.62e-05,,405,405
8723.986,7.62e-05,,405,405
8749.237,7.62e-05,,405,405
8765.783,7.62e-05,,405,405
8782.063,7.62e-05,,405,405
8807.314,7.63e-05,,405,405
8828.888,7.63e-05,,405,405
8845.431,7.63e-05,,405,405
8866.344,7.63e-05,,405,405
8887.703,7.63e-05,,405,405
8914.539,7.63e-05,,405,405
9040.412,7.64e-05,,405,405
9066.836,7.64e-05,,405,405
9096.83,7.64e-05,,405,405
9113.059,7.64e-05,,405,405
9139.189,7.64e-05,,405,405
9160.61,7.64e-05,,405,405
9181.199,7.64e-05,,405,405
9202.247,7.64e-05,,405,405
9222.939,7.64e-05,,405,405
9253.71,7.64e-05,,405,405
9278.743,7.64e-05,,405,405
9294.674,7.64e-05,,405,405
9315.009,7.64e-05,,405,405
9346.051,7.64e-05,,405,405
9361.711,7.64e-05,,405,405
9456.175,7.64e-05,,405,405
9472.899,7.64e-05,,405,405
9494.183,7.64e-05,,405,405
9514.793,7.64e-05,,405,405
9530.808,7.64e-05,,405,405
9551.524,7.64e-05,,405,405
9577.399,7.65e-05,,405,405
9598.566,7.65e-05,,405,405
9619.664,7.65e-05,,405,405
9625.099,7.65e-05,,405,405
9651.907,7.65e-05,,405,405
9679.959,7.65e-05,,405,405
9700.839,7.65e-05,,405,405
9726.4,7.65e-05,,405,405
9746.817,7.65e-05,,405,405
9767.388,7.66e-05,,405,405
9826.08,7.66e-05,,405,405
9847.33,7.67e-05,,405,405
9863.796,7.67e-05,,405,405
9879.646,7.67e-05,,405,405
9895.892,7.67e-05,,405,405
9916.463,7.67e-05,,405,405
9937.465,7.66e-05,,405,405
9958.246,7.66e-05,,405,405
9974.203,7.67e-05,,405,405
9995.934,7.67e-05,,405,405
10012.15,7.67e-05,,405,405
10033.05,7.67e-05,,405,405
10054.03,7.67e-05,,405,405
10167.35,7.67e-05,,405,405
10188.33,7.67e-05,,405,405
10213.59,7.67e-05,,405,405
10244.59,7.67e-05,,405,405
10266.45,7.68e-05,,405,405
10286.78,7.68e-05,,405,405
10302.95,7.68e-05,,405,405
10328.97,7.67e-05,,405,405
10354.59,7.67e-05,,405,405
10375.31,7.67e-05,,405,405
10401.41,7.67e-05,,405,405
10423.14,7.67e-05,,405,405
10444.56,7.67e-05,,405,405
10571.27,7.68e-05,,405,405
10591.71,7.68e-05,,405,405
10617.32,7.68e-05,,405,405
10638.23,7.68e-05,,405,405
10659.01,7.69e-05,,405,405
10680.15,7.68e-05,,405,405
10701.53,7.68e-05,,405,405
10722.02,7.68e-05,,405,405
10747.47,7.68e-05,,405,405
10763.86,7.69e-05,,405,405
10789.55,7.69e-05,,405,405
10809.88,7.69e-05,,405,405
10835.53,7.69e-05,,405,405
10856.57,7.69e-05,,405,405
10878.74,7.69e-05,,405,405
10894.49,7.69e-05,,405,405
10920.64,7.7e-05,,405,405
10941.89,7.7e-05,,405,405
11083.82,7.7e-05,,405,405
11114.33,7.7e-05,,405,405
11135.62,7.7e-05,,405,405
11161.25,7.7e-05,,405,405
11191.89,7.7e-05,,405,405
11212.12,7.7e-05,,405,405
11232.77,7.71e-05,,405,405
11263.9,7.71e-05,,405,405
11290.17,7.71e-05,,405,405
11310.54,7.71e-05,,405,405
11331.12,7.71e-05,,405,405
11357.21,7.71e-05,,405,405
11389.85,7.71e-05,,405,405
11410.3,7.71e-05,,405,405
11426.71,7.71e-05,,405,405
11544.88,7.71e-05,,405,405
11565.93,7.72e-05,,405,405
11586.45,7.71e-05,,405,405
11607.17,7.72e-05,,405,405
11634.28,7.72e-05,,405,405
11659.73,7.72e-05,,405,405
11680.62,7.72e-05,,405,405
11702.35,7.72e-05,,405,405
11723.51,7.72e-05,,405,405
11750.53,7.72e-05,,405,405
11781.64,7.73e-05,,405,405
11808.7,7.72e-05,,405,405
11829.32,7.73e-05,,405,405
11850.87,7.72e-05,,405,405
11951.28,7.73e-05,,405,405
11975.42,7.73e-05,,405,405
12006.3,7.73e-05,,405,405
12027.63,7.73e-05,,405,405
12048.49,7.73e-05,,405,405
12064.59,7.73e-05,,405,405
12090.72,7.73e-05,,405,405
12121.44,7.73e-05,,405,405
12147.7,7.73e-05,,405,405
12164.06,7.74e-05,,405,405
12179.89,7.73e-05,,405,405
12196.08,7.74e-05,,405,405
12218.57,7.74e-05,,405,405
12240.97,7.74e-05,,405,405
12257.49,7.74e-05,,405,405
12323.46,7.74e-05,,405,405
12345.4,7.74e-05,,405,405
12365.89,7.74e-05,,405,405
12392.57,7.74e-05,,405,405
12408.24,7.74e-05,,405,405
12430.24,7.75e-05,,405,405
12452.36,7.75e-05,,405,405
12478.33,7.75e-05,,405,405
12499.53,7.74e-05,,405,405
12516.75,7.74e-05,,405,405
12532.79,7.74e-05,,405,405
12548.98,7.74e-05,,405,405
12565.03,7.74e-05,,405,405
12663.03,7.74e-05,,405,405
12685.14,7.74e-05,,405,405
12705.9,7.75e-05,,405,405
12721.67,7.75e-05,,405,405
12743.13,7.75e-05,,405,405
12764.21,7.76e-05,,405,405
12784.81,7.76e-05,,405,405
12805.72,7.77e-05,,405,405
12826.21,7.76e-05,,405,405
12851.94,7.77e-05,,405,405
12873.73,7.77e-05,,405,405
12894.55,7.78e-05,,405,405
12916.27,7.78e-05,,405,405
12936.83,7.78e-05,,405,405
12957.36,7.78e-05,,405,405
13049.16,7.79e-05,,405,405
13069.83,7.79e-05,,405,405
13090.9,7.8e-05,,405,405
13112.37,7.8e-05,,405,405
13133.66,7.8e-05,,405,405
13164.5,7.8e-05,,405,405
13184.88,7.8e-05,,405,405
13206.6,7.8e-05,,405,405
13222.37,7.81e-05,,405,405
13248.72,7.8e-05,,405,405
13269.01,7.8e-05,,405,405
13289.88,7.79e-05,,405,405
13306.12,7.79e-05,,405,405
13442.89,7.79e-05,,405,405
13464.03,7.79e-05,,405,405
13489.59,7.79e-05,,405,405
13516.21,7.78e-05,,405,405
13536.99,7.78e-05,,405,405
13559.19,7.78e-05,,405,405
13586.44,7.78e-05,,405,405
13607.53,7.79e-05,,405,405
13634.2,7.79e-05,,405,405
13655.08,7.79e-05,,405,405
13675.87,7.79e-05,,405,405
13697.4,7.79e-05,,405,405
13718.99,7.79e-05,,405,405
13734.72,7.79e-05,,405,405
13756.03,7.79e-05,,405,405
13777.16,7.79e-05,,405,405
13804.15,7.79e-05,,405,405
13829.52,7.79e-05,,405,405
13892.85,7.8e-05,,405,405
13913.38,7.8e-05,,405,405
13929.13,7.81e-05,,405,405
13949.86,7.81e-05,,405,405
13966.44,7.81e-05,,405,405
13982.92,7.81e-05,,405,405
14003.71,7.81e-05,,405,405
14024.62,7.81e-05,,405,405
14041.28,7.81e-05,,405,405
14067.21,7.81e-05,,405,405
14083.67,7.82e-05,,405,405
14104.96,7.83e-05,,405,405
14181.45,7.83e-05,,405,405
14197.32,7.82e-05,,405,405
14213.47,7.83e-05,,405,405
14230.29,7.82e-05,,405,405
14252.35,7.83e-05,,405,405
14283.83,7.83e-05,,405,405
14305.22,7.83e-05,,405,405
14316.3,7.83e-05,,405,405
14336.81,7.82e-05,,405,405
14357.47,7.82e-05,,405,405
14367.94,7.83e-05,,405,405
14389.47,7.83e-05,,405,405
14415.37,7.83e-05,,405,405
14505.51,7.83e-05,,405,405
14521.0,7.83e-05,,405,405
14542.21,7.83e-05,,405,405
14563.38,7.82e-05,,405,405
14585.93,7.82e-05,,405,405
14607.43,7.83e-05,,405,405
14623.72,7.82e-05,,405,405
14643.79,7.83e-05,,405,405
14676.18,7.82e-05,,405,405
14697.16,7.83e-05,,405,405
14722.2,7.83e-05,,405,405
14744.23,7.83e-05,,405,405
14760.44,7.82e-05,,405,405
14782.03,7.83e-05,,405,405
14862.72,7.84e-05,,405,405
14883.73,7.84e-05,,405,405
14899.7,7.84e-05,,405,405
14916.66,7.84e-05,,405,405
14937.39,7.84e-05,,405,405
14959.37,7.85e-05,,405,405
14985.46,7.85e-05,,405,405
14990.72,7.84e-05,,405,405
15023.04,7.84e-05,,405,405
15039.36,7.84e-05,,405,405
15056.41,7.84e-05,,405,405
15077.45,7.84e-05,,405,405
15099.28,7.84e-05,,405,405
15120.17,7.84e-05,,405,405
15141.29,7.84e-05,,405,405
15269.42,7.84e-05,,405,405
15289.77,7.84e-05,,405,405
15306.7,7.84e-05,,405,405
15332.42,7.84e-05,,405,405
15354.09,7.85e-05,,405,405
15375.27,7.85e-05,,405,405
15402.17,7.84e-05,,405,405
15427.47,7.84e-05,,405,405
15448.14,7.84e-05,,405,405
15469.22,7.84e-05,,405,405
15490.46,7.84e-05,,405,405
15511.72,7.84e-05,,405,405
15532.45,7.84e-05,,405,405
15548.3,7.84e-05,,405,405
15569.21,7.84e-05,,405,405
15594.45,7.85e-05,,405,405
15620.05,7.85e-05,,405,405
15641.1,7.84e-05,,405,405
15726.85,7.85e-05,,405,405
15749.07,7.85e-05,,405,405
15769.99,7.85e-05,,405,405
15786.19,7.86e-05,,405,405
15807.62,7.86e-05,,405,405
15824.23,7.85e-05,,405,405
15849.97,7.85e-05,,405,405
15870.75,7.86e-05,,405,405
15896.86,7.86e-05,,405,405
15918.64,7.86e-05,,405,405
15940.35,7.85e-05,,405,405
15961.87,7.86e-05,,405,405
15977.89,7.86e-05,,405,405
15999.41,7.85e-05,,405,405
16107.03,7.86e-05,,405,405
16137.32,7.86e-05,,405,405
16157.8,7.86e-05,,405,405
16178.58,7.86e-05,,405,405
16199.81,7.86e-05,,405,405
16225.46,7.87e-05,,405,405
16247.12,7.86e-05,,405,405
16263.41,7.86e-05,,405,405
16289.12,7.87e-05,,405,405
16309.95,7.87e-05,,405,405
16331.3,7.87e-05,,405,405
16352.89,7.86e-05,,405,405
16373.65,7.86e-05,,405,405
16399.72,7.86e-05,,405,405
16501.75,7.86e-05,,405,405
16522.93,7.86e-05,,405,405
16544.22,7.86e-05,,405,405
16566.53,7.86e-05,,405,405
16582.88,7.86e-05,,405,405
16609.05,7.86e-05,,405,405
16630.5,7.86e-05,,405,405
16646.57,7.86e-05,,405,405
16668.58,7.86e-05,,405,405
16690.01,7.86e-05,,405,405
16710.71,7.86e-05,,405,405
16726.85,7.86e-05,,405,405
16743.33,7.86e-05,,405,405
16769.34,7.86e-05,,405,405
16795.79,7.86e-05,,405,405
16869.01,7.86e-05,,405,405
16890.41,7.86e-05,,405,405
16911.69,7.86e-05,,405,405
16928.19,7.86e-05,,405,405
16944.44,7.86e-05,,405,405
16970.46,7.86e-05,,405,405
16991.21,7.86e-05,,405,405
17012.45,7.86e-05,,405,405
17033.24,7.86e-05,,405,405
17054.33,7.86e-05,,405,405
17075.66,7.86e-05,,405,405
17096.71,7.86e-05,,405,405
17208.64,7.87e-05,,405,405
17224.41,7.86e-05,,405,405
17245.75,7.87e-05,,405,405
17261.91,7.87e-05,,405,405
17284.33,7.87e-05,,405,405
17310.18,7.87e-05,,405,405
17330.86,7.87e-05,,405,405
17351.74,7.87e-05,,405,405
17378.77,7.87e-05,,405,405
17405.12,7.87e-05,,405,405
17431.63,7.86e-05,,405,405
17453.02,7.87e-05,,405,405
17469.53,7.86e-05,,405,405
17490.85,7.87e-05,,405,405
17511.75,7.87e-05,,405,405
17533.25,7.87e-05,,405,405
17696.01,7.87e-05,,405,405
17716.79,7.86e-05,,405,405
17739.24,7.86e-05,,405,405
17764.49,7.87e-05,,405,405
17790.54,7.86e-05,,405,405
17811.5,7.87e-05,,405,405
17827.87,7.87e-05,,405,405
17848.39,7.87e-05,,405,405
17864.58,7.87e-05,,405,405
17891.47,7.87e-05,,405,405
17917.41,7.87e-05,,405,405
17938.47,7.87e-05,,405,405
17964.54,7.87e-05,,405,405
17985.78,7.87e-05,,405,405
18017.28,7.87e-05,,405,405
18033.4,7.87e-05,,405,405
18059.15,7.87e-05,,405,405
18086.64,7.87e-05,,405,405
18107.46,7.87e-05,,405,405
18128.42,7.87e-05,,405,405
18149.83,7.87e-05,,405,405
18257.03,7.88e-05,,405,405
18277.61,7.88e-05,,405,405
18293.83,7.88e-05,,405,405
18315.08,7.87e-05,,405,405
18336.66,7.87e-05,,405,405
18357.32,7.87e-05,,405,405
18377.73,7.87e-05,,405,405
18403.16,7.87e-05,,405,405
18423.94,7.87e-05,,405,405
18444.59,7.87e-05,,405,405
18465.19,7.87e-05,,405,405
18485.74,7.88e-05,,405,405
18507.68,7.88e-05,,405,405
18529.33,7.87e-05,,405,405
18549.81,7.87e-05,,405,405
18571.72,7.87e-05,,405,405
18598.47,7.88e-05,,405,405
18709.83,7.88e-05,,405,405
18730.66,7.88e-05,,405,405
18751.45,7.88e-05,,405,405
18773.46,7.88e-05,,405,405
18793.91,7.88e-05,,405,405
18814.64,7.88e-05,,405,405
18840.57,7.88e-05,,405,405
18862.9,7.88e-05,,405,405
18889.47,7.88e-05,,405,405
18910.25,7.88e-05,,405,405
18926.43,7.89e-05,,405,405
18942.38,7.88e-05,,405,405
18968.1,7.89e-05,,405,405
19061.65,7.89e-05,,405,405
19081.76,7.89e-05,,405,405
19098.21,7.89e-05,,405,405
19124.07,7.89e-05,,405,405
19144.35,7.89e-05,,405,405
19160.14,7.89e-05,,405,405
19181.47,7.89e-05,,405,405
19197.73,7.89e-05,,405,405
19219.03,7.89e-05,,405,405
19239.38,7.89e-05,,405,405
19260.0,7.9e-05,,405,405
19275.65,7.9e-05,,405,405
19302.0,7.9e-05,,405,405
19323.0,7.9e-05,,405,405
19349.66,7.89e-05,,405,405
19442.23,7.89e-05,,405,405
19463.99,7.89e-05,,405,405
19485.12,7.89e-05,,405,405
19500.84,7.89e-05,,405,405
19522.0,7.89e-05,,405,405
19543.66,7.89e-05,,405,405
19570.85,7.89e-05,,405,405
19591.63,7.89e-05,,405,405
19612.42,7.89e-05,,405,405
19633.96,7.89e-05,,405,405
19651.17,7.89e-05,,405,405
19672.36,7.89e-05,,405,405
19688.86,7.89e-05,,405,405
19715.52,7.89e-05,,405,405
19737.74,7.9e-05,,405,405
19827.44,7.9e-05,,405,405
19843.34,7.9e-05,,405,405
19859.75,7.89e-05,,405,405
19881.14,7.89e-05,,405,405
19903.87,7.89e-05,,405,405
19925.65,7.89e-05,,405,405
19951.62,7.89e-05,,405,405
19973.85,7.9e-05,,405,405
19994.98,7.9e-05,,405,405
20015.76,7.9e-05,,405,405
20042.65,7.9e-05,,405,405
20166.99,7.9e-05,,405,405
20188.27,7.9e-05,,405,405
20204.13,7.9e-05,,405,405
20225.19,7.9e-05,,405,405
20246.42,7.9e-05,,405,405
20263.04,7.91e-05,,405,405
20288.84,7.91e-05,,405,405
20309.47,7.91e-05,,405,405
20325.77,7.91e-05,,405,405
20348.81,7.91e-05,,405,405
20369.37,7.91e-05,,405,405
20394.37,7.9e-05,,405,405
20416.08,7.91e-05,,405,405
20433.56,7.91e-05,,405,405
20454.62,7.91e-05,,405,405
20475.55,7.91e-05,,405,405
20506.76,7.91e-05,,405,405
20532.74,7.91e-05,,405,405
20553.07,7.91e-05,,405,405
20679.87,7.91e-05,,405,405
20705.81,7.91e-05,,405,405
20726.54,7.91e-05,,405,405
20748.24,7.91e-05,,405,405
20774.62,7.91e-05,,405,405
20796.64,7.91e-05,,405,405
20819.43,7.91e-05,,405,405
20846.8,7.91e-05,,405,405
20868.16,7.92e-05,,405,405
20889.92,7.91e-05,,405,405
20915.67,7.92e-05,,405,405
20936.85,7.92e-05,,405,405
20958.01,7.92e-05,,405,405
20975.37,7.91e-05,,405,405
20996.57,7.91e-05,,405,405
21022.95,7.91e-05,,405,405
21043.7,7.91e-05,,405,405
21136.85,7.91e-05,,405,405
21163.77,7.91e-05,,405,405
21179.51,7.91e-05,,405,405
21195.71,7.91e-05,,405,405
21231.49,7.91e-05,,405,405
21258.21,7.91e-05,,405,405
21274.11,7.91e-05,,405,405
21289.92,7.91e-05,,405,405
21310.89,7.92e-05,,405,405
21326.95,7.92e-05,,405,405
21347.67,7.92e-05,,405,405
21363.39,7.92e-05,,405,405
21498.49,7.92e-05,,405,405
21519.95,7.92e-05,,405,405
21546.26,7.92e-05,,405,405
21567.03,7.92e-05,,405,405
21588.57,7.92e-05,,405,405
21613.54,7.92e-05,,405,405
21639.88,7.92e-05,,405,405
21662.21,7.92e-05,,405,405
21683.72,7.92e-05,,405,405
21704.45,7.92e-05,,405,405
21725.15,7.92e-05,,405,405
21746.19,7.92e-05,,405,405
21767.09,7.92e-05,,405,405
21792.71,7.92e-05,,405,405
21814.35,7.92e-05,,405,405
21836.92,7.92e-05,,405,405
21859.66,7.92e-05,,405,405
21920.31,7.92e-05,,405,405
21937.13,7.92e-05,,405,405
21957.61,7.92e-05,,405,405
21973.7,7.92e-05,,405,405
21995.29,7.92e-05,,405,405
22016.0,7.92e-05,,405,405
22036.53,7.92e-05,,405,405
22057.35,7.93e-05,,405,405
22073.02,7.92e-05,,405,405
22089.71,7.92e-05,,405,405
22106.06,7.92e-05,,405,405
22126.69,7.92e-05,,405,405
22148.14,7.93e-05,,405,405
22236.27,7.93e-05,,405,405
