Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K)
1.0,8.76e-05,1.35e-09,440,440
2.452,8.76e-05,2.12e-09,440,440
3.878,8.76e-05,1.25e-09,440,440
5.263,8.76e-05,1.48e-09,440,440
6.691,8.76e-05,1.14e-09,440,440
8.05,8.76e-05,1.4e-09,440,440
9.478,8.76e-05,2.37e-09,440,440
10.882,8.76e-05,1.23e-09,440,440
12.521,8.76e-05,3.34e-09,440,440
14.029,8.76e-05,9.49e-10,440,440
15.423,8.76e-05,1.29e-09,440,440
16.805,8.76e-05,1.7e-09,440,440
18.193,8.76e-05,2.22e-09,440,440
19.582,8.76e-05,9.66e-10,440,440
21.053,8.76e-05,2.41e-09,440,440
22.516,8.76e-05,1.72e-09,440,440
23.896,8.76e-05,1.78e-09,440,440
25.269,8.76e-05,2.15e-09,440,440
26.817,8.76e-05,3.46e-09,440,440
28.406,8.77e-05,5.68e-10,440,440
29.997,8.77e-05,1.81e-09,440,440
31.512,8.77e-05,2.32e-09,440,440
33.112,8.77e-05,2.32e-09,440,440
34.684,8.77e-05,1.17e-09,440,440
36.073,8.77e-05,1.57e-09,440,440
37.446,8.77e-05,1.29e-09,440,440
38.979,8.77e-05,9.66e-10,440,440
40.421,8.77e-05,3.57e-09,440,440
41.984,8.77e-05,9.43e-10,440,440
43.412,8.77e-05,1.75e-09,440,440
44.815,8.77e-05,1.1e-09,440,440
46.155,8.77e-05,1.23e-09,440,440
47.543,8.77e-05,6.32e-10,440,440
48.932,8.77e-05,2.07e-09,440,440
50.392,8.77e-05,6.32e-10,440,440
51.851,8.77e-05,3.34e-09,440,440
53.289,8.77e-05,7.07e-10,440,440
54.688,8.77e-05,8.16e-10,440,440
56.108,8.77e-05,5.68e-10,440,440
57.483,8.77e-05,2.26e-09,440,440
58.937,8.77e-05,1.16e-09,440,440
60.448,8.77e-05,1.65e-09,440,440
62.011,8.78e-05,3.03e-09,440,440
63.566,8.78e-05,1.9e-09,440,440
65.127,8.78e-05,1.45e-09,440,440
66.559,8.78e-05,1.58e-09,440,440
67.971,8.78e-05,2.62e-09,440,440
69.327,8.78e-05,1.71e-09,440,440
70.899,8.78e-05,3.83e-09,440,440
72.537,8.78e-05,2.54e-09,440,440
74.027,8.78e-05,1.08e-09,440,440
75.453,8.78e-05,6.32e-10,440,440
76.9,8.78e-05,1.69e-09,440,440
78.302,8.78e-05,1.75e-09,440,440
79.768,8.78e-05,1.66e-09,440,440
81.137,8.78e-05,2.75e-09,440,440
82.589,8.78e-05,1.85e-09,440,440
84.039,8.78e-05,1.15e-09,440,440
85.461,8.78e-05,2.63e-09,440,440
86.842,8.78e-05,2.69e-09,440,440
88.249,8.79e-05,9.94e-10,440,440
89.678,8.79e-05,2.13e-09,440,440
91.08,8.79e-05,1.85e-09,440,440
92.495,8.79e-05,3.46e-09,440,440
94.006,8.79e-05,1.93e-09,440,440
95.456,8.79e-05,1.95e-09,440,440
96.964,8.79e-05,1.07e-09,440,440
98.373,8.79e-05,1.49e-09,440,440
100.029,8.79e-05,3.58e-09,440,440
101.559,8.79e-05,7.07e-10,440,440
102.987,8.79e-05,1.32e-09,440,440
104.42,8.79e-05,2.51e-09,440,440
105.798,8.79e-05,1.18e-09,440,440
107.131,8.79e-05,4.4e-09,440,440
108.537,8.79e-05,2e-09,440,440
109.935,8.79e-05,1.23e-09,440,440
111.251,8.79e-05,1.1e-09,440,440
112.659,8.79e-05,1.2e-09,440,440
114.106,8.79e-05,3.11e-09,440,440
115.572,8.79e-05,1.17e-09,440,440
117.141,8.79e-05,1.57e-09,440,440
118.489,8.79e-05,2.25e-09,440,440
119.914,8.8e-05,1.65e-09,440,440
121.357,8.8e-05,3.16e-10,440,440
122.724,8.8e-05,1.89e-09,440,440
124.142,8.8e-05,1.6e-09,440,440
125.498,8.8e-05,1.48e-09,440,440
126.875,8.8e-05,9.94e-10,440,440
128.347,8.8e-05,1.9e-09,440,440
129.755,8.8e-05,4.43e-09,440,440
131.14,8.8e-05,1.37e-09,440,440
132.663,8.8e-05,1.35e-09,440,440
134.221,8.8e-05,3.03e-09,440,440
135.622,8.8e-05,1.2e-09,440,440
137.084,8.8e-05,1.55e-09,440,440
138.588,8.8e-05,1.35e-09,440,440
140.055,8.8e-05,6.32e-10,440,440
141.421,8.8e-05,9.43e-10,440,440
142.861,8.81e-05,2.97e-09,440,440
144.36,8.8e-05,6.75e-10,440,440
145.776,8.81e-05,1.03e-09,440,440
147.19,8.81e-05,2.6e-09,440,440
148.598,8.81e-05,1.6e-09,440,440
149.995,8.81e-05,2.76e-09,440,440
151.349,8.81e-05,1.25e-09,440,440
152.746,8.81e-05,1.33e-09,440,440
154.203,8.81e-05,6.75e-10,440,440
155.59,8.81e-05,2.17e-09,440,440
156.979,8.81e-05,1.03e-09,440,440
158.338,8.81e-05,2.41e-09,440,440
159.811,8.81e-05,0.0,440,440
161.349,8.81e-05,2.5e-09,440,440
162.903,8.81e-05,2.28e-09,440,440
164.252,8.81e-05,2.67e-09,440,440
165.792,8.81e-05,2.3e-09,440,440
167.14,8.81e-05,2.13e-09,440,440
168.544,8.81e-05,1.14e-09,440,440
170.023,8.82e-05,1.66e-09,440,440
171.405,8.82e-05,1.26e-09,440,440
172.857,8.82e-05,2.08e-09,440,440
174.314,8.82e-05,1.17e-09,440,440
175.78,8.82e-05,2.12e-09,440,440
177.134,8.82e-05,1.35e-09,440,440
178.491,8.82e-05,1.84e-09,440,440
179.989,8.82e-05,9.49e-10,440,440
181.37,8.82e-05,1.07e-09,440,440
182.752,8.82e-05,1.83e-09,440,440
184.125,8.82e-05,5.68e-10,440,440
185.499,8.82e-05,2.45e-09,440,440
187.041,8.82e-05,1.9e-09,440,440
188.411,8.82e-05,1.48e-09,440,440
189.921,8.82e-05,2.57e-09,440,440
191.276,8.82e-05,1.14e-09,440,440
193.007,8.82e-05,1.43e-09,440,440
194.425,8.82e-05,1.51e-09,440,440
195.787,8.82e-05,1.32e-09,440,440
197.186,8.83e-05,6.99e-10,440,440
198.589,8.83e-05,1.65e-09,440,440
200.051,8.83e-05,1.07e-09,440,440
201.496,8.83e-05,3.68e-09,440,440
202.903,8.83e-05,3.53e-09,440,440
204.324,8.83e-05,1.2e-09,440,440
205.841,8.83e-05,4.22e-10,440,440
207.305,8.83e-05,9.49e-10,440,440
208.717,8.83e-05,1.2e-09,440,440
210.115,8.83e-05,1.81e-09,440,440
211.471,8.83e-05,1.76e-09,440,440
213.068,8.83e-05,1.9e-09,440,440
214.545,8.83e-05,2.88e-09,440,440
215.916,8.83e-05,1.55e-09,440,440
217.296,8.83e-05,2.45e-09,440,440
218.725,8.83e-05,1.07e-09,440,440
220.245,8.83e-05,2.32e-09,440,440
221.759,8.83e-05,2.15e-09,440,440
223.168,8.83e-05,1.43e-09,440,440
224.586,8.83e-05,1.26e-09,440,440
226.006,8.83e-05,8.5e-10,440,440
227.397,8.83e-05,2.64e-09,440,440
228.808,8.83e-05,1.94e-09,440,440
230.2,8.84e-05,9.94e-10,440,440
231.826,8.84e-05,1.77e-09,440,440
233.298,8.84e-05,3.56e-09,440,440
234.771,8.84e-05,9.19e-10,440,440
236.182,8.84e-05,3.24e-09,440,440
237.729,8.84e-05,1.49e-09,440,440
239.118,8.84e-05,9.49e-10,440,440
240.559,8.84e-05,6.28e-09,440,440
242.019,8.84e-05,1.2e-09,440,440
243.469,8.84e-05,7.89e-10,440,440
244.902,8.84e-05,2.22e-09,440,440
246.381,8.84e-05,1.18e-09,440,440
247.912,8.84e-05,8.76e-10,440,440
249.399,8.84e-05,2.11e-09,440,440
250.839,8.84e-05,5.16e-10,440,440
252.414,8.84e-05,1.58e-09,440,440
253.852,8.84e-05,2.86e-09,440,440
255.242,8.84e-05,8.23e-10,440,440
256.691,8.84e-05,9.66e-10,440,440
258.108,8.84e-05,3.56e-09,440,440
259.484,8.85e-05,1.16e-09,440,440
260.921,8.85e-05,3.01e-09,440,440
262.407,8.85e-05,6.99e-10,440,440
263.756,8.85e-05,3.5e-09,440,440
265.121,8.85e-05,9.66e-10,440,440
266.526,8.85e-05,1.2e-09,440,440
267.924,8.85e-05,2.11e-09,440,440
269.346,8.85e-05,1.63e-09,440,440
270.903,8.85e-05,1.78e-09,440,440
272.262,8.85e-05,1.16e-09,440,440
273.764,8.85e-05,2.11e-09,440,440
275.205,8.85e-05,1.77e-09,440,440
276.579,8.85e-05,8.43e-10,440,440
277.964,8.85e-05,1.55e-09,440,440
279.407,8.85e-05,2.96e-09,440,440
281.012,8.85e-05,1.4e-09,440,440
282.384,8.85e-05,8.43e-10,440,440
283.846,8.86e-05,2.51e-09,440,440
285.208,8.86e-05,9.66e-10,440,440
286.685,8.86e-05,1.07e-09,440,440
288.055,8.86e-05,8.5e-10,440,440
289.437,8.86e-05,1.16e-09,440,440
290.914,8.86e-05,1.03e-09,440,440
292.286,8.86e-05,2.45e-09,440,440
293.8,8.86e-05,1.75e-09,440,440
295.27,8.86e-05,2.42e-09,440,440
296.661,8.86e-05,2.12e-09,440,440
298.106,8.86e-05,2.37e-09,440,440
299.412,8.86e-05,5.68e-10,440,440
300.847,8.86e-05,2.83e-09,440,440
302.22,8.86e-05,9.43e-10,440,440
303.669,8.86e-05,1.58e-09,440,440
305.062,8.86e-05,1.18e-09,440,440
306.447,8.86e-05,3.71e-09,440,440
307.908,8.86e-05,8.76e-10,440,440
309.276,8.86e-05,6.32e-10,440,440
310.681,8.86e-05,1.51e-09,440,440
312.104,8.86e-05,1.17e-09,440,440
313.587,8.86e-05,1.07e-09,440,440
315.201,8.87e-05,4.83e-10,440,440
316.636,8.87e-05,1.58e-09,440,440
318.156,8.87e-05,9.66e-10,440,440
319.543,8.87e-05,2.79e-09,440,440
320.942,8.87e-05,1.84e-09,440,440
322.259,8.87e-05,1.14e-09,440,440
323.699,8.87e-05,1.7e-09,440,440
325.108,8.87e-05,6.99e-10,440,440
326.585,8.87e-05,2.11e-09,440,440
328.017,8.87e-05,2.57e-09,440,440
329.428,8.87e-05,1.85e-09,440,440
330.806,8.87e-05,3.46e-09,440,440
332.155,8.87e-05,1.14e-09,440,440
333.542,8.87e-05,1.34e-09,440,440
335.13,8.87e-05,3.69e-09,440,440
336.513,8.87e-05,1.06e-09,440,440
337.94,8.87e-05,2.62e-09,440,440
339.331,8.87e-05,1.62e-09,440,440
340.905,8.87e-05,1.34e-09,440,440
342.289,8.87e-05,1.43e-09,440,440
343.706,8.88e-05,1.51e-09,440,440
345.097,8.88e-05,6.32e-10,440,440
346.48,8.88e-05,1.97e-09,440,440
347.855,8.88e-05,1.83e-09,440,440
349.239,8.88e-05,2.62e-09,440,440
350.624,8.88e-05,1.76e-09,440,440
352.08,8.88e-05,7.38e-10,440,440
353.463,8.88e-05,9.43e-10,440,440
354.819,8.88e-05,8.23e-10,440,440
356.22,8.88e-05,1.06e-09,440,440
357.594,8.88e-05,1.9e-09,440,440
358.992,8.88e-05,3.57e-09,440,440
360.459,8.88e-05,3.37e-09,440,440
361.842,8.88e-05,1.57e-09,440,440
363.279,8.88e-05,9.66e-10,440,440
364.725,8.88e-05,1.27e-09,440,440
366.083,8.88e-05,1.37e-09,440,440
367.487,8.88e-05,9.19e-10,440,440
368.857,8.88e-05,1.25e-09,440,440
370.243,8.88e-05,9.94e-10,440,440
371.774,8.88e-05,1.7e-09,440,440
373.163,8.88e-05,2.9e-09,440,440
374.558,8.88e-05,2.42e-09,440,440
375.978,8.89e-05,1.14e-09,440,440
377.378,8.89e-05,6.32e-10,440,440
378.855,8.89e-05,2.73e-09,440,440
380.225,8.89e-05,9.94e-10,440,440
381.617,8.89e-05,2.53e-09,440,440
383.177,8.89e-05,1.85e-09,440,440
384.599,8.89e-05,1.51e-09,440,440
385.994,8.89e-05,2.31e-09,440,440
387.409,8.89e-05,4.83e-10,440,440
388.754,8.89e-05,1.49e-09,440,440
390.161,8.89e-05,1.23e-09,440,440
391.555,8.89e-05,7.89e-10,440,440
393.132,8.89e-05,2.08e-09,440,440
394.582,8.89e-05,1.94e-09,440,440
396.022,8.89e-05,2.51e-09,440,440
397.426,8.89e-05,1.16e-09,440,440
399.045,8.89e-05,2.21e-09,440,440
400.477,8.89e-05,1.43e-09,440,440
402.006,8.89e-05,1.99e-09,440,440
403.541,8.89e-05,3.17e-09,440,440
