Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K)
7181.14,0.0001608576,1.521111e-08,440.0,440.0
7198.11,0.0001608612,1.32732e-08,440.0,440.0
7215.27,0.0001608529,1.085715e-08,440.0,440.0
7231.95,0.0001608839,3.770779e-08,440.0,440.0
7249.05,0.0001609532,1.967401e-08,440.0,440.0
7265.95,0.0001621955,7.092234e-07,440.0,440.0
7282.69,0.0001618798,1.553925e-07,440.0,440.0
7299.37,0.0001617985,5.781628e-08,440.01,440.0
7316.12,0.0001617372,4.469352e-08,440.0,440.0
7332.97,0.0001617491,8.608136e-09,440.0,440.0
7349.73,0.0001617722,1.073727e-08,439.99,440.0
7366.58,0.0001618639,3.210556e-08,440.01,440.0
7383.72,0.0001618637,1.492984e-08,440.0,440.0
7400.56,0.0001618798,2.324172e-08,440.0,440.0
7417.31,0.0001619587,2.033087e-08,440.0,440.0
7434.2,0.0001619719,1.927837e-08,440.0,440.0
7450.99,0.0001619898,1.104335e-08,440.0,440.0
7467.85,0.0001620415,3.127743e-08,440.0,440.0
7484.84,0.0001618259,1.939596e-07,440.01,440.0
7501.79,0.000161457,8.520433e-08,440.0,440.0
7518.72,0.0001614767,9.455751e-08,439.99,440.0
7535.86,0.0001615158,6.969266e-08,440.0,440.0
7552.85,0.0001615045,3.519233e-08,440.01,440.0
7569.74,0.0001614143,1.284999e-08,440.0,440.0
7586.85,0.000161336,2.037428e-08,440.0,440.0
7603.76,0.0001613296,3.55409e-08,440.01,440.0
7620.93,0.0001612223,5.826577e-08,440.0,440.0
7637.95,0.0001619868,6.346267e-07,439.99,440.0
7654.71,0.0001625779,2.730268e-07,440.0,440.0
7671.89,0.0001624553,2.631552e-07,440.0,440.0
7688.87,0.0001623834,1.600897e-07,440.0,440.0
7705.75,0.0001621915,1.47756e-07,440.0,440.0
7722.54,0.0001626534,2.139591e-07,440.0,440.0
7739.93,0.0001628536,7.304215e-08,440.01,440.0
7756.96,0.0001627324,8.074129e-08,440.0,440.0
7774.16,0.0001629584,4.690226e-08,440.0,440.0
7791.38,0.0001629113,6.635435e-08,440.0,440.0
7808.48,0.0001627605,1.279785e-07,439.99,440.0
7825.79,0.0001627662,1.731453e-07,440.0,440.0
7843.02,0.0001627237,1.035192e-07,440.0,440.0
7860.28,0.0001625641,7.770807e-08,439.99,440.0
7877.3,0.0001629221,1.537302e-07,440.0,440.0
7894.29,0.0001626788,2.797029e-07,440.0,440.0
7911.19,0.0001630678,8.489575e-08,440.0,440.0
7928.04,0.0001633471,3.84634e-08,440.0,440.0
7945.0,0.0001634798,6.51985e-08,440.0,440.0
7962.49,0.0001634118,7.649808e-08,440.01,440.0
7979.71,0.0001631048,1.436677e-07,439.99,440.0
7996.65,0.0001629717,1.528929e-07,439.99,440.0
8013.57,0.0001630675,9.891102e-08,440.01,440.0
8031.39,0.0001629442,6.429412e-08,440.0,440.0
8048.19,0.0001628126,3.141196e-08,440.0,440.0
8065.14,0.0001626681,1.147223e-07,440.0,440.0
8082.14,0.000162565,7.79102e-08,440.0,440.0
8099.46,0.0001623846,1.246856e-07,440.0,440.0
8116.68,0.000162612,1.106546e-08,439.99,440.0
8133.61,0.0001625598,2.799921e-08,440.0,440.0
8150.71,0.0001625943,1.358144e-08,440.0,440.0
8167.69,0.0001625987,2.361755e-08,440.0,440.0
8184.8,0.0001625885,3.805624e-08,440.0,440.0
8202.46,0.0001626578,2.519171e-08,439.99,440.0
8219.44,0.0001626496,3.57031e-08,440.0,440.0
