Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Conductivity_(S/cm),Delta_T
844.355,9.24e-05,3.11e-09,450,450,0.0009239999999999,1.0
399.112,8.92e-05,3.41e-09,450,450,0.000892,1.167714884695405
225.921,8.78e-05,2.77e-09,450,450,0.000878,1.241090146749874
517.966,9.01e-05,3.2e-09,450,450,0.0009009999999999,1.120545073375199
248.633,8.8e-05,4.07e-09,450,450,0.0008799999999999,1.2306079664569027
711.912,9.15e-05,9.43e-10,450,450,0.000915,1.0471698113202061
760.958,9.19e-05,1.4e-09,450,450,0.000919,1.026205450733215
265.822,8.82e-05,6.11e-09,450,450,0.000882,1.2201257861628831
932.198,9.3e-05,4.77e-09,450,450,0.0009299999999999,0.9685534591195137
884.685,9.27e-05,4.95e-09,450,450,0.000927,0.984276729559233
851.948,9.25e-05,2.63e-09,450,450,0.000925,0.9947589098527282
257.885,8.81e-05,3.69e-09,450,450,0.000881,1.225366876309631
654.87,9.11e-05,2.57e-09,450,450,0.000911,1.068134171907197
618.567,9.09e-05,2.62e-09,450,450,0.000909,1.078616352200693
798.719,9.21e-05,1.29e-09,450,450,0.000921,1.0157232704397192
385.727,8.91e-05,2.73e-09,450,450,0.000891,1.172955974842153
344.565,8.88e-05,2.27e-09,450,450,0.000888,1.1886792452823962
154.174,8.73e-05,4.06e-09,450,450,0.000873,1.267295597483613
261.231,8.81e-05,1.69e-09,450,450,0.000881,1.225366876309631
892.484,9.28e-05,8.43e-10,450,450,0.000928,0.9790356394124851
744.249,9.18e-05,4.59e-09,450,450,0.000918,1.031446540879963
393.252,8.91e-05,1.77e-09,450,450,0.000891,1.172955974842153
148.242,8.73e-05,4.85e-09,450,450,0.000873,1.267295597483613
718.057,9.16e-05,1.84e-09,450,450,0.000916,1.0419287211734582
895.56,9.28e-05,3.33e-09,450,450,0.000928,0.9790356394124851
396.188,8.92e-05,5.66e-09,450,450,0.000892,1.167714884695405
989.407,9.34e-05,3.34e-09,450,450,0.0009339999999999,0.9475890985325226
812.832,9.22e-05,1.97e-09,450,450,0.000922,1.010482180292972
273.76,8.82e-05,8.76e-10,450,450,0.000882,1.2201257861628831
762.527,9.19e-05,2.46e-09,450,450,0.000919,1.026205450733215
357.996,8.89e-05,2.63e-09,450,450,0.000889,1.1834381551356483
662.407,9.12e-05,2.98e-09,450,450,0.0009119999999999,1.0628930817609736
563.419,9.04e-05,3.77e-09,450,450,0.000904,1.1048218029344319
253.215,8.81e-05,1.07e-09,450,450,0.000881,1.225366876309631
981.63,9.34e-05,3.44e-09,450,450,0.0009339999999999,0.9475890985325226
827.74,9.23e-05,3.5e-09,450,450,0.000923,1.005241090146224
186.815,8.76e-05,3.27e-09,450,450,0.000876,1.2515723270433694
463.522,8.97e-05,1.84e-09,450,450,0.000897,1.141509433961666
956.65,9.32e-05,1.79e-09,450,450,0.000932,0.9580712788254939
270.394,8.82e-05,3.65e-09,450,450,0.000882,1.2201257861628831
992.505,9.34e-05,2.91e-09,450,450,0.0009339999999999,0.9475890985325226
448.102,8.96e-05,1.43e-09,450,450,0.000896,1.146750524108414
953.189,9.32e-05,2.51e-09,450,450,0.000932,0.9580712788254939
381.258,8.91e-05,4.52e-09,450,450,0.000891,1.172955974842153
141.952,8.72e-05,5.12e-09,450,450,0.000872,1.2725366876303603
579.646,9.06e-05,6.75e-10,450,450,0.000906,1.094339622640936
864.239,9.26e-05,2.88e-09,450,450,0.000926,0.9895178197059809
759.53,9.19e-05,2.2e-09,450,450,0.000919,1.026205450733215
363.991,8.89e-05,1.96e-09,450,450,0.000889,1.1834381551356483
559.002,9.04e-05,2.37e-09,450,450,0.000904,1.1048218029344319
702.879,9.15e-05,2.84e-09,450,450,0.000915,1.0471698113202061
406.695,8.92e-05,2.99e-09,450,450,0.000892,1.167714884695405
353.497,8.88e-05,4.88e-09,450,450,0.000888,1.1886792452823962
830.723,9.24e-05,3.37e-09,450,450,0.0009239999999999,1.0
684.291,9.13e-05,1.17e-09,450,450,0.000913,1.057651991613702
507.639,9e-05,2.88e-09,450,450,0.0009,1.125786163521423
425.128,8.94e-05,2.59e-09,450,450,0.000894,1.1572327044019093
679.858,9.13e-05,2.06e-09,450,450,0.000913,1.057651991613702
365.564,8.89e-05,5.66e-09,450,450,0.000889,1.1834381551356483
819.414,9.23e-05,4.62e-09,450,450,0.000923,1.005241090146224
629.213,9.09e-05,3.19e-09,450,450,0.000909,1.078616352200693
501.726,9e-05,2.26e-09,450,450,0.0009,1.125786163521423
644.406,9.11e-05,5.38e-09,450,450,0.000911,1.068134171907197
268.852,8.82e-05,2.2e-09,450,450,0.000882,1.2201257861628831
520.976,9.01e-05,4.08e-09,450,450,0.0009009999999999,1.120545073375199
978.27,9.33e-05,8.23e-10,450,450,0.000933,0.952830188678746
833.786,9.24e-05,2.99e-09,450,450,0.0009239999999999,1.0
322.621,8.86e-05,3.03e-09,450,450,0.000886,1.199161425575892
251.69,8.8e-05,5.01e-09,450,450,0.0008799999999999,1.2306079664569027
426.674,8.94e-05,4.79e-09,450,450,0.000894,1.1572327044019093
930.519,9.3e-05,2.21e-09,450,450,0.0009299999999999,0.9685534591195137
262.743,8.81e-05,4.14e-09,450,450,0.000881,1.225366876309631
152.73,8.73e-05,4.25e-09,450,450,0.000873,1.267295597483613
310.019,8.85e-05,3.74e-09,450,450,0.0008849999999999,1.2044025157231637
533.496,9.02e-05,2.5e-09,450,450,0.000902,1.1153039832279272
412.514,8.93e-05,3.16e-09,450,450,0.000893,1.1624737945486572
297.093,8.84e-05,2.22e-09,450,450,0.0008839999999999,1.2096436058699116
557.497,9.04e-05,4.47e-09,450,450,0.000904,1.1048218029344319
280.001,8.83e-05,3.62e-09,450,450,0.000883,1.214884696016135
267.369,8.82e-05,3.51e-09,450,450,0.000882,1.2201257861628831
698.078,9.14e-05,1.73e-09,450,450,0.000914,1.052410901466954
567.775,9.05e-05,9.19e-10,450,450,0.000905,1.099580712787684
933.794,9.3e-05,1.23e-09,450,450,0.0009299999999999,0.9685534591195137
259.686,8.81e-05,3.07e-09,450,450,0.000881,1.225366876309631
739.233,9.17e-05,4.18e-09,450,450,0.000917,1.0366876310267108
938.29,9.31e-05,1.06e-09,450,450,0.000931,0.9633123689722419
553.064,9.04e-05,9.94e-10,450,450,0.000904,1.1048218029344319
480.422,8.98e-05,2.67e-09,450,450,0.000898,1.1362683438149181
627.722,9.09e-05,2.99e-09,450,450,0.000909,1.078616352200693
431.308,8.94e-05,4.22e-09,450,450,0.000894,1.1572327044019093
