Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Conductivity_(S/cm),Delta_T
16.606,0.0001582126,2.214197e-08,440.0,440.0,0.001582126,1.0
33.128,0.0001582611,1.772287e-08,440.0,440.0,0.0015826109999999,0.9932700580037747
49.767,0.0001581655,5.138796e-08,440.0,440.0,0.001581655,1.006535675630674
66.629,0.0001582193,2.759247e-08,439.98,440.0,0.001582193,0.9990702966724966
82.83,0.0001582717,2.512215e-08,440.0,440.0,0.001582717,0.9917991840812606
99.324,0.0001582121,1.281045e-07,440.0,440.0,0.001582121,1.000069380845339
116.07,0.0001580859,5.20031e-08,440.0,440.0,0.001580859,1.0175811062081996
132.736,0.0001580831,4.475228e-08,439.99,440.0,0.001580831,1.0179696389420825
149.492,0.0001580704,5.940857e-08,439.99,440.0,0.001580704,1.0197319124136217
166.328,0.0001582698,4.398687e-08,440.0,440.0,0.001582698,0.9920628312935379
183.533,0.0001581592,8.068567e-08,439.99,440.0,0.001581592,1.0074098742819106
200.458,0.0001582924,9.101673e-08,439.99,440.0,0.001582924,0.9889268170843395
217.522,0.0001583533,6.23147e-08,439.99,440.0,0.0015835329999999,0.9804762301237759
234.333,0.000158475,5.231316e-08,439.99,440.0,0.0015847499999999,0.9635889323689405
251.22,0.0001584923,4.921845e-08,439.99,440.0,0.001584923,0.96118835511892
268.265,0.0001584951,7.123272e-08,439.99,440.0,0.001584951,0.960799822385037
285.138,0.000158381,8.890444e-08,440.0,440.0,0.00158381,0.9766325312907634
301.806,0.0001583411,9.978471e-08,439.99,440.0,0.001583411,0.9821691227485921
319.233,0.0001582972,6.553845e-08,439.99,440.0,0.001582972,0.9882607609691133
335.803,0.0001582925,6.635134e-08,440.0,440.0,0.0015829249999999,0.9889129409166607
352.339,0.0001583753,1.802437e-07,439.99,440.0,0.001583753,0.9774234729275952
369.236,0.0001586127,4.842646e-08,440.0,440.0,0.001586127,0.9444814475619601
386.073,0.0001587142,1.956073e-08,440.0,440.0,0.001587142,0.9303971359587069
402.598,0.0001587658,2.738532e-08,439.99,440.0,0.001587658,0.9232370327200076
419.477,0.0001587939,2.315863e-08,440.0,440.0,0.001587939,0.9193378292121123
