Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Conductivity_(S/cm),Delta_T
1.003,3.28e-05,,400.0,400.0,0.0003279999999999,1.0
4.266,3.29e-05,,400.0,400.0,0.000329,0.9967426710094462
8.139,3.29e-05,,400.0,400.0,0.000329,0.9967426710094462
11.734,3.29e-05,,400.0,400.0,0.000329,0.9967426710094462
15.024,3.29e-05,,400.0,400.0,0.000329,0.9967426710094462
18.228,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
21.516,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
24.761,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
28.202,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
31.426,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
35.141,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
38.806,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
41.996,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
45.707,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
49.398,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
52.918,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
56.684,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
59.859,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
63.502,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
67.247,3.3e-05,,400.0,400.0,0.00033,0.9934853420192182
70.692,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
74.088,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
77.344,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
80.585,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
83.999,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
87.67,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
91.042,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
94.771,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
98.45,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
205.425,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
593.277,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
685.651,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
354.824,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
648.231,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
970.584,3.42e-05,,400.0,400.0,0.0003419999999999,0.9543973941368078
756.359,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
460.505,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
132.853,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
742.64,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
185.621,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
477.825,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
434.117,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
807.232,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
924.798,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
569.569,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
369.243,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
122.189,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
817.413,3.4e-05,,400.0,400.0,0.00034,0.960912052116938
721.236,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
258.116,3.33e-05,,400.0,400.0,0.000333,0.9837133550485341
516.266,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
167.01,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
307.434,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
994.264,3.42e-05,,400.0,400.0,0.0003419999999999,0.9543973941368078
579.461,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
871.799,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
261.535,3.33e-05,,400.0,400.0,0.000333,0.9837133550485341
644.976,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
154.052,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
916.452,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
889.283,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
711.359,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
215.296,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
555.704,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
536.147,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
696.75,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
136.762,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
495.597,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
437.281,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
492.186,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
834.076,3.4e-05,,400.0,400.0,0.00034,0.960912052116938
188.886,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
861.388,3.4e-05,,400.0,400.0,0.00034,0.960912052116938
675.532,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
163.745,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
392.94,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
582.794,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
376.121,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
678.852,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
484.895,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
773.916,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
714.833,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
830.771,3.4e-05,,400.0,400.0,0.00034,0.960912052116938
328.33,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
157.37,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
291.337,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
963.884,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
399.525,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
882.294,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
617.814,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
732.151,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
232.911,3.33e-05,,400.0,400.0,0.000333,0.9837133550485341
332.401,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
586.006,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
335.603,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
893.124,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
362.703,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
957.248,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
938.854,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
450.622,3.35e-05,,400.0,400.0,0.000335,0.977198697068078
810.382,3.4e-05,,400.0,400.0,0.00034,0.960912052116938
412.661,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
977.183,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
573.045,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
385.8,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
539.301,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
529.71,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
589.57,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
339.511,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
108.943,3.31e-05,,400.0,400.0,0.0003309999999999,0.9902280130293158
607.176,3.37e-05,,400.0,400.0,0.000337,0.9706840390876221
505.678,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
631.907,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
735.766,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
635.076,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
967.302,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
498.911,3.36e-05,,400.0,400.0,0.000336,0.9739413680778501
201.954,3.32e-05,,400.0,400.0,0.000332,0.9869706840387622
777.239,3.39e-05,,400.0,400.0,0.000339,0.9641693811071661
707.509,3.38e-05,,400.0,400.0,0.000338,0.9674267100973941
420.637,3.34e-05,,400.0,400.0,0.000334,0.9804560260583062
953.994,3.41e-05,,400.0,400.0,0.000341,0.9576547231267101
