Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Unnamed: 5,Unnamed: 6,Conductivity_(S/cm),Delta_T
5525.533,0.0001251914,5.059644e-09,430.01,430.01,,,0.001251914,0.539455349309295
4553.345,0.0001248196,1.336829e-08,430.0,430.0,,,0.0012481959999999,0.5714359441939477
2641.964,0.0001237997,8.920015e-09,430.0,430.0,,,0.001237997,0.659163240379157
3681.663,0.0001243724,1.088526e-08,430.01,430.01,,,0.001243724,0.6099021142631041
3990.722,0.000124541,1.413428e-08,430.01,430.01,,,0.00124541,0.5953998864594271
5670.702,0.0001252188,7.254118e-09,430.0,430.0,,,0.001252188,0.5370985222522324
81241.5,0.0001287537,2.036364e-08,429.99,429.99,,,0.001287537,0.23304202721533113
96207.6,0.0001291083,1.683284e-08,430.02,430.02,,,0.001291083,0.20254090041115516
59476.7,0.0001285219,1.386001e-08,430.01,430.01,,,0.001285219,0.2529804400557384
11291.02,0.0001263214,6.46701e-09,430.0,430.0,,,0.001263214,0.44225773710196387
44987.9,0.0001299703,7.925353e-08,430.01,430.01,,,0.001299703,0.12839546525830559
10623.0,0.0001263663,3.192717e-08,430.02,430.02,,,0.001263663,0.43839563728947767
69393.17,0.0001288041,4.799873e-08,430.0,430.0,,,0.001288041,0.2287068416797128
88359.29,0.0001291482,1.817691e-08,429.99,429.99,,,0.001291482,0.1991088785287892
97377.82,0.000128912,1.254326e-08,430.0,430.0,,,0.00128912,0.21942575994770325
99565.85,0.0001284043,9.092732e-09,430.0,430.0,,,0.001284043,0.2630958729721836
77993.77,0.0001285727,1.931637e-08,430.01,430.01,,,0.001285727,0.24861084828570987
81774.6,0.0001287262,6.151748e-08,430.0,430.0,,,0.001287262,0.23540745583099715
70370.48,0.000128704,3.775359e-08,430.0,430.0,,,0.00128704,0.23731700184073434
36291.76,0.0001265206,7.501111e-09,430.0,430.0,,,0.0012652059999999,0.42512343236680433
40063.13,0.0001263317,6.912951e-09,430.0,430.0,,,0.001263317,0.4413717765659148
53195.79,0.0001306938,1.544021e-08,430.0,430.0,,,0.001306938,0.06616318876980612
27587.91,0.0001266116,1.803823e-08,430.01,430.01,,,0.001266116,0.4172960140377433
14477.1,0.0001301735,1.181571e-08,430.0,430.0,,,0.001301735,0.11091709817818964
28974.56,0.0001265672,3.869482e-08,430.0,430.0,,,0.001265672,0.4211151060572177
57248.89,0.0001313822,1.118332e-08,430.0,430.0,,,0.001313822,0.006950059350753745
70751.62,0.0001285804,1.272967e-08,429.99,429.99,,,0.001285804,0.24794852827332348
10437.91,0.0001262595,4.624812e-09,430.0,430.0,,,0.001262595,0.44758210187686004
10493.15,0.0001262915,6.311365e-09,430.0,430.0,,,0.001262915,0.44482960312408565
57332.26,0.000131463,1.866667e-08,430.0,430.0,,,0.00131463,-0.0
20065.58,0.0001263129,8.543353e-09,430.01,430.01,,,0.001263129,0.44298886958316885
99909.55,0.0001283707,3.378379e-08,430.0,430.0,,,0.0012837069999999,0.265985996663455
19913.66,0.0001263752,3.32666e-09,430.01,430.01,,,0.001263752,0.4376300985738625
98546.25,0.0001286212,1.103328e-08,429.99,429.99,,,0.001286212,0.2444390923635373
40484.48,0.0001264055,1.207615e-08,430.0,430.0,,,0.0012640549999999,0.4350238263181885
15542.85,0.0001290992,7.299924e-09,430.01,430.01,,,0.001290992,0.20332364224397545
14699.82,0.0001299422,1.595994e-07,430.0,430.0,,,0.001299422,0.13081250322558508
44275.56,0.0001265009,7.218033e-09,430.0,430.0,,,0.0012650089999999,0.4268179394114823
48112.27,0.0001301658,1.458157e-08,430.0,430.0,,,0.001301658,0.11157941819057604
70989.7,0.0001284871,2.127309e-08,429.99,429.99,,,0.001284871,0.2559737824493806
92901.81,0.0001290161,8.582281e-09,430.0,430.0,,,0.001290161,0.21047153744258515
80057.0,0.000128852,8.969083e-09,430.0,430.0,,,0.00128852,0.22458669510915372
20178.0,0.0001263037,1.550663e-08,430.0,430.0,,,0.0012630369999999,0.4437802129754506
15431.79,0.000129201,2.396757e-08,430.0,430.0,,,0.00129201,0.1945672555867133
93276.73,0.0001290607,8.097325e-09,430.0,430.0,,,0.001290607,0.20663524230590566
42033.03,0.0001264691,1.600312e-08,430.01,430.01,,,0.0012646909999999,0.4295532350470517
38597.51,0.0001262137,2.10082e-08,430.01,430.01,,,0.001262137,0.45152161571676835
57031.92,0.0001312633,9.888826e-09,430.0,430.0,,,0.001312633,0.017177312529031215
65336.2,0.0001279925,5.522681e-09,430.0,430.0,,,0.001279925,0.2985170912969441
47591.48,0.0001300356,1.202035e-08,430.0,430.0,,,0.001300356,0.12277864749092628
16927.63,0.0001288749,5.673613e-08,430.0,430.0,,,0.001288749,0.22261693818919956
13715.42,0.0001302679,8.102812e-09,430.0,430.0,,,0.001302679,0.10279722685750717
17768.0,0.0001286966,1.071033e-08,430.01,430.01,,,0.0012869659999999,0.237953517178172
69733.11,0.000128756,1.416569e-08,429.99,429.99,,,0.00128756,0.23284419136747517
41725.57,0.0001264928,4.442222e-09,430.0,430.0,,,0.001264928,0.42751466565741725
43463.38,0.0001264547,9.615381e-09,430.0,430.0,,,0.001264547,0.43079185948493914
29584.95,0.0001266677,8.260347e-09,430.0,430.0,,,0.001266677,0.4124705396617878
64069.34,0.0001278438,5.846176e-09,430.0,430.0,,,0.0012784379999999,0.31130760893959963
81280.74,0.000128771,1.086278e-08,430.01,430.01,,,0.0012877099999999,0.2315539575779724
33264.08,0.0001266071,1.129848e-08,429.99,429.99,,,0.001266071,0.41768308417485356
80944.76,0.0001287886,6.963396e-09,430.0,430.0,,,0.001287886,0.23004008326308728
71388.95,0.0001286709,1.281882e-08,430.0,430.0,,,0.001286709,0.2401641177381341
90138.89,0.0001289258,1.112355e-08,430.0,430.0,,,0.001289258,0.21823874486056943
73912.01,0.0001285293,4.571652e-09,430.0,430.0,,,0.0012852929999999,0.25234392472001854
70150.99,0.0001287313,5.657836e-09,430.0,430.0,,,0.001287313,0.23496877634227342
60933.86,0.0001278588,3.545514e-08,430.0,430.0,,,0.001278588,0.3100173751483772
19444.91,0.0001264779,9.631545e-09,430.0,430.0,,,0.001264779,0.4287962978891783
53000.18,0.00013067,1.168094e-08,430.0,430.0,,,0.0013067,0.06821035971718044
20967.41,0.0001264672,1.486084e-08,430.0,430.0,,,0.0012646719999999,0.4297166646604974
22686.3,0.0001265118,6.124632e-09,430.0,430.0,,,0.001265118,0.4258803695229581
22268.85,0.0001264471,6.871034e-09,430.0,430.0,,,0.001264471,0.43144557793872207
76978.97,0.0001284845,1.882817e-08,430.01,430.01,,,0.001284845,0.2561974229730433
71753.17,0.0001286931,4.998889e-09,430.0,430.0,,,0.0012869309999999,0.23825457172925674
64585.98,0.0001279613,2.496664e-09,430.0,430.0,,,0.001279613,0.3012007775808981
22798.36,0.0001264991,5.586691e-09,430.0,430.0,,,0.001264991,0.42697276746546475
79684.78,0.0001288137,7.211873e-09,430.0,430.0,,,0.001288137,0.22788109205388066
97597.81,0.000128787,1.250778e-08,430.0,430.0,,,0.00128787,0.23017770820072628
55266.27,0.0001303382,9.126275e-09,430.0,430.0,,,0.001303382,0.09675033116000575
89177.36,0.0001290193,9.695933e-09,430.0,430.0,,,0.001290193,0.21019628756730716
11868.9,0.0001301994,2.972167e-08,429.99,429.99,,,0.001301994,0.10868929450016447
32327.3,0.0001266318,9.964381e-09,430.0,430.0,,,0.0012663179999999,0.41555849920091514
48054.07,0.0001301499,1.623063e-08,429.99,429.99,,,0.001301499,0.11294706600836071
84585.42,0.0001288262,1.15931e-08,430.0,430.0,,,0.001288262,0.22680589722857725
91380.86,0.0001287862,1.079918e-08,430.0,430.0,,,0.0012878619999999,0.23024652067040655
77739.48,0.0001283776,1.262449e-08,429.99,429.99,,,0.001283776,0.2653924891190292
16532.49,0.0001287681,9.971788e-08,430.0,430.0,,,0.001287681,0.23180340277658384
94291.46,0.0001290868,8.879439e-09,430.0,430.0,,,0.001290868,0.2043902355106754
93818.37,0.000129105,2.270095e-08,430.0,430.0,,,0.00129105,0.2028247518450348
59850.13,0.0001279603,3.943222e-08,430.0,430.0,,,0.001279603,0.30128679316692175
53860.87,0.0001313429,4.532598e-09,430.0,430.0,,,0.001313429,0.010330471881504388
53587.73,0.0001306567,2.605144e-08,429.99,429.99,,,0.001306567,0.06935436701130243
61956.23,0.0001275311,3.842742e-09,430.0,430.0,,,0.001275311,0.33820468268850434
29566.1,0.0001266722,1.170755e-08,430.0,430.0,,,0.001266722,0.4120834695246775
10159.8,0.0001262088,9.077445e-09,430.01,430.01,,,0.001262088,0.451943092088287
41238.4,0.0001264807,5.9264e-09,430.0,430.0,,,0.001264807,0.4285554542483105
54312.74,0.0001307961,5.506562e-09,430.01,430.01,,,0.001307961,0.05736379431953026
31613.7,0.000126624,5.142416e-09,430.0,430.0,,,0.00126624,0.41622942077104336
26344.31,0.0001264714,2.245588e-08,429.99,429.99,,,0.001264714,0.4293553991983359
98425.25,0.0001285804,1.021111e-08,430.0,430.0,,,0.001285804,0.24794852827332348
35491.64,0.000126533,1.984383e-08,430.0,430.0,,,0.0012653299999999,0.4240568391001044
67916.88,0.0001282628,1.474072e-08,430.0,430.0,,,0.001282628,0.27526707839460474
62308.47,0.0001275402,5.613476e-09,430.0,430.0,,,0.001275402,0.337421940855684
39001.44,0.0001260589,6.081849e-09,430.0,430.0,,,0.001260589,0.4648368284333133
55757.71,0.0001303273,2.920445e-08,430.0,430.0,,,0.001303273,0.09768790104767018
17749.06,0.0001286466,2.766948e-08,430.0,430.0,,,0.001286466,0.24225429647852212
22515.52,0.0001264561,6.52261e-09,430.0,430.0,,,0.001264561,0.4306714376645052
88458.3,0.0001290831,1.491792e-08,430.0,430.0,,,0.001290831,0.20470849317896336
26306.61,0.0001264436,3.382373e-08,430.01,430.01,,,0.0012644359999999,0.43174663249066847
56166.74,0.0001306179,1.938184e-08,430.0,430.0,,,0.001306179,0.07269177174904123
32270.37,0.0001266226,4.477102e-09,430.0,430.0,,,0.001266226,0.4163498425914772
12522.76,0.0001303759,1.186451e-08,430.0,430.0,,,0.0013037589999999,0.09350754356775395
94086.06,0.0001291598,1.91009e-08,430.01,430.01,,,0.001291598,0.19811109773090968
74896.85,0.0001283698,9.600926e-09,430.01,430.01,,,0.001283698,0.2660634106900172
22021.43,0.0001264757,6.945022e-09,430.01,430.01,,,0.001264757,0.4289855321784307
13344.26,0.00013043,2.268627e-08,430.01,430.01,,,0.0013043,0.08885410036298597
29508.16,0.0001266843,5.518655e-09,430.0,430.0,,,0.001266843,0.41104268093378615
18277.2,0.0001280127,2.869011e-08,430.0,430.0,,,0.0012801269999999,0.2967795764601141
23985.93,0.0001264571,1.125907e-08,430.0,430.0,,,0.001264571,0.43058542207848155
29238.91,0.0001266866,8.044322e-09,430.0,430.0,,,0.001266866,0.4108448450859302
64269.2,0.0001278682,7.842902e-09,430.0,430.0,,,0.001278682,0.30920882863975013
43540.27,0.0001264752,1.378244e-08,430.01,430.01,,,0.001264752,0.4290285399714426
28347.25,0.000126583,6.51494e-09,430.01,430.01,,,0.00126583,0.4197560597980365
83379.61,0.0001287389,7.665942e-09,430.0,430.0,,,0.001287389,0.2343150578884905
92731.48,0.0001290241,2.181462e-08,430.0,430.0,,,0.001290241,0.20978341275439202
47376.29,0.0001294356,5.309363e-08,430.0,430.0,,,0.001294356,0.17438799910543826
82073.15,0.0001287101,8.033956e-09,430.0,430.0,,,0.001287101,0.23679230676598692
25212.96,0.0001265594,9.59398e-09,430.01,430.01,,,0.0012655939999999,0.4217860276290674
97557.63,0.0001288096,6.883152e-09,430.01,430.01,,,0.001288096,0.22823375595657885
23759.81,0.0001264668,1.323967e-08,429.99,429.99,,,0.001264668,0.4297510708940459
89468.74,0.0001290505,1.57286e-08,430.0,430.0,,,0.001290505,0.20751260128335314
24326.01,0.0001265195,7.230337e-09,430.0,430.0,,,0.001265195,0.4252180495105717
74012.39,0.0001285739,4.532598e-09,430.0,430.0,,,0.001285739,0.2485076295824811
92043.0,0.0001289192,6.033241e-09,430.0,430.0,,,0.001289192,0.2188064477283287
80076.34,0.0001288218,7.390685e-09,430.0,430.0,,,0.0012882179999999,0.22718436580794388
43559.69,0.0001264778,8.879439e-09,430.0,430.0,,,0.001264778,0.4288048994477799
74032.53,0.0001285463,1.407954e-08,430.0,430.0,,,0.001285463,0.25088165975674875
51363.44,0.0001302572,1.175725e-07,430.01,430.01,,,0.001302572,0.10371759362796461
14439.84,0.0001301377,4.893317e-08,430.01,430.01,,,0.001301377,0.11399645615785554
10548.86,0.0001262766,5.581716e-09,430.0,430.0,,,0.001262766,0.4461112353558466
62190.68,0.0001275068,3.705851e-09,430.0,430.0,,,0.0012750679999999,0.3402948614297522
44485.85,0.0001265643,1.29876e-08,430.0,430.0,,,0.001265643,0.4213645512566871
59398.18,0.000128657,3.972125e-08,430.0,430.0,,,0.00128657,0.2413597343838714
38635.76,0.0001261989,1.021383e-08,430.0,430.0,,,0.001261989,0.45279464638992584
45917.34,0.0001289716,2.96018e-08,430.0,430.0,,,0.001289716,0.21429923102066115
11474.73,0.0001263015,7.820912e-09,430.0,430.0,,,0.001263015,0.44396944726384513
32593.31,0.0001266143,3.917199e-09,430.0,430.0,,,0.001266143,0.417063771955479
36469.54,0.0001264355,1.767138e-08,430.0,430.0,,,0.001264355,0.43244335873660344
29872.3,0.0001266601,6.100091e-09,430.0,430.0,,,0.001266601,0.41312425811557074
63830.29,0.0001278926,8.643559e-09,430.0,430.0,,,0.0012789259999999,0.30711004834162037
93535.7,0.0001290189,1.144504e-08,430.01,430.01,,,0.001290189,0.21023069380171738
38769.8,0.0001261249,4.794673e-09,429.99,429.99,,,0.001261249,0.45915979975571525
19971.8,0.0001263889,1.502923e-08,430.0,430.0,,,0.0012638889999999,0.4364516850461901
92234.87,0.00012892,1.10353e-08,430.01,430.01,,,0.0012892,0.21873763525951012
91071.51,0.000128889,1.306395e-08,430.0,430.0,,,0.00128889,0.221404118426259
29834.76,0.0001265972,6.338594e-09,430.0,430.0,,,0.001265972,0.4185346384764924
32536.03,0.000126595,9.404491e-09,430.0,430.0,,,0.0012659499999999,0.4187238727666047
78329.85,0.0001284418,1.144844e-08,429.99,429.99,,,0.001284418,0.2598702884962752
25533.28,0.0001264896,1.171134e-08,430.0,430.0,,,0.001264896,0.4277899155326953
41898.53,0.0001264377,1.341682e-08,429.99,429.99,,,0.001264377,0.43225412444735095
42710.61,0.0001263681,2.868778e-08,430.0,430.0,,,0.001263681,0.43824080923463354
53489.97,0.0001304392,9.323066e-08,430.0,430.0,,,0.001304392,0.08806275697156404
40562.34,0.000126411,1.206464e-08,430.0,430.0,,,0.00126411,0.43455074059419657
42535.33,0.0001264139,1.767264e-08,429.99,429.99,,,0.001264139,0.4343012953947253
36548.01,0.0001264621,7.680422e-09,430.0,430.0,,,0.0012646209999999,0.4301553441492193
44197.13,0.00012648,1.746743e-08,430.0,430.0,,,0.0012648,0.42861566515852745
61758.03,0.0001275592,1.438981e-08,430.01,430.01,,,0.001275592,0.33578764472122297
33187.58,0.0001266002,8.954204e-09,430.01,430.01,,,0.001266002,0.4182765917184195
26457.5,0.0001264264,9.686187e-09,430.01,430.01,,,0.001264264,0.43322610056942373
15524.36,0.0001291064,1.961405e-08,429.99,429.99,,,0.001291064,0.2027043300246009
74454.48,0.0001285581,1.032204e-08,430.01,430.01,,,0.001285581,0.24986667584166228
10233.17,0.0001262292,5.977736e-09,430.01,430.01,,,0.001262292,0.4501883741333939
72853.75,0.0001283713,1.460632e-08,430.0,430.0,,,0.001283713,0.26593438731098173
20609.75,0.0001264528,1.60125e-08,430.0,430.0,,,0.001264528,0.4309552890983849
26757.23,0.0001265493,1.160508e-08,430.01,430.01,,,0.001265493,0.42265478504705156
60777.9,0.0001280016,4.317458e-08,430.0,430.0,,,0.001280016,0.2977343494641238
26494.79,0.000126505,4.060925e-08,430.0,430.0,,,0.00126505,0.42646527550792246
93598.96,0.0001290901,1.683548e-08,430.01,430.01,,,0.001290901,0.20410638407679577
86238.77,0.0001291458,9.51957e-09,430.0,430.0,,,0.001291458,0.19931531593524676
35700.05,0.0001265445,9.698224e-09,430.0,430.0,,,0.001265445,0.4230676598599667
99225.85,0.0001284703,6.515793e-09,430.0,430.0,,,0.0012847029999999,0.2574188442954472
32516.95,0.0001265713,6.464433e-09,430.0,430.0,,,0.001265713,0.42076244215451947
98304.69,0.0001286612,8.310636e-09,430.0,430.0,,,0.001286612,0.2409984689225697
17020.79,0.0001289156,4.047825e-08,429.99,429.99,,,0.001289156,0.21911610383801502
60402.31,0.0001280276,1.458462e-08,430.0,430.0,,,0.001280276,0.29549794422749515
80569.48,0.0001288363,2.311805e-09,430.0,430.0,,,0.001288363,0.22593713980973326
38100.3,0.0001264083,1.066719e-08,430.0,430.0,,,0.001264083,0.43478298267646087
52901.47,0.0001306875,3.033608e-08,430.0,430.0,,,0.0013068749999999,0.06670508696261848
88219.01,0.0001291436,6.131884e-09,430.0,430.0,,,0.001291436,0.1995045502245011
56621.26,0.0001310445,9.466315e-09,430.01,430.01,,,0.001310445,0.03599752275112323
99989.55,0.0001283566,1.495326e-08,430.0,430.0,,,0.001283566,0.2671988164255357
23212.88,0.0001265323,1.240116e-08,430.0,430.0,,,0.001265323,0.42411705000946154
49643.81,0.0001301461,9.58529e-09,430.01,430.01,,,0.0013014609999999,0.11327392523611202
52470.74,0.0001293533,2.268651e-08,430.01,430.01,,,0.001293533,0.18146708183522936
49545.47,0.0001301383,5.229192e-09,430.0,430.0,,,0.001301383,0.11394484680624208
58181.64,0.0001312471,1.292242e-08,430.0,430.0,,,0.001312471,0.01857076502262261
60738.33,0.0001279253,6.254776e-09,430.0,430.0,,,0.001279253,0.3042973386777691
29777.31,0.0001265927,4.424189e-08,430.0,430.0,,,0.001265927,0.41892170861360084
78702.33,0.0001290095,4.089281e-09,430.0,430.0,,,0.001290095,0.2110392403103444
12823.06,0.0001303946,3.18336e-08,430.01,430.01,,,0.001303946,0.09189905210824166
86400.72,0.0001290926,1.529125e-08,429.99,429.99,,,0.001290926,0.2038913451117347
21852.69,0.0001264581,8.089087e-09,430.0,430.0,,,0.001264581,0.430499406492456
67302.5,0.000128015,1.24811e-08,430.0,430.0,,,0.00128015,0.2965817406113983
86136.91,0.0001290965,1.05119e-08,430.01,430.01,,,0.0012909649999999,0.20355588432709962
62700.98,0.0001279678,4.871687e-09,430.0,430.0,,,0.0012796779999999,0.3006416762726003
50655.32,0.0001301881,1.17516e-08,430.0,430.0,,,0.001301881,0.10966127062223724
78192.49,0.0001284045,9.466315e-09,430.01,430.01,,,0.001284045,0.26307866985497846
79506.86,0.0001288541,1.037572e-08,430.0,430.0,,,0.001288541,0.22440606237850286
68673.71,0.0001284767,7.616503e-09,430.0,430.0,,,0.001284767,0.25686834454403135
44773.43,0.0001299905,7.42043e-08,430.0,430.0,,,0.001299905,0.12665795042061576
80510.47,0.0001288499,5.15213e-09,430.0,430.0,,,0.001288499,0.22476732783980455
83888.91,0.0001286246,1.604992e-08,430.01,430.01,,,0.001286246,0.24414663937105419
25137.43,0.0001265483,4.6916e-09,430.0,430.0,,,0.001265483,0.42274080063307523
91909.84,0.0001289254,2.679635e-08,430.02,430.02,,,0.001289254,0.21827315109497777
85363.98,0.0001290319,1.558097e-08,429.99,429.99,,,0.001290319,0.2091124911834021
59830.35,0.0001280357,3.043043e-08,430.0,430.0,,,0.001280357,0.29480121798069847
19991.13,0.0001263681,5.130519e-09,430.0,430.0,,,0.001263681,0.43824080923463354
96872.35,0.0001290652,1.49874e-08,430.0,430.0,,,0.001290652,0.20624817216879726
14291.78,0.0001301915,1.506468e-08,429.99,429.99,,,0.0013019149999999,0.10936881763061397
94044.52,0.0001291486,1.161608e-08,429.99,429.99,,,0.001291486,0.19907447229438083
48843.77,0.0001301784,1.108753e-08,430.0,430.0,,,0.001301784,0.11049562180667101
96729.8,0.0001291175,9.800794e-09,430.0,430.0,,,0.0012911749999999,0.20174955702059308
98926.75,0.0001285461,7.279347e-09,430.0,430.0,,,0.001285461,0.25089886287395385
93028.13,0.0001290652,1.953231e-08,430.0,430.0,,,0.001290652,0.20624817216879726
53938.69,0.0001313231,3.645835e-08,430.01,430.01,,,0.001313231,0.012033580484784007
60541.11,0.0001279844,8.30261e-09,430.0,430.0,,,0.0012798439999999,0.2992138175445987
63512.62,0.0001278256,1.542869e-08,430.0,430.0,,,0.001278256,0.3128730926043804
91031.19,0.0001288444,6.07728e-09,430.01,430.01,,,0.001288444,0.2252404135629385
25797.36,0.0001264663,1.079146e-08,430.0,430.0,,,0.001264663,0.42979407868705777
27721.17,0.0001265984,5.211099e-09,430.0,430.0,,,0.001265984,0.41843141977326365
21155.41,0.0001264794,4.15938e-08,430.0,430.0,,,0.001264794,0.42866727451014086
19088.94,0.0001262808,1.546897e-08,430.0,430.0,,,0.0012628079999999,0.4457499698954048
61443.27,0.0001275844,8.66923e-09,430.0,430.0,,,0.001275844,0.33362005195341476
16607.94,0.0001288175,8.494606e-08,430.0,430.0,,,0.001288175,0.2275542328269892
89198.02,0.0001290188,9.715966e-09,429.99,429.99,,,0.001290188,0.210239295360319
82232.18,0.0001287438,1.302817e-08,430.01,430.01,,,0.001287438,0.23389358151697187
69213.01,0.0001286386,1.705677e-08,430.0,430.0,,,0.001286386,0.24294242116671527
87974.24,0.0001291064,7.07421e-09,430.0,430.0,,,0.001291064,0.2027043300246009
60992.72,0.0001278957,2.447243e-08,430.0,430.0,,,0.0012789569999999,0.306843400024944
94635.96,0.0001291175,8.31665e-09,430.0,430.0,,,0.0012911749999999,0.20174955702059308
59359.29,0.0001286833,7.447751e-08,430.0,430.0,,,0.001286833,0.23909752447143415
42612.35,0.000126431,5.270463e-09,430.0,430.0,,,0.00126431,0.4328304288737118
92461.29,0.0001289456,1.154893e-08,429.99,429.99,,,0.001289456,0.2165356362572898
72452.33,0.00012842,9.15302e-09,430.01,430.01,,,0.0012841999999999,0.2617454282724639
61227.79,0.0001278138,4.032314e-08,430.0,430.0,,,0.001278138,0.31388807651946504
23702.3,0.0001264681,2.378141e-09,430.0,430.0,,,0.001264681,0.42963925063221553
12933.32,0.0001303565,8.695465e-09,430.01,430.01,,,0.001303565,0.09517624593576351
90345.69,0.000128915,1.643168e-08,430.0,430.0,,,0.00128915,0.21916771318963035
18692.53,0.0001261622,7.43565e-09,430.0,430.0,,,0.001261622,0.4559514183970138
25552.16,0.000126486,9.404491e-09,429.99,429.99,,,0.00126486,0.4280995716423816
25816.05,0.0001264871,1.729772e-08,430.0,430.0,,,0.001264871,0.42800495449775444
89824.16,0.0001290032,1.69496e-08,430.01,430.01,,,0.001290032,0.21158113850229693
51422.49,0.0001300008,1.909508e-08,430.01,430.01,,,0.0013000079999999,0.12577198988542648
65851.85,0.0001275635,9.276613e-09,430.0,430.0,,,0.001275635,0.33541777770131964
26532.47,0.0001264788,1.475579e-08,430.0,430.0,,,0.001264788,0.4287188838617562
58907.33,0.0001303629,6.701816e-08,430.0,430.0,,,0.001303629,0.09462574618520937
99929.55,0.0001283365,9.857315e-09,429.99,429.99,,,0.001283365,0.2689277297046221
