Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Conductivity_(S/cm),Delta_T
1.003,7.58e-05,,420,420,0.000758,1.0
3.176,7.58e-05,,420,420,0.000758,1.0
5.521,7.58e-05,,420,420,0.000758,1.0
7.731,7.58e-05,,420,420,0.000758,1.0
9.963,7.59e-05,,420,420,0.000759,0.9972600487711318
12.15,7.59e-05,,420,420,0.000759,0.9972600487711318
14.363,7.59e-05,,420,420,0.000759,0.9972600487711318
16.641,7.58e-05,,420,420,0.000758,1.0
18.917,7.59e-05,,420,420,0.000759,0.9972600487711318
21.103,7.59e-05,,420,420,0.000759,0.9972600487711318
23.397,7.6e-05,,420,420,0.00076,0.9945200975422637
25.846,7.6e-05,,420,420,0.00076,0.9945200975422637
28.028,7.6e-05,,420,420,0.00076,0.9945200975422637
30.224,7.61e-05,,420,420,0.000761,0.9917801463133957
32.479,7.61e-05,,420,420,0.000761,0.9917801463133957
34.749,7.61e-05,,420,420,0.000761,0.9917801463133957
37.145,7.61e-05,,420,420,0.000761,0.9917801463133957
39.308,7.62e-05,,420,420,0.000762,0.9890401950845276
41.506,7.61e-05,,420,420,0.000761,0.9917801463133957
43.77,7.63e-05,,420,420,0.000763,0.9863002438556593
45.996,7.62e-05,,420,420,0.000762,0.9890401950845276
48.238,7.63e-05,,420,420,0.000763,0.9863002438556593
50.537,7.64e-05,,420,420,0.000764,0.9835602926267911
52.94,7.65e-05,,420,420,0.000765,0.9808203413979233
55.203,7.65e-05,,420,420,0.000765,0.9808203413979233
57.356,7.65e-05,,420,420,0.000765,0.9808203413979233
59.635,7.64e-05,,420,420,0.000764,0.9835602926267911
61.86,7.65e-05,,420,420,0.000765,0.9808203413979233
64.136,7.66e-05,,420,420,0.000766,0.978080390169055
66.387,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
68.613,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
70.872,7.66e-05,,420,420,0.000766,0.978080390169055
73.161,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
75.321,7.66e-05,,420,420,0.000766,0.978080390169055
77.566,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
79.826,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
82.283,7.68e-05,,420,420,0.000768,0.9726004877113187
84.579,7.68e-05,,420,420,0.000768,0.9726004877113187
86.848,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
89.02,7.67e-05,,420,420,0.0007669999999999,0.9753404389404607
91.216,7.68e-05,,420,420,0.000768,0.9726004877113187
93.489,7.69e-05,,420,420,0.0007689999999999,0.9698605364827246
96.243,7.69e-05,,420,420,0.0007689999999999,0.9698605364827246
99.075,7.69e-05,,420,420,0.0007689999999999,0.9698605364827246
478.166,8.06e-05,,420,420,0.000806,0.8684823410143301
178.806,7.79e-05,,420,420,0.000779,0.9424610241937694
136.442,7.74e-05,,420,420,0.000774,0.9561607803381101
899.47,8.33e-05,,420,420,0.000833,0.7945036578348906
234.645,7.85e-05,,420,420,0.000785,0.9260213168205605
522.883,8.08e-05,,420,420,0.000808,0.8630024385565936
278.53,7.89e-05,,420,420,0.000789,0.9150615119050881
377.933,7.97e-05,,420,420,0.000797,0.8931419020741431
745.999,8.24e-05,,420,420,0.000824,0.8191632188947038
394.074,7.99e-05,,420,420,0.000799,0.8876619996164068
724.61,8.22e-05,,420,420,0.000822,0.8246431213524399
192.896,7.8e-05,,420,420,0.00078,0.9397210729649013
646.336,8.18e-05,,420,420,0.0008179999999999,0.8356029262681866
230.117,7.84e-05,,420,420,0.000784,0.9287612680494288
419.192,8.01e-05,,420,420,0.000801,0.8821820971586707
562.731,8.11e-05,,420,420,0.000811,0.8547825848699894
716.425,8.22e-05,,420,420,0.000822,0.8246431213524399
623.067,8.16e-05,,420,420,0.000816,0.8410828287256487
909.111,8.34e-05,,420,420,0.0008339999999999,0.7917637066062964
336.867,7.94e-05,,420,420,0.000794,0.9013617557607474
123.081,7.71e-05,,420,420,0.000771,0.9643806340247144
545.902,8.1e-05,,420,420,0.00081,0.8575225360988575
268.979,7.87e-05,,420,420,0.000787,0.9205414143628242
798.305,8.27e-05,,420,420,0.000827,0.8109433652080992
933.154,8.35e-05,,420,420,0.000835,0.7890237553771542
551.102,8.11e-05,,420,420,0.000811,0.8547825848699894
607.145,8.15e-05,,420,420,0.000815,0.8438227799545169
489.268,8.06e-05,,420,420,0.000806,0.8684823410143301
444.536,8.04e-05,,420,420,0.000804,0.8739622434720661
990.568,8.38e-05,,420,420,0.000838,0.7808039016905499
160.089,7.77e-05,,420,420,0.000777,0.9479409266515055
352.483,7.95e-05,,420,420,0.0007949999999999,0.8986218045321535
199.646,7.8e-05,,420,420,0.00078,0.9397210729649013
996.385,8.39e-05,,420,420,0.000839,0.7780639504616818
455.522,8.04e-05,,420,420,0.000804,0.8739622434720661
366.586,7.97e-05,,420,420,0.000797,0.8931419020741431
248.22,7.86e-05,,420,420,0.000786,0.9232813655916924
153.446,7.76e-05,,420,420,0.000776,0.9506808778803737
