Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Conductivity_(S/cm),Delta_T
1.003,6.45e-05,,405,405,0.000645,1.0
20.146,6.47e-05,,405,405,0.000647,0.9911894273127752
36.085,6.48e-05,,405,405,0.000648,0.9867841409691627
57.546,6.49e-05,,405,405,0.000649,0.9823788546255507
79.299,6.5e-05,,405,405,0.00065,0.9779735682819383
179.932,6.54e-05,,405,405,0.000654,0.960352422907489
206.571,6.56e-05,,405,405,0.0006559999999999,0.9515418502207045
227.551,6.57e-05,,405,405,0.000657,0.9471365638766517
243.404,6.57e-05,,405,405,0.000657,0.9471365638766517
259.975,6.58e-05,,405,405,0.000658,0.9427312775330398
281.53,6.59e-05,,405,405,0.000659,0.9383259911894273
297.914,6.59e-05,,405,405,0.000659,0.9383259911894273
308.205,6.59e-05,,405,405,0.000659,0.9383259911894273
329.546,6.6e-05,,405,405,0.00066,0.9339207048458148
350.784,6.61e-05,,405,405,0.0006609999999999,0.9295154185026432
372.055,6.61e-05,,405,405,0.0006609999999999,0.9295154185026432
387.902,6.62e-05,,405,405,0.0006619999999999,0.9251101321590308
413.941,6.62e-05,,405,405,0.0006619999999999,0.9251101321590308
435.311,6.64e-05,,405,405,0.000664,0.9162995594713655
461.701,6.65e-05,,405,405,0.000665,0.9118942731277531
482.644,6.66e-05,,405,405,0.000666,0.9074889867841407
509.68,6.66e-05,,405,405,0.000666,0.9074889867841407
636.163,6.72e-05,,405,405,0.000672,0.881057268722467
660.038,6.72e-05,,405,405,0.000672,0.881057268722467
684.649,6.74e-05,,405,405,0.000674,0.8722466960352421
721.622,6.75e-05,,405,405,0.000675,0.8678414096916297
746.167,6.76e-05,,405,405,0.000676,0.8634361233480177
780.915,6.78e-05,,405,405,0.000678,0.8546255506607928
813.943,6.79e-05,,405,405,0.0006789999999999,0.8502202643176212
837.343,6.8e-05,,405,405,0.00068,0.845814977973568
885.656,6.81e-05,,405,405,0.000681,0.8414096916299559
908.396,6.82e-05,,405,405,0.000682,0.8370044052863436
929.466,6.83e-05,,405,405,0.000683,0.8325991189427311
955.836,6.83e-05,,405,405,0.000683,0.8325991189427311
1738.418,7.04e-05,,405,405,0.000704,0.7400881057268722
9472.899,7.64e-05,,405,405,0.000764,0.4757709251101321
3132.22,7.25e-05,,405,405,0.000725,0.6475770925110134
6366.543,7.55e-05,,405,405,0.000755,0.5154185022026431
2638.895,7.17e-05,,405,405,0.000717,0.682819383259912
9113.059,7.64e-05,,405,405,0.000764,0.4757709251101321
8682.52,7.62e-05,,405,405,0.000762,0.48458149779735693
5971.444,7.55e-05,,405,405,0.000755,0.5154185022026431
6771.851,7.58e-05,,405,405,0.000758,0.5022026431718062
6398.375,7.55e-05,,405,405,0.000755,0.5154185022026431
3167.811,7.25e-05,,405,405,0.000725,0.6475770925110134
1300.418,6.93e-05,,405,405,0.000693,0.7885462555066076
9700.839,7.65e-05,,405,405,0.000765,0.4713656387665201
4525.985,7.42e-05,,405,405,0.000742,0.5726872246696033
8266.411,7.61e-05,,405,405,0.000761,0.48898678414096935
4731.855,7.46e-05,,405,405,0.0007459999999999,0.5550660792955949
4211.403,7.39e-05,,405,405,0.000739,0.5859030837004406
5090.413,7.48e-05,,405,405,0.000748,0.5462555066079297
3192.2,7.25e-05,,405,405,0.000725,0.6475770925110134
8486.983,7.61e-05,,405,405,0.000761,0.48898678414096935
4120.694,7.37e-05,,405,405,0.000737,0.594713656387665
4836.986,7.47e-05,,405,405,0.000747,0.5506607929515416
9619.664,7.65e-05,,405,405,0.000765,0.4713656387665201
6521.196,7.55e-05,,405,405,0.000755,0.5154185022026431
1206.36,6.91e-05,,405,405,0.000691,0.7973568281938326
4146.225,7.37e-05,,405,405,0.000737,0.594713656387665
8090.352,7.61e-05,,405,405,0.000761,0.48898678414096935
9826.08,7.66e-05,,405,405,0.000766,0.4669603524229077
5536.187,7.53e-05,,405,405,0.000753,0.5242290748898679
9767.388,7.66e-05,,405,405,0.000766,0.4669603524229077
5724.43,7.53e-05,,405,405,0.000753,0.5242290748898679
9222.939,7.64e-05,,405,405,0.000764,0.4757709251101321
2841.683,7.2e-05,,405,405,0.00072,0.6696035242290747
3373.654,7.27e-05,,405,405,0.000727,0.6387665198237885
8549.675,7.61e-05,,405,405,0.000761,0.48898678414096935
8828.888,7.63e-05,,405,405,0.000763,0.4801762114537445
6023.582,7.56e-05,,405,405,0.0007559999999999,0.5110132158594715
7910.959,7.6e-05,,405,405,0.00076,0.49339207048458134
2414.172,7.12e-05,,405,405,0.000712,0.7048458149779737
4353.238,7.41e-05,,405,405,0.000741,0.5770925110132158
2023.992,7.09e-05,,405,405,0.000709,0.7180616740088105
2340.959,7.11e-05,,405,405,0.0007109999999999,0.7092511013220265
5803.909,7.54e-05,,405,405,0.000754,0.5198237885462555
5997.008,7.55e-05,,405,405,0.000755,0.5154185022026431
4195.523,7.38e-05,,405,405,0.000738,0.5903083700440527
3042.312,7.24e-05,,405,405,0.000724,0.6519823788546254
8471.273,7.61e-05,,405,405,0.000761,0.48898678414096935
2403.46,7.12e-05,,405,405,0.000712,0.7048458149779737
3884.834,7.33e-05,,405,405,0.000733,0.6123348017621143
9530.808,7.64e-05,,405,405,0.000764,0.4757709251101321
3735.743,7.32e-05,,405,405,0.000732,0.6167400881057268
7208.292,7.6e-05,,405,405,0.00076,0.49339207048458134
7033.152,7.58e-05,,405,405,0.000758,0.5022026431718062
1543.979,7e-05,,405,405,0.0006999999999999,0.7577092511017619
4094.897,7.37e-05,,405,405,0.000737,0.594713656387665
7796.174,7.59e-05,,405,405,0.000759,0.49779735682819376
1253.709,6.92e-05,,405,405,0.000692,0.7929515418502201
2593.062,7.16e-05,,405,405,0.000716,0.6872246696035244
5111.995,7.48e-05,,405,405,0.000748,0.5462555066079297
5949.914,7.55e-05,,405,405,0.000755,0.5154185022026431
9139.189,7.64e-05,,405,405,0.000764,0.4757709251101321
9625.099,7.65e-05,,405,405,0.000765,0.4713656387665201
8656.586,7.62e-05,,405,405,0.000762,0.48458149779735693
1152.896,6.89e-05,,405,405,0.0006889999999999,0.8061674008814977
3222.721,7.25e-05,,405,405,0.000725,0.6475770925110134
9514.793,7.64e-05,,405,405,0.000764,0.4757709251101321
2774.329,7.19e-05,,405,405,0.000719,0.6740088105726871
7107.334,7.59e-05,,405,405,0.000759,0.49779735682819376
3244.523,7.26e-05,,405,405,0.000726,0.643171806167401
9096.83,7.64e-05,,405,405,0.000764,0.4757709251101321
1566.527,7e-05,,405,405,0.0006999999999999,0.7577092511017619
1715.324,7.04e-05,,405,405,0.000704,0.7400881057268722
7847.648,7.59e-05,,405,405,0.000759,0.49779735682819376
9863.796,7.67e-05,,405,405,0.0007669999999999,0.46255506607973557
7468.878,7.61e-05,,405,405,0.000761,0.48898678414096935
5908.508,7.55e-05,,405,405,0.000755,0.5154185022026431
3331.019,7.26e-05,,405,405,0.000726,0.643171806167401
4162.523,7.37e-05,,405,405,0.000737,0.594713656387665
4964.656,7.48e-05,,405,405,0.000748,0.5462555066079297
7520.845,7.61e-05,,405,405,0.000761,0.48898678414096935
4249.492,7.39e-05,,405,405,0.000739,0.5859030837004406
4896.085,7.47e-05,,405,405,0.000747,0.5506607929515416
5891.894,7.55e-05,,405,405,0.000755,0.5154185022026431
3636.748,7.31e-05,,405,405,0.000731,0.6211453744493393
9577.399,7.65e-05,,405,405,0.000765,0.4713656387665201
8027.188,7.6e-05,,405,405,0.00076,0.49339207048458134
1976.564,7.08e-05,,405,405,0.000708,0.722466960352423
9202.247,7.64e-05,,405,405,0.000764,0.4757709251101321
6162.642,7.55e-05,,405,405,0.000755,0.5154185022026431
5610.89,7.53e-05,,405,405,0.000753,0.5242290748898679
7384.426,7.61e-05,,405,405,0.000761,0.48898678414096935
9958.246,7.66e-05,,405,405,0.000766,0.4669603524229077
5064.582,7.48e-05,,405,405,0.000748,0.5462555066079297
2758.715,7.19e-05,,405,405,0.000719,0.6740088105726871
4380.179,7.41e-05,,405,405,0.000741,0.5770925110132158
1457.425,6.97e-05,,405,405,0.000697,0.7709251101321584
1226.109,6.92e-05,,405,405,0.000692,0.7929515418502201
6730.594,7.58e-05,,405,405,0.000758,0.5022026431718062
3714.918,7.32e-05,,405,405,0.000732,0.6167400881057268
1943.28,7.07e-05,,405,405,0.000707,0.7268722466960355
1668.222,7.02e-05,,405,405,0.0007019999999999,0.7488986784145375
8749.237,7.62e-05,,405,405,0.000762,0.48458149779735693
9066.836,7.64e-05,,405,405,0.000764,0.4757709251101321
2618.395,7.16e-05,,405,405,0.000716,0.6872246696035244
5865.996,7.55e-05,,405,405,0.000755,0.5154185022026431
1324.712,6.94e-05,,405,405,0.000694,0.7841409691629957
7124.211,7.59e-05,,405,405,0.000759,0.49779735682819376
7165.725,7.59e-05,,405,405,0.000759,0.49779735682819376
3309.564,7.27e-05,,405,405,0.000727,0.6387665198237885
5242.325,7.5e-05,,405,405,0.0007499999999999,0.5374449339211451
2167.956,7.13e-05,,405,405,0.000713,0.7004405286343612
9494.183,7.64e-05,,405,405,0.000764,0.4757709251101321
4011.315,7.35e-05,,405,405,0.000735,0.60352422907489
5279.447,7.5e-05,,405,405,0.0007499999999999,0.5374449339211451
6320.398,7.55e-05,,405,405,0.000755,0.5154185022026431
5422.451,7.52e-05,,405,405,0.000752,0.5286343612334804
4482.61,7.42e-05,,405,405,0.000742,0.5726872246696033
7186.969,7.6e-05,,405,405,0.00076,0.49339207048458134
2910.042,7.23e-05,,405,405,0.0007229999999999,0.6563876651986782
6751.101,7.58e-05,,405,405,0.000758,0.5022026431718062
1588.093,7.01e-05,,405,405,0.000701,0.7533039647577091
6382.51,7.55e-05,,405,405,0.000755,0.5154185022026431
8304.003,7.61e-05,,405,405,0.000761,0.48898678414096935
4874.802,7.47e-05,,405,405,0.000747,0.5506607929515416
1610.899,7.01e-05,,405,405,0.000701,0.7533039647577091
9916.463,7.67e-05,,405,405,0.0007669999999999,0.46255506607973557
3694.512,7.31e-05,,405,405,0.000731,0.6211453744493393
3261.362,7.26e-05,,405,405,0.000726,0.643171806167401
2979.471,7.23e-05,,405,405,0.0007229999999999,0.6563876651986782
6709.367,7.57e-05,,405,405,0.000757,0.5066079295154187
3774.014,7.33e-05,,405,405,0.000733,0.6123348017621143
3794.463,7.33e-05,,405,405,0.000733,0.6123348017621143
6419.646,7.55e-05,,405,405,0.000755,0.5154185022026431
2952.649,7.23e-05,,405,405,0.0007229999999999,0.6563876651986782
1686.008,7.01e-05,,405,405,0.000701,0.7533039647577091
2121.775,7.07e-05,,405,405,0.000707,0.7268722466960355
7642.387,7.6e-05,,405,405,0.00076,0.49339207048458134
2926.031,7.23e-05,,405,405,0.0007229999999999,0.6563876651986782
8283.421,7.61e-05,,405,405,0.000761,0.48898678414096935
