Time (s),Temperature (K),1/kT (1/eV),Rate (K/min),Current (A),Current Std Dev/Mean,Conductivity (Ohm-cm)^-1,Ea (eV),Reduced Ea
7.48E+01,2.96410E+02,3.91E+01,3.82E+00,1.55117E-07,NaN,1.55117E-06,NaN,NaN
7.81E+01,2.96710E+02,3.91E+01,4.27E+00,1.58387E-07,NaN,1.58387E-06,NaN,NaN
8.12E+01,2.97030E+02,3.90E+01,4.67E+00,1.61661E-07,NaN,1.61661E-06,NaN,NaN
8.42E+01,2.97340E+02,3.90E+01,5.02E+00,1.64972E-07,NaN,1.64972E-06,NaN,NaN
8.73E+01,2.97670E+02,3.89E+01,5.32E+00,1.68476E-07,NaN,1.68476E-06,NaN,NaN
9.05E+01,2.98070E+02,3.89E+01,5.56E+00,1.72198E-07,NaN,1.72198E-06,NaN,NaN
9.35E+01,2.98270E+02,3.89E+01,5.83E+00,1.75756E-07,NaN,1.75756E-06,4.20E-01,1.65E+01
9.66E+01,2.98670E+02,3.88E+01,5.95E+00,1.79499E-07,NaN,1.79499E-06,4.27E-01,1.67E+01
9.99E+01,2.98950E+02,3.88E+01,6.06E+00,1.83333E-07,NaN,1.83333E-06,4.31E-01,1.69E+01
1.03E+02,2.99230E+02,3.87E+01,6.11E+00,1.87017E-07,NaN,1.87017E-06,4.36E-01,1.71E+01
1.06E+02,2.99530E+02,3.87E+01,6.10E+00,1.90803E-07,NaN,1.90803E-06,4.41E-01,1.73E+01
1.09E+02,2.99810E+02,3.87E+01,6.06E+00,1.94430E-07,NaN,1.94430E-06,4.45E-01,1.74E+01
1.12E+02,3.00080E+02,3.86E+01,6.01E+00,1.98156E-07,NaN,1.98156E-06,4.49E-01,1.76E+01
1.15E+02,3.00340E+02,3.86E+01,5.95E+00,2.02023E-07,NaN,2.02023E-06,4.52E-01,1.77E+01
1.18E+02,3.00620E+02,3.86E+01,5.82E+00,2.05595E-07,NaN,2.05595E-06,4.56E-01,1.78E+01
1.21E+02,3.00880E+02,3.85E+01,5.72E+00,2.09435E-07,NaN,2.09435E-06,4.59E-01,1.79E+01
1.24E+02,3.01160E+02,3.85E+01,5.60E+00,2.13400E-07,NaN,2.13400E-06,4.62E-01,1.81E+01
1.27E+02,3.01430E+02,3.85E+01,5.50E+00,2.17210E-07,NaN,2.17210E-06,4.65E-01,1.82E+01
1.30E+02,3.01690E+02,3.84E+01,5.48E+00,2.21140E-07,NaN,2.21140E-06,4.67E-01,1.82E+01
1.33E+02,3.01970E+02,3.84E+01,5.38E+00,2.24930E-07,NaN,2.24930E-06,4.70E-01,1.83E+01
1.37E+02,3.02230E+02,3.84E+01,5.39E+00,2.29190E-07,NaN,2.29190E-06,4.72E-01,1.84E+01
1.40E+02,3.02590E+02,3.83E+01,5.35E+00,2.33380E-07,NaN,2.33380E-06,4.74E-01,1.85E+01
1.43E+02,3.02850E+02,3.83E+01,5.39E+00,2.37760E-07,NaN,2.37760E-06,4.75E-01,1.85E+01
1.46E+02,3.03110E+02,3.83E+01,5.40E+00,2.41930E-07,NaN,2.41930E-06,4.77E-01,1.86E+01
1.49E+02,3.03370E+02,3.82E+01,5.41E+00,2.46010E-07,NaN,2.46010E-06,4.78E-01,1.86E+01
1.52E+02,3.03630E+02,3.82E+01,5.42E+00,2.50450E-07,NaN,2.50450E-06,4.79E-01,1.87E+01
1.55E+02,3.03910E+02,3.81E+01,5.39E+00,2.54920E-07,NaN,2.54920E-06,4.81E-01,1.87E+01
1.58E+02,3.04170E+02,3.81E+01,5.38E+00,2.59350E-07,NaN,2.59350E-06,4.82E-01,1.87E+01
1.62E+02,3.04430E+02,3.81E+01,5.35E+00,2.64520E-07,NaN,2.64520E-06,4.83E-01,1.88E+01
1.65E+02,3.04700E+02,3.81E+01,5.29E+00,2.69340E-07,NaN,2.69340E-06,4.84E-01,1.88E+01
1.68E+02,3.04960E+02,3.80E+01,5.23E+00,2.74200E-07,NaN,2.74200E-06,4.86E-01,1.89E+01
1.71E+02,3.05310E+02,3.80E+01,5.16E+00,2.79050E-07,NaN,2.79050E-06,4.87E-01,1.89E+01
1.74E+02,3.05580E+02,3.79E+01,5.18E+00,2.84370E-07,NaN,2.84370E-06,4.88E-01,1.89E+01
1.77E+02,3.05850E+02,3.79E+01,5.15E+00,2.89210E-07,NaN,2.89210E-06,4.89E-01,1.90E+01
1.81E+02,3.06130E+02,3.79E+01,5.20E+00,2.94400E-07,NaN,2.94400E-06,4.90E-01,1.90E+01
1.84E+02,3.06400E+02,3.78E+01,5.23E+00,2.99680E-07,NaN,2.99680E-06,4.90E-01,1.90E+01
1.87E+02,3.06660E+02,3.78E+01,5.26E+00,3.04960E-07,NaN,3.04960E-06,4.91E-01,1.90E+01
1.90E+02,3.06930E+02,3.78E+01,5.29E+00,3.10340E-07,NaN,3.10340E-06,4.93E-01,1.91E+01
1.93E+02,3.07200E+02,3.77E+01,5.31E+00,3.15990E-07,NaN,3.15990E-06,4.94E-01,1.91E+01
1.96E+02,3.07470E+02,3.77E+01,5.32E+00,3.21360E-07,NaN,3.21360E-06,4.95E-01,1.92E+01
1.99E+02,3.07740E+02,3.77E+01,5.34E+00,3.27370E-07,NaN,3.27370E-06,4.96E-01,1.92E+01
2.02E+02,3.08000E+02,3.76E+01,5.31E+00,3.32990E-07,NaN,3.32990E-06,4.98E-01,1.92E+01
2.05E+02,3.08290E+02,3.76E+01,5.26E+00,3.38790E-07,NaN,3.38790E-06,4.99E-01,1.93E+01
2.09E+02,3.08650E+02,3.76E+01,5.22E+00,3.44920E-07,NaN,3.44920E-06,5.01E-01,1.93E+01
2.12E+02,3.08910E+02,3.75E+01,5.29E+00,3.51290E-07,NaN,3.51290E-06,5.02E-01,1.94E+01
2.15E+02,3.09180E+02,3.75E+01,5.32E+00,3.57670E-07,NaN,3.57670E-06,5.03E-01,1.94E+01
