Time (s),Temperature (K),1/kT (1/eV),Rate (K/min),Current (A),Current Std Dev/Mean,Conductivity (Ohm-cm)^-1,Ea (eV),Reduced Ea
1.48E+00,2.96000E+02,3.92E+01,NaN,2.61610E-07,NaN,2.61610E-06,NaN,NaN
3.41E+01,2.96300E+02,3.91E+01,3.79E-01,2.64920E-07,NaN,2.64920E-06,NaN,NaN
4.03E+01,2.96570E+02,3.91E+01,6.48E-01,2.68450E-07,NaN,2.68450E-06,NaN,NaN
4.63E+01,2.96940E+02,3.90E+01,1.26E+00,2.73680E-07,NaN,2.73680E-06,NaN,NaN
4.93E+01,2.97160E+02,3.90E+01,1.63E+00,2.77030E-07,NaN,2.77030E-06,NaN,NaN
5.25E+01,2.97410E+02,3.90E+01,2.04E+00,2.81110E-07,NaN,2.81110E-06,NaN,NaN
5.55E+01,2.97680E+02,3.89E+01,2.48E+00,2.85500E-07,NaN,2.85500E-06,NaN,NaN
5.85E+01,2.97960E+02,3.89E+01,2.94E+00,2.90430E-07,NaN,2.90430E-06,NaN,NaN
6.15E+01,2.98280E+02,3.89E+01,3.39E+00,2.95800E-07,NaN,2.95800E-06,NaN,NaN
6.45E+01,2.98590E+02,3.88E+01,3.86E+00,3.01580E-07,NaN,3.01580E-06,NaN,NaN
6.77E+01,2.98900E+02,3.88E+01,4.32E+00,3.07970E-07,NaN,3.07970E-06,NaN,NaN
7.08E+01,2.99220E+02,3.87E+01,4.74E+00,3.14820E-07,NaN,3.14820E-06,NaN,NaN
7.38E+01,2.99530E+02,3.87E+01,5.11E+00,3.21420E-07,NaN,3.21420E-06,NaN,NaN
7.68E+01,2.99940E+02,3.87E+01,5.42E+00,3.28230E-07,NaN,3.28230E-06,NaN,NaN
8.00E+01,3.00150E+02,3.86E+01,5.74E+00,3.35430E-07,NaN,3.35430E-06,NaN,NaN
8.30E+01,3.00560E+02,3.86E+01,5.90E+00,3.42400E-07,NaN,3.42400E-06,NaN,NaN
8.61E+01,3.00850E+02,3.85E+01,6.09E+00,3.49680E-07,NaN,3.49680E-06,NaN,NaN
8.92E+01,3.01120E+02,3.85E+01,6.20E+00,3.56780E-07,NaN,3.56780E-06,NaN,NaN
9.23E+01,3.01400E+02,3.85E+01,6.23E+00,3.64140E-07,NaN,3.64140E-06,NaN,NaN
9.54E+01,3.01660E+02,3.84E+01,6.19E+00,3.71150E-07,NaN,3.71150E-06,4.62E-01,1.80E+01
9.83E+01,3.01920E+02,3.84E+01,6.09E+00,3.77830E-07,NaN,3.77830E-06,4.66E-01,1.81E+01
1.01E+02,3.02180E+02,3.84E+01,5.99E+00,3.84770E-07,NaN,3.84770E-06,4.70E-01,1.83E+01
1.04E+02,3.02430E+02,3.83E+01,5.86E+00,3.91560E-07,NaN,3.91560E-06,4.73E-01,1.84E+01
1.07E+02,3.02690E+02,3.83E+01,5.71E+00,3.98160E-07,NaN,3.98160E-06,4.77E-01,1.85E+01
1.10E+02,3.02940E+02,3.83E+01,5.55E+00,4.04730E-07,NaN,4.04730E-06,4.80E-01,1.86E+01
1.13E+02,3.03180E+02,3.82E+01,5.39E+00,4.11490E-07,NaN,4.11490E-06,4.82E-01,1.87E+01
1.16E+02,3.03420E+02,3.82E+01,5.32E+00,4.18190E-07,NaN,4.18190E-06,4.84E-01,1.88E+01
1.19E+02,3.03660E+02,3.82E+01,5.16E+00,4.25210E-07,NaN,4.25210E-06,4.86E-01,1.88E+01
1.22E+02,3.03900E+02,3.82E+01,5.10E+00,4.32250E-07,NaN,4.32250E-06,4.88E-01,1.89E+01
1.25E+02,3.04070E+02,3.81E+01,5.04E+00,4.39650E-07,NaN,4.39650E-06,4.90E-01,1.90E+01
1.28E+02,3.04310E+02,3.81E+01,4.93E+00,4.46480E-07,NaN,4.46480E-06,4.93E-01,1.91E+01
1.31E+02,3.04570E+02,3.81E+01,4.84E+00,4.53700E-07,NaN,4.53700E-06,4.95E-01,1.91E+01
1.34E+02,3.04840E+02,3.80E+01,4.79E+00,4.61150E-07,NaN,4.61150E-06,4.97E-01,1.92E+01
1.37E+02,3.05090E+02,3.80E+01,4.77E+00,4.69420E-07,NaN,4.69420E-06,4.98E-01,1.93E+01
1.40E+02,3.05350E+02,3.80E+01,4.76E+00,4.77390E-07,NaN,4.77390E-06,4.99E-01,1.93E+01
1.43E+02,3.05620E+02,3.79E+01,4.77E+00,4.85940E-07,NaN,4.85940E-06,5.01E-01,1.94E+01
1.46E+02,3.05870E+02,3.79E+01,4.81E+00,4.93890E-07,NaN,4.93890E-06,5.02E-01,1.94E+01
1.49E+02,3.06130E+02,3.79E+01,4.87E+00,5.02380E-07,NaN,5.02380E-06,5.03E-01,1.94E+01
